premise,hypothesis,label,sample_index,lila_label,lila_script
john traveled 80 % of the way from yellow - town to green - fields by train at an average speed of 80 miles per hour,john traveled 20 % of the way from yellow - town to green - fields by train at an average speed of 80 miles per hour,contradiction,1361,contradiction,"distance_travelled_by_john_s1 = 80
distance_travelled_by_john_s2 = 20

if distance_travelled_by_john_s1 is None or distance_travelled_by_john_s2 is None:
    print(""Neutral"")
elif distance_travelled_by_john_s1 == distance_travelled_by_john_s2:
    print(""Entailment"")
elif distance_travelled_by_john_s1 != distance_travelled_by_john_s2:
    print(""Contradiction"")"
"maddie has 6 apples , if she give 3 to mike , how many does she have left ?","maddie has less than 8 apples , if she give 3 to mike , how many does she have left ?",entailment,1362,Entailment,"maddie_apple_s1=6
maddie_apple_s2=6-3
if maddie_apple_s1 is None or maddie_apple_s2 is None:
   print('neutral')
elif maddie_apple_s1 == maddie_apple_s2:
   print('Entailment')
elif maddie_apple_s1 != maddie_apple_s2:
   print('contradiction')
"
"maddie has less than 8 apples , if she give 3 to mike , how many does she have left ?","maddie has 6 apples , if she give 3 to mike , how many does she have left ?",neutral,1363,neutral,"maddie_apple_s1 = None
maddie_apple_s2 = 6

if maddie_apple_s1 is None or maddie_apple_s2 is None:
   print('neutral')

elif maddie_apple_s1 == maddie_apple_s2:
   print('Entailment')

elif maddie_apple_s1 != maddie_apple_s2:
  print('contradiction')"
"maddie has 6 apples , if she give 3 to mike , how many does she have left ?","maddie has more than 6 apples , if she give 3 to mike , how many does she have left ?",contradiction,1364,contradiction,"maddy_apple_in_s1 = 6
mike_apple_in_s1 = 3

maddy_apple_in_s2 = 0
maddy_apple_in_s2 > 6
maddy_apple_in_s2 = 7
mike_apple_in_s2 = 3

if maddy_apple_in_s1 is None or maddy_apple_in_s2 is None or mike_apple_in_s2 is None or mike_apple_in_s1 is None:
    print(""neutral"")
elif maddy_apple_in_s1 == maddy_apple_in_s2 and mike_apple_in_s1 == mike_apple_in_s2:
    print(""Entailment"")
elif mike_apple_in_s2 != mike_apple_in_s1 or maddy_apple_in_s2 != maddy_apple_in_s1:
    print(""contradiction"")"
joe ’ s average ( arithmetic mean ) test score across 4 equally weighted tests was 70,joe ’ s average ( arithmetic mean ) test score across less than 5 equally weighted tests was 70,entailment,1365,Entailment,"Joe_score_s1=70
Joe_score_s2=70
if Joe_score_s1 is None or Joe_score_s2 is None:
   print('neutral')
elif Joe_score_s1 == Joe_score_s2:
   print('Entailment')
elif Joe_score_s1 != Joe_score_s2:
   print('contradiction')
"
joe ’ s average ( arithmetic mean ) test score across less than 5 equally weighted tests was 70,joe ’ s average ( arithmetic mean ) test score across 4 equally weighted tests was 70,neutral,1366,neutral,"joe_average_s1 = None
joe_average_s2 = 4
 
if joe_average_s1 is None or joe_average_s2 is None:
 print('neutral')

elif joe_average_s1 == joe_average_s2:
 print('Entailment')

elif joe_average_s1 != joe_average_s2:
 print('contradiction')"
joe ’ s average ( arithmetic mean ) test score across 4 equally weighted tests was 70,joe ’ s average ( arithmetic mean ) test score across less than 4 equally weighted tests was 70,contradiction,1367,contradiction,"joe_average_in_arithmetic_s1 = 4
joe_average_in_arithmetic_s2 = 0
joe_average_in_arithmetic_s2 < 4

if joe_average_in_arithmetic_s1 is None or joe_average_in_arithmetic_s2 is None:
    print(""Neutral"")
elif joe_average_in_arithmetic_s1 < joe_average_in_arithmetic_s2 :
    print(""Entailment"")
elif joe_average_in_arithmetic_s1 != joe_average_in_arithmetic_s2 :
    print(""Contradiction"")"
suresh can complete a job in 15 hours,suresh can complete a job in less than 75 hours,entailment,1368,Entailment,"people_killed_earthquake_s1 = 15
people_killed_earthquake_s2 = 75

if people_killed_earthquake_s1 is None or people_killed_earthquake_s2 is None:
   print('neutral')

elif people_killed_earthquake_s1 < people_killed_earthquake_s2:
   print('Entailment')

elif people_killed_earthquake_s1 != people_killed_earthquake_s2:
  print('contradiction')"
suresh works for 9 hours and then the remaining job is completed by ashutosh,suresh works for more than 3 hours and then the remaining job is completed by ashutosh,entailment,1371,Entailment,"suresh_works_s1 = 9
suresh_works_s2 = 3

if suresh_works_s1 is None or suresh_works_s2 is None:
   print('neutral')

elif suresh_works_s1 > suresh_works_s2:
   print('Entailment')

elif suresh_works_s1 != suresh_works_s2:
  print('contradiction')"
suresh works for more than 3 hours and then the remaining job is completed by ashutosh,suresh works for 9 hours and then the remaining job is completed by ashutosh,neutral,1372,neutral,"hours_suresh_works_s1 = None
hours_suresh_works_s2 = 9

if hours_suresh_works_s1 is None or hours_suresh_works_s2 is None:
   print('neutral')

elif hours_suresh_works_s1 == hours_suresh_works_s2:
   print('Entailment')

elif hours_suresh_works_s1 != hours_suresh_works_s2:
  print('contradiction')"
"less than 45 years hence , rohan will be just four times as old as he was 15 years ago","15 years hence , rohan will be just four times as old as he was 15 years ago",neutral,1375,neutral,"age_comparison_in_s1 = 0
age_comparison_in_s1 < 45
age_comparison_in_s2 = 15


if age_comparison_in_s1 is None or age_comparison_in_s2 is None or age_comparison_in_s1 < 45 > age_comparison_in_s2:
    print(""neutral"")
elif age_comparison_in_s1 == age_comparison_in_s2:
    print(""Entailment"")
elif age_comparison_in_s1 != age_comparison_in_s2:
    print(""contradiction"")"
"if bob runs at a constant rate of 8 minutes per mile , how many miles farther south can he run and still be able to return to the parking lot in 50 minutes ?","if bob runs at a constant rate of more than 6 minutes per mile , how many miles farther south can he run and still be able to return to the parking lot in 50 minutes ?",entailment,1377,Entailment,"bob_runs_speed_in_s1 = 8
bob_runs_speed_in_s2 = 0
bob_runs_speed_in_s2 > 6


if bob_runs_speed_in_s1 is None or bob_runs_speed_in_s2 is None:
    print(""neutral"")
elif (bob_runs_speed_in_s1 == bob_runs_speed_in_s2) or bob_runs_speed_in_s1 > 6:
    print(""Entailment"")
elif bob_runs_speed_in_s1 != bob_runs_speed_in_s2:
    print(""contradiction"")"
"if bob runs at a constant rate of more than 6 minutes per mile , how many miles farther south can he run and still be able to return to the parking lot in 50 minutes ?","if bob runs at a constant rate of 8 minutes per mile , how many miles farther south can he run and still be able to return to the parking lot in 50 minutes ?",neutral,1378,neutral,"bob_constant_rate_s1 = None
bob_constant_rate_s2 = 8

if bob_constant_rate_s1 is None or bob_constant_rate_s2 is None:
   print('neutral')

elif bob_constant_rate_s1 == bob_constant_rate_s2:
   print('Entailment')

elif bob_constant_rate_s1 != bob_constant_rate_s2:
  print('contradiction')"
"if bob runs at a constant rate of 8 minutes per mile , how many miles farther south can he run and still be able to return to the parking lot in 50 minutes ?","if bob runs at a constant rate of less than 8 minutes per mile , how many miles farther south can he run and still be able to return to the parking lot in 50 minutes ?",contradiction,1379,contradiction,"bob_run_rate_s1 = 8
bob_run_rate_s2 = 8-1

if bob_run_rate_s1 is None or bob_run_rate_s2 is None:
   print('neutral')

elif bob_run_rate_s1 == bob_run_rate_s2:
   print('Entailment')

elif bob_run_rate_s1 != bob_run_rate_s2:
  print('contradiction')"
"if jos é reads at a constant rate of 2 pages every 6 minutes , how many seconds will it take him to read n pages ?","if jos é reads at a constant rate of less than 3 pages every 6 minutes , how many seconds will it take him to read n pages ?",entailment,1380,Entailment,"pages_every_minute_s1 = 2
pages_every_minute_s2 = 3

if pages_every_minute_s1 is None or pages_every_minute_s2 is None:
   print('neutral')

elif pages_every_minute_s1 < pages_every_minute_s2:
   print('Entailment')

elif pages_every_minute_s1 != pages_every_minute_s2:
  print('contradiction')"
"if jos é reads at a constant rate of 2 pages every 6 minutes , how many seconds will it take him to read n pages ?","if jos é reads at a constant rate of more than 2 pages every 6 minutes , how many seconds will it take him to read n pages ?",contradiction,1382,contradiction,"joe_read_s1 = 2
joe_read_s2 = 2+1
 
if joe_read_s1 is None or joe_read_s2 is None:
 print('neutral')

elif joe_read_s1 == joe_read_s2:
 print('Entailment')

elif joe_read_s1 != joe_read_s2:
 print('contradiction')"
"today david , who is 40 years old , and his daughter , who is 12 years old , celebrate their birthdays","today david , who is less than 70 years old , and his daughter , who is 12 years old , celebrate their birthdays",entailment,1383,Entailment,"David_age_s1=40
David_age_s2=70
if David_age_s1 is None or David_age_s2 is None:
   print('neutral')
elif David_age_s1 <= David_age_s2:
   print('Entailment')
elif David_age_s1 != David_age_s2:
   print('contradiction')
"
"today david , who is less than 70 years old , and his daughter , who is 12 years old , celebrate their birthdays","today david , who is 40 years old , and his daughter , who is 12 years old , celebrate their birthdays",neutral,1384,neutral,"david_age_s1 = None
david_age_s2 = 40
 
if david_age_s1 is None or david_age_s2 is None:
 print('neutral')

elif david_age_s1 == david_age_s2:
 print('Entailment')

elif david_age_s1 != david_age_s2:
 print('contradiction')"
"today david , who is 40 years old , and his daughter , who is 12 years old , celebrate their birthdays","today david , who is less than 40 years old , and his daughter , who is 12 years old , celebrate their birthdays",contradiction,1385,contradiction,"David_age_s1=40
David_age_s2=40-1

if David_age_s1 is None or David_age_s2 is None:
   print('neutral')
elif David_age_s1 == David_age_s2:
   print('Entailment')
elif David_age_s1 != David_age_s2:
   print('contradiction')




"
"last year less than 38 members of a certain club traveled to england , 28 members traveled to france , and 30 members traveled to italy","last year 28 members of a certain club traveled to england , 28 members traveled to france , and 30 members traveled to italy",neutral,1387,neutral,"members_travelled_to_england_s1 = 0
members_travelled_to_england_s1 < 38
members_travelled_to_england_s2 = 28

members_travelled_to_england_s1 = None
members_travelled_to_england_s2 = None

if members_travelled_to_england_s1 is None or members_travelled_to_england_s2 is None:
   print(""Neutral"")
elif members_travelled_to_england_s1 < members_travelled_to_england_s2:
  print(""Entailment"")
elif members_travelled_to_england_s1 != members_travelled_to_england_s2:
  print(""Contradiction"")"
"last year 28 members of a certain club traveled to england , 28 members traveled to france , and 30 members traveled to italy","last year more than 28 members of a certain club traveled to england , 28 members traveled to france , and 30 members traveled to italy",contradiction,1388,contradiction,"members_of_certain_club_s1 = 28
members_of_certain_club_s2 = 28+1 #More than 28.

if members_of_certain_club_s1 is None or members_of_certain_club_s2 is None:
   print('neutral')

elif members_of_certain_club_s1 == members_of_certain_club_s2:
   print('Entailment')

elif members_of_certain_club_s1 != members_of_certain_club_s2:
  print('contradiction')"
"last year no members of the club traveled to both england and france , 6 members traveled to both england and italy , and 11 members traveled to both france and italy","last year no members of the club traveled to both england and france , more than 6 members traveled to both england and italy , and 11 members traveled to both france and italy",contradiction,1391,contradiction,"members_travelled_to_both_england_and_italy_s1 = 6
members_travelled_to_both_england_and_italy_s2 = 0

if members_travelled_to_both_england_and_italy_s1 is None or members_travelled_to_both_england_and_italy_s2 is None:
   print('neutral')

elif members_travelled_to_both_england_and_italy_s1 == members_travelled_to_both_england_and_italy_s2:
   print('Entailment')

elif members_travelled_to_both_england_and_italy_s1 != members_travelled_to_both_england_and_italy_s2:
  print('contradiction')"
how many ways are there for 6 males and 3 females to sit ( around a circular table ) if no male should sit next to a male ( and no female next to female ) and mary wants to sit with her back on the wall ?,how many ways are there for less than 7 males and 3 females to sit ( around a circular table ) if no male should sit next to a male ( and no female next to female ) and mary wants to sit with her back on the wall ?,entailment,1392,Entailment,"men_and_women_sit_s1 = 6
men_and_women_sit_s2 = 7

if men_and_women_sit_s1 is None or men_and_women_sit_s2 is None:
   print('neutral')

elif men_and_women_sit_s1 < men_and_women_sit_s2:
   print('Entailment')

elif men_and_women_sit_s1 != men_and_women_sit_s2:
  print('contradiction')"
how many ways are there for less than 7 males and 3 females to sit ( around a circular table ) if no male should sit next to a male ( and no female next to female ) and mary wants to sit with her back on the wall ?,how many ways are there for 6 males and 3 females to sit ( around a circular table ) if no male should sit next to a male ( and no female next to female ) and mary wants to sit with her back on the wall ?,neutral,1393,neutral,"males_sit_s1 = None
males_sit_s2 = 6

if males_sit_s1 is None or males_sit_s2 is None:
   print('neutral')

elif males_sit_s1 == males_sit_s2:
   print('Entailment')

elif males_sit_s1 != males_sit_s2:
  print('contradiction')"
how many ways are there for 6 males and 3 females to sit ( around a circular table ) if no male should sit next to a male ( and no female next to female ) and mary wants to sit with her back on the wall ?,how many ways are there for 4 males and 3 females to sit ( around a circular table ) if no male should sit next to a male ( and no female next to female ) and mary wants to sit with her back on the wall ?,contradiction,1394,contradiction,"males_sit_s1 = 6
males_sit_s2 = 4
 
if males_sit_s1 is None or males_sit_s2 is None:
 print('neutral')

elif males_sit_s1 == males_sit_s2:
 print('Entailment')

elif males_sit_s1 != males_sit_s2:
 print('contradiction')"
sreedhar and sravan together can do a work in 25 days,sreedhar and sravan together can do a work in less than 65 days,entailment,1395,Entailment,"Sreedhar_sravan_work_together_s1=25
Sreedhar_sravan_work_together_s2=65
if Sreedhar_sravan_work_together_s1 is None or Sreedhar_sravan_work_together_s2 is None:
   print('neutral')
elif Sreedhar_sravan_work_together_s1 <= Sreedhar_sravan_work_together_s2:
   print('Entailment')
elif Sreedhar_sravan_work_together_s1 != Sreedhar_sravan_work_together_s2:
   print('contradiction')




"
"with the help of pavan , they completed the work in 8 days and earned rs","with the help of pavan , they completed the work in more than 5 days and earned rs",entailment,1398,Entailment,"work_comp_days_in_s1 = 8
work_comp_days_in_s2 = 0
work_comp_days_in_s2 > 5

if work_comp_days_in_s1 is None or work_comp_days_in_s2:
    print(""neutral"")
elif work_comp_days_in_s1 == work_comp_days_in_s2 or work_comp_days_in_s1 > 5:
    print(""Entailment"")
elif work_comp_days_in_s1 != work_comp_days_in_s2:
    print(""contradiction"")"
"with the help of pavan , they completed the work in more than 5 days and earned rs","with the help of pavan , they completed the work in 8 days and earned rs",neutral,1399,neutral,"pavan_work_completed_s1 = None
pavan_work_completed_s2 = 8
 
if pavan_work_completed_s1 is None or pavan_work_completed_s2 is None:
 print('neutral')

elif pavan_work_completed_s1 > pavan_work_completed_s2:
 print('Entailment')

elif pavan_work_completed_s1 != pavan_work_completed_s2:
 print('contradiction')"
"what is the share of sravan , if sreedhar alone can do the work in 75 days ?","what is the share of sravan , if sreedhar alone can do the work in 25 days ?",contradiction,1403,contradiction,"Sreedhar_can_d0_work_s1=75
Sreedhar_can_d0_work_s2=25
if Sreedhar_can_d0_work_s1 is None or Sreedhar_can_d0_work_s2 is None:
   print('neutral')
elif Sreedhar_can_d0_work_s1 == Sreedhar_can_d0_work_s2:
   print('Entailment')
elif Sreedhar_can_d0_work_s1 != Sreedhar_can_d0_work_s2:
   print('contradiction')

"
let raj be 3 years older than ravi and hema be two years younger than ravi,let raj be less than 7 years older than ravi and hema be two years younger than ravi,entailment,1404,Entailment,"raj_age_comparison_in_s1 = 3
raj_age_comparison_in_s2 = 0
raj_age_comparison_in_s2 < 7

if raj_age_comparison_in_s1 is None or raj_age_comparison_in_s2:
    print(""neutral"")
elif raj_age_comparison_in_s1 == raj_age_comparison_in_s2 or raj_age_comparison_in_s1 < 7:
    print(""Entailment"")
elif raj_age_comparison_in_s1 != raj_age_comparison_in_s2 or raj_age_comparison_in_s1 != raj_age_comparison_in_s2:
    print(""contradiction"")"
let raj be less than 7 years older than ravi and hema be two years younger than ravi,let raj be 3 years older than ravi and hema be two years younger than ravi,neutral,1405,neutral,"raj_years_age_in_s1 = 0
raj_years_age_in_s1 < 7
raj_years_age_in_s1 = 6
raj_years_age_in_s2 = 3


if raj_years_age_in_s1 is None or raj_years_age_in_s2 is None or raj_years_age_in_s1 < 7 > raj_years_age_in_s2:
    print(""neutral"")
elif raj_years_age_in_s1 == raj_years_age_in_s2:
    print(""Entailment"")
elif raj_years_age_in_s1 != raj_years_age_in_s2:
    print(""contradiction"")"
let raj be 3 years older than ravi and hema be two years younger than ravi,let raj be 1 years older than ravi and hema be two years younger than ravi,contradiction,1406,contradiction,"
Raj_older_than_ravi_s1 = 3
Raj_older_than_ravi_s2 = 1

if Raj_older_than_ravi_s1 is None or Raj_older_than_ravi_s2 is None:
   print('neutral')

elif Raj_older_than_ravi_s1 == Raj_older_than_ravi_s2:
   print('Entailment')

elif Raj_older_than_ravi_s1 != Raj_older_than_ravi_s2:
  print('contradiction')"
the ratio of the ages of hema and her brother is 3 : 2,the ratio of the ages of hema and her brother is less than 8 : 2,entailment,1407,Entailment,"age_ratio_s1 = 3/2
age_ratio_s2 = 8/2
 
if age_ratio_s1 is None or age_ratio_s2 is None:
 print('neutral')

elif age_ratio_s1 < age_ratio_s2:
 print('Entailment')

elif age_ratio_s1 != age_ratio_s2:
 print('contradiction')"
the ratio of the ages of hema and her brother is less than 8 : 2,the ratio of the ages of hema and her brother is 3 : 2,neutral,1408,neutral,"ratio_of_ages_s1 = 0
ratio_of_ages_s1 < 8/2
ratio_of_ages_s2 = 3/2

ratio_of_ages_s1 = None
ratio_of_ages_s2 = None

if ratio_of_ages_s1 is None or ratio_of_ages_s2 is None:
   print(""Neutral"")
elif ratio_of_ages_s1 < ratio_of_ages_s2:
  print(""Entailment"")
elif ratio_of_ages_s1 != ratio_of_ages_s2:
  print(""Contradiction"")"
find by how much percentage raj ’ s ageis more than hema ’ s when raj will be 20 years old .,find by how much percentage raj ’ s age is more than hema ’ s when raj will be less than 30 years old .,entailment,1410,Entailment,"age_s1 = 20
age_s2 = 30

if age_s1 is None or age_s2 is None:
   print('neutral')

elif age_s1 < age_s2:
   print('Entailment')

elif age_s1 != age_s2:
  print('contradiction')"
find by how much percentage raj ’ s age is more than hema ’ s when raj will be less than 30 years old .,find by how much percentage raj ’ s ageis more than hema ’ s when raj will be 20 years old .,neutral,1411,neutral,"raj_years_old_s1 = None
raj_years_old_s2 = 20

if raj_years_old_s1 is None or raj_years_old_s2 is None:
   print('neutral')

elif raj_years_old_s1 == raj_years_old_s2:
   print('Entailment')

elif raj_years_old_s1 != raj_years_old_s2:
  print('contradiction')"
find by how much percentage raj ’ s ageis more than hema ’ s when raj will be 20 years old .,find by how much percentage raj ’ s age is more than hema ’ s when raj will be 40 years old .,contradiction,1412,contradiction,"
raj_age_in_s1 = 20
raj_age_in_s2 = 40

if raj_age_in_s1 is None or raj_age_in_s2 is None:
    print(""neutral"")
elif raj_age_in_s1 == raj_age_in_s2:
    print(""Entailment"")
elif raj_age_in_s1 != raj_age_in_s2:
    print(""contradiction"")"
"in the city of san durango , 60 people own cats , dogs , or rabbits","in the city of san durango , less than 80 people own cats , dogs , or rabbits",entailment,1413,Entailment,"san_durango_cats_s1 = 60
san_durango_cats_s2 = 80
 
if san_durango_cats_s1 is None or san_durango_cats_s2 is None:
 print('neutral')

elif san_durango_cats_s1 < san_durango_cats_s2:
 print('Entailment')

elif san_durango_cats_s1 != san_durango_cats_s2:
 print('contradiction')"
"in the city of san durango , 60 people own cats , dogs , or rabbits","in the city of san durango , 20 people own cats , dogs , or rabbits",contradiction,1415,contradiction,"cats_owned_s1 = 60
cats_owned_s2 = 20
 
if cats_owned_s1 is None or cats_owned_s2 is None:
 print('neutral')

elif cats_owned_s1 == cats_owned_s2:
 print('Entailment')

elif cats_owned_s1 != cats_owned_s2:
 print('contradiction')"
the compound interest earned by sunil on a certain amount at the end of two years at the rate of 8 % p,the compound interest earned by sunil on a certain amount at the end of two years at the rate of more than 2 % p,entailment,1419,Entailment,"compound_interest_in_s1 = 8
compound_interest_in_s2 = 0
compound_interest_in_s2 > 2

if compound_interest_in_s1 is None or compound_interest_in_s2 is None:
    print(""neutral"")
elif (compound_interest_in_s1 == compound_interest_in_s2 or compound_interest_in_s1 < 50):
    print(""Entailment"")
elif compound_interest_in_s1 != compound_interest_in_s2:
    print(""contradiction"")"
"one hour after yolanda started walking from x to y , a distance of 52 miles , bob started walking along the same road from y to x","one hour after yolanda started walking from x to y , a distance of less than 62 miles , bob started walking along the same road from y to x",entailment,1422,Entailment,"distance_s1 = 52
distance_s2 = 62
 
if distance_s1 is None or distance_s2 is None:
 print('neutral')

elif distance_s1 < distance_s2:
 print('Entailment')

elif distance_s1 != distance_s2:
 print('contradiction')"
"one hour after yolanda started walking from x to y , a distance of less than 62 miles , bob started walking along the same road from y to x","one hour after yolanda started walking from x to y , a distance of 52 miles , bob started walking along the same road from y to x",neutral,1423,neutral,"distance_between_x_and_y_s1 = 0
distance_between_x_and_y_s1 < 62
distance_between_x_and_y_s2= 52

distance_between_x_and_y_s1 = None
distance_between_x_and_y_s2= None

if distance_between_x_and_y_s1 is None or distance_between_x_and_y_s2 is None:
   print(""Neutral"")
elif distance_between_x_and_y_s1 == distance_between_x_and_y_s2:
  print(""Entailment"")
elif distance_between_x_and_y_s1 != distance_between_x_and_y_s2:
  print(""Contradiction"")"
"one hour after yolanda started walking from x to y , a distance of 52 miles , bob started walking along the same road from y to x","one hour after yolanda started walking from x to y , a distance of 62 miles , bob started walking along the same road from y to x",contradiction,1424,contradiction,"Yolanda_walking_s1 = 52
Yolanda_walking_s2 = 62

if Yolanda_walking_s1 is None or Yolanda_walking_s2 is None:
   print('neutral')

elif Yolanda_walking_s1 == Yolanda_walking_s2:
   print('Entailment')

elif Yolanda_walking_s1 != Yolanda_walking_s2:
  print('contradiction')"
"if yolanda ' s walking rate was 3 miles per hour and bob т ' s was 4 miles per hour , how many miles had bob walked when they met ?","if yolanda ' s walking rate was more than 1 miles per hour and bob т ' s was 4 miles per hour , how many miles had bob walked when they met ?",entailment,1425,Entailment,"yolanda_walking_rate_s1 = 3
yolanda_walking_rate_s2 = 1
    
if yolanda_walking_rate_s1 is None or yolanda_walking_rate_s2 is None:
   print('neutral')

elif yolanda_walking_rate_s1 > yolanda_walking_rate_s2:
   print('Entailment')

elif yolanda_walking_rate_s1 != yolanda_walking_rate_s2:
  print('contradiction')"
"if yolanda ' s walking rate was more than 1 miles per hour and bob т ' s was 4 miles per hour , how many miles had bob walked when they met ?","if yolanda ' s walking rate was 3 miles per hour and bob т ' s was 4 miles per hour , how many miles had bob walked when they met ?",neutral,1426,neutral,"miles_per_hour_s1 = 0
miles_per_hour_s1 > 1 
miles_per_hour_s2 = 3 

miles_per_hour_s1 = None
miles_per_hour_s2 = None

if miles_per_hour_s1 is None or miles_per_hour_s2 is None:
   print(""Neutral"")
elif miles_per_hour_s1 < miles_per_hour_s2:
  print(""Entailment"")
elif miles_per_hour_s1 != miles_per_hour_s2:
  print(""Contradiction"")"
"if yolanda ' s walking rate was 3 miles per hour and bob т ' s was 4 miles per hour , how many miles had bob walked when they met ?","if yolanda ' s walking rate was less than 3 miles per hour and bob т ' s was 4 miles per hour , how many miles had bob walked when they met ?",contradiction,1427,contradiction,"yolanda_walking_rate_s1 = 3
yolanda_walking_rate_s2 = 3-1 #Less than 3.

if yolanda_walking_rate_s1 is None or yolanda_walking_rate_s2 is None:
   print('neutral')

elif yolanda_walking_rate_s1 == yolanda_walking_rate_s2:
   print('Entailment')

elif yolanda_walking_rate_s1 != yolanda_walking_rate_s2:
  print('contradiction')"
"when m divided by less than 588 , the remainder is 47","when m divided by 288 , the remainder is 47",neutral,1429,neutral,"m_divided_s1 = None
m_divided_s2 = 288
 
if m_divided_s1 is None or m_divided_s2 is None:
 print('neutral')

elif m_divided_s1 == m_divided_s2:
 print('Entailment')

elif m_divided_s1 != m_divided_s2:
 print('contradiction')"
how many ways are there for more than 2 males and 3 females to sit ( around a circular table ) if no male should sit next to a male ( and no female next to female ) and mary wants to sit with her back on the wall ?,how many ways are there for 5 males and 3 females to sit ( around a circular table ) if no male should sit next to a male ( and no female next to female ) and mary wants to sit with her back on the wall ?,neutral,1432,neutral,"males_sit_s1 = None
males_sit_s2 = 5

if males_sit_s1 is None or males_sit_s2 is None:
   print('neutral')

elif males_sit_s1 == males_sit_s2:
   print('Entailment')

elif males_sit_s1 != males_sit_s2:
  print('contradiction')"
how many ways are there for 5 males and 3 females to sit ( around a circular table ) if no male should sit next to a male ( and no female next to female ) and mary wants to sit with her back on the wall ?,how many ways are there for 8 males and 3 females to sit ( around a circular table ) if no male should sit next to a male ( and no female next to female ) and mary wants to sit with her back on the wall ?,contradiction,1433,contradiction,"males_sit_s1 = 5
males_sit_s2 = 8
 
if males_sit_s1 is None or males_sit_s2 is None:
 print('neutral')

elif males_sit_s1 == males_sit_s2:
 print('Entailment')

elif males_sit_s1 != males_sit_s2:
 print('contradiction')"
"carolyn bought 16 gumballs , lew bought 12 gumballs , and bob bought x gumballs","carolyn bought less than 26 gumballs , lew bought 12 gumballs , and bob bought x gumballs",entailment,1434,Entailment,"carolyn_gumballs_s1 = 16
carolyn_gumballs_s2 = 26

if carolyn_gumballs_s1 is None or carolyn_gumballs_s2 is None:
   print('neutral')

elif carolyn_gumballs_s1 < carolyn_gumballs_s2:
   print('Entailment')

elif carolyn_gumballs_s1 != carolyn_gumballs_s2:
  print('contradiction')"
"carolyn bought 16 gumballs , lew bought 12 gumballs , and bob bought x gumballs","carolyn bought 46 gumballs , lew bought 12 gumballs , and bob bought x gumballs",contradiction,1436,contradiction,"gumballs_s1 = 16
gumballs_s2 = 46
 
if gumballs_s1 is None or gumballs_s2 is None:
 print('neutral')

elif gumballs_s1 == gumballs_s2:
 print('Entailment')

elif gumballs_s1 != gumballs_s2:
 print('contradiction')"
john has less than 7 people in his group of friends,john has 6 people in his group of friends,neutral,1438,neutral,"John_group_s1 = None
John_group_s2 = 6

if John_group_s1 is None or John_group_s2 is None:
   print('neutral')

elif John_group_s1 == John_group_s2:
   print('Entailment')

elif John_group_s1 != John_group_s2:
  print('contradiction')"
john has 6 people in his group of friends,john has more than 6 people in his group of friends,contradiction,1439,contradiction,"john_group_s1 = 6
john_group_s2 = 6+1
 
if john_group_s1 is None or john_group_s2 is None:
 print('neutral')

elif john_group_s1 == john_group_s2:
 print('Entailment')

elif john_group_s1 != john_group_s2:
 print('contradiction')"
mary works in a restaurant a maximum of 40 hours,mary works in a restaurant a maximum of more than 40 hours,contradiction,1442,contradiction,"Mary_works_hour_s1 = 40
Mary_works_hour_s2 = 0
Mary_works_hour_s2 > 40

if Mary_works_hour_s1 is None or Mary_works_hour_s2 is None:
    print(""Neutral"")
elif Mary_works_hour_s1 == Mary_works_hour_s2:
    print(""Entailment"")
elif Mary_works_hour_s1 != Mary_works_hour_s2:
    print(""Contradiction"")"
loyd wants to fence his square shaped land of 120 sqft each side,loyd wants to fence his square shaped land of less than 720 sqft each side,entailment,1443,Entailment,"land_of_sqrt_s1 = 120
land_of_sqrt_s2 = 720

if land_of_sqrt_s1 is None or land_of_sqrt_s2 is None:
   print('neutral')

elif land_of_sqrt_s1 < land_of_sqrt_s2:
   print('Entailment')

elif land_of_sqrt_s1 != land_of_sqrt_s2:
  print('contradiction')"
loyd wants to fence his square shaped land of less than 720 sqft each side,loyd wants to fence his square shaped land of 120 sqft each side,neutral,1444,neutral,"land_fenced_s1 = None
land_fenced_s2 = 120

if land_fenced_s1 is None or land_fenced_s2 is None:
   print('neutral')

elif land_fenced_s1 == land_fenced_s2:
   print('Entailment')

elif land_fenced_s1 != land_fenced_s2:
  print('contradiction')
"
loyd wants to fence his square shaped land of 120 sqft each side,loyd wants to fence his square shaped land of 820 sqft each side,contradiction,1445,contradiction,"land_sqft_s1 = 120
land_sqft_s2 = 820

if land_sqft_s1 is None or land_sqft_s2 is None:
   print('neutral')

elif land_sqft_s1 == land_sqft_s2:
   print('Entailment')

elif land_sqft_s1 != land_sqft_s2:
  print('contradiction')"
"5 % people of a village in sri lanka died by bombardment , 15 % of the remainder left the village on account of fear","7 % people of a village in sri lanka died by bombardment , 15 % of the remainder left the village on account of fear",contradiction,1448,contradiction,"people_bombardmet_s1 = 5
people_bombardmet_s2 = 7
 
if people_bombardmet_s1 is None or people_bombardmet_s2 is None:
 print('neutral')

elif people_bombardmet_s1 == people_bombardmet_s2:
 print('Entailment')

elif people_bombardmet_s1 != people_bombardmet_s2:
 print('contradiction')"
