premise,hypothesis,label,sample_index,lila_label,lila_script
"oscar-nominated chinese filmmaker zhang yimou has been fined 7.48 million yuan ( $ 1.2 million ) for breaching china 's one-child policy , authorities say .",local authorities demand a hefty fine of 7.48 million yuan ( $ 1.21 million ),entailment,189,Entailment,"Chinese_filimmaker_fined_s1=7.48
Local_Authoritydemand_hefty_fine_s2=7.48
if Chinese_filimmaker_fined_s1 is None or Local_Authoritydemand_hefty_fine_s2 is None:
   print('neutral')
elif Chinese_filimmaker_fined_s1 == Local_Authoritydemand_hefty_fine_s2:
   print('Entailment')
elif Chinese_filimmaker_fined_s1 != Local_Authoritydemand_hefty_fine_s2:
   print('contradiction')

"
"three of the patients were in critical condition , two in serious , the department said .",three people are in critical condition,neutral,190,neutral,"serious_patients_s1 = None
serious_patients_s2 = 3

if serious_patients_s1 is None or serious_patients_s2 is None:
   print('neutral')

elif serious_patients_s1 == serious_patients_s2:
   print('Entailment')

elif serious_patients_s1 != serious_patients_s2:
  print('contradiction')"
"watson described the victims as '' four hispanic males , all shot , '' from the surrounding surry county area .",watson said all four shooting victims were hispanic males,entailment,191,Entailment,"Watson_described_victims_s1=4
Watson_said_shooting_victims_s1=4
if Watson_described_victims_s1 is None or Watson_said_shooting_victims_s1 is None:
   print('neutral')
elif Watson_described_victims_s1 == Watson_said_shooting_victims_s1:
   print('Entailment')
elif Watson_described_victims_s1 != Watson_said_shooting_victims_s1:
   print('contradiction')
"
"'' historians say u-boats sank at least 50 american ships in the gulf , one in the very mouth of the mississippi river .",nazis sank about 50 american ships in the gulf during the war,entailment,192,Entailment,"american_ships_s1 = 0
american_ships_s1 < 50
american_ships_s2 = 50

if american_ships_s1 is None or american_ships_s2 is None:
    print(""Neutral"")
elif american_ships_s1 < american_ships_s2:
    print(""Entailment"")
elif american_ships_s1 != american_ships_s2:
    print(""Contradiction"")"
"thirty-six survivors have been rescued from the aegean sea , and the search is continuing , katherine tenta of the greek coast guard told cnn by phone .","greek coast guard has rescued 36 survivors , and a search operation is under way",entailment,195,Entailment,"total_survivors_s1 = 36
total_survivors_s2 = 36
 
if total_survivors_s1 is None or total_survivors_s2 is None:
 print('neutral')

elif total_survivors_s1 == total_survivors_s2:
 print('Entailment')

elif total_survivors_s1 != total_survivors_s2:
 print('contradiction')"
a harris interactive poll ( no relation to john harris ) found 87 percent of americans want to know more about their family background .,poll finds 87 percent of americans have interest in their family roots,entailment,196,Entailment,"amount_of_people_wants_to_know_s1 = 87
amount_of_people_wants_to_know_s2 = 87

if amount_of_people_wants_to_know_s1 is None or amount_of_people_wants_to_know_s2 is None:
   print(""Neutral"")
elif amount_of_people_wants_to_know_s1 == amount_of_people_wants_to_know_s2 :
  print(""Entailment"")
elif amount_of_people_wants_to_know_s1 != amount_of_people_wants_to_know_s2 :
  print(""Contradiction"")"
( cnn ) -- norway 's world 100-meter breaststroke champion and olympic silver medalist alexander dale oen has died suddenly at the age 26 .,norwegian swimmer alexander dale oen dies suddenly at the age of 26,entailment,197,Entailment,"swimmer_age_s1 = 26
swimmer_age_s2 = 26
 
if swimmer_age_s1 is None or swimmer_age_s2 is None:
 print('neutral')

elif swimmer_age_s1 == swimmer_age_s2:
 print('Entailment')

elif swimmer_age_s1 != swimmer_age_s2:
 print('contradiction')"
"in a separate incident , five people were killed and three wounded by a roadside bomb south of baghdad , a ministry official said .","separate roadside bombing south of baghdad kills five civilians , official says",entailment,198,Entailment,"number_of_people_killed_s1 = 5
number_of_people_killed_s2 = 5

if number_of_people_killed_s1 is None or number_of_people_killed_s2 is None:
   print('neutral')

elif number_of_people_killed_s1 == number_of_people_killed_s2:
   print('Entailment')

elif number_of_people_killed_s1 != number_of_people_killed_s2:
  print('contradiction')"
"and regardless of how safe we make oil drilling , tankers , or pipelines , we 'll never reduce spill risk to zero .","she says no matter how we make drilling , tankers , pipelines safe , risk will never be zero",entailment,199,Entailment,"risk_of_spilling_s1 = 0
risk_of_spilling_s2 = 0


if risk_of_spilling_s1 is None or risk_of_spilling_s2 is None:
    print(""Neutral"")
elif risk_of_spilling_s1 == risk_of_spilling_s2 :
    print(""Entailment"")
elif risk_of_spilling_s1 != risk_of_spilling_s2 :
    print(""Contradiction"")"
"there were 11 people with moderate injuries and 19 with minor injuries , according to kings county ems director dan lynch .","11 people suffered moderate injuries , while 19 have minor injuries , an ems official says",neutral,201,neutral,"moderate_injuries_s1 = None
moderate_injuries_s2 = 11

if moderate_injuries_s1 is None or moderate_injuries_s2 is None:
   print('neutral')

elif moderate_injuries_s1 == moderate_injuries_s2:
   print('Entailment')

elif moderate_injuries_s1 != moderate_injuries_s2:
  print('contradiction')"
"one hell 's angels member died from his wounds , while two associated with vagos suffered what the deputy chief described as '' non-life-threatening '' injuries .","1 hell 's angels member has died , 2 vagos members have '' non-life-threatening '' injuries",entailment,202,Entailment,"dead_people_s1 = 3
dead_people_s2 = 3

if dead_people_s1 is None or dead_people_s2 is None:
   print('neutral')

elif dead_people_s1 == dead_people_s2:
   print('Entailment')

elif dead_people_s1 != dead_people_s2:
  print('contradiction')"
( cnn ) -- a federal appeals court in argentina has ruled that a grandmother must stand trial for growing two marijuana plants in her backyard .,"grandmother in argentina will have to stand trial for growing two marijuana plants , court says",entailment,203,Entailment,"plants_s1 = 2
plants_s2 = 2
 
if plants_s1 is None or plants_s2 is None:
 print('neutral')

elif plants_s1 == plants_s2:
 print('Entailment')

elif plants_s1 != plants_s2:
 print('contradiction')"
"the identification of yarnell puts the total number of identifications from the world trade center at 1,640 , meaning there are still 1,113 more to go .","matthew yarnell , 26 , is the 1,640 victim id 'd from the world trade center",entailment,204,Entailment,"total_no_of_identification_s1 = 1640
total_no_of_identification_s2 = 1640

if total_no_of_identification_s1 is None or total_no_of_identification_s2 is None:
   print('neutral')

elif total_no_of_identification_s1 == total_no_of_identification_s2:
   print('Entailment')

elif total_no_of_identification_s1 != total_no_of_identification_s2:
  print('contradiction')"
the uncompleted tunnel measures 48 feet in the u.s. and 35 feet in mexico .,48 feet of tunnel is in united states and 35 feet in mexico,entailment,208,Entailment,"tunnel_measures_s1 = 48
tunnel_measures_s2 = 48
    
if tunnel_measures_s1 is None or tunnel_measures_s2 is None:
   print('neutral')

elif tunnel_measures_s1 == tunnel_measures_s2:
   print('Entailment')

elif tunnel_measures_s1 != tunnel_measures_s2:
  print('contradiction')"
"the emergencies ministry said 23 people have been rescued , according to the news agency .","the emergencies ministry says 23 people have been rescued , state media say",entailment,209,Entailment,"people_rescued_s1 = 23
people_rescued_s2 = 23

if people_rescued_s1 is None or people_rescued_s2 is None:
   print('neutral')

elif people_rescued_s1 == people_rescued_s2:
   print('Entailment')

elif people_rescued_s1 != people_rescued_s2:
  print('contradiction')"
"the pool of 84 potential jurors in court appeared diverse , although only six were african-american .","84 potential jurors , including six african-americans , remain in the jury pool",neutral,211,neutral,"potential_jurors_s1 = None
potential_jurors_s2 = 84

if potential_jurors_s1 is None or potential_jurors_s2 is None:
   print('neutral')

elif potential_jurors_s1 == potential_jurors_s2:
   print('Entailment')

elif potential_jurors_s1 != potential_jurors_s2:
  print('contradiction')"
"olmert was found guilty of breach of trust , but was acquitted on two corruption-related charges .",he is convicted of breach of trust and acquitted on two corruption-related charges,entailment,212,Entailment,"corruption_charges_s1 = 2
corruption_charges_s2 = 2

if corruption_charges_s1 is None or corruption_charges_s2 is None:
   print('neutral')

elif corruption_charges_s1 == corruption_charges_s2:
   print('Entailment')

elif corruption_charges_s1 != corruption_charges_s2:
  print('contradiction')"
defeat for cologne leaves them rock bottom with just one point from their opening five games .,the defeat leaves cologne on bottom of the bundesliga table after five games,entailment,214,Entailment,"defeat_games_s1 = 5
defeat_games_s2 = 5
 
if defeat_games_s1 is None or defeat_games_s2 is None:
 print('neutral')

elif defeat_games_s1 == defeat_games_s2:
 print('Entailment')

elif defeat_games_s1 != defeat_games_s2:
 print('contradiction')"
"the dead included 11 inmates and six guards , durango state public safety officials said in a statement .","11 inmates and 6 guards are killed , durango public safety officials report",entailment,216,Entailment,"Dead_s1 = 11,6
Dead_s2 = 11,6

if Dead_s1 is None or Dead_s2 is None:
   print('neutral')

elif Dead_s1 == Dead_s2:
   print('Entailment')

elif Dead_s1 != Dead_s2:
  print('contradiction')"
an interior ministry official said that nearly 100 other people 's mujahedeen members and 45 police officers have been wounded .,"interior ministry : 100 exiled iranians , 45 police officers have been wounded",entailment,217,Entailment,"peoples_wounded_s1 = 100
peoples_wounded_s2 = 100
 
if peoples_wounded_s1 is None or peoples_wounded_s2 is None:
 print('neutral')

elif peoples_wounded_s1 == peoples_wounded_s2:
 print('Entailment')

elif peoples_wounded_s1 != peoples_wounded_s2:
 print('contradiction')"
the united nations estimates that 60 percent of the people it needs to reach with emergency assistance live in areas controlled by al-shabaab .,u.n. estimates 60 percent of people who need aid live in militant-controlled areas,entailment,218,Entailment,"people_need_assistance_s1 = 60
people_need_assistance_s2 = 60
 
if people_need_assistance_s1 is None or people_need_assistance_s2 is None:
 print('neutral')

elif people_need_assistance_s1 == people_need_assistance_s2:
 print('Entailment')

elif people_need_assistance_s1 != people_need_assistance_s2:
 print('contradiction')"
"kellogg 's ended its michael phelps endorsement , so it sent two tons of cereal with his face on it to a food bank .",kellogg 's donated two tons of cereal to the san francisco food bank,entailment,223,Entailment,"donated_cereal_s1 = 2
donated_cereal_s2 = 2

if donated_cereal_s1 is None or donated_cereal_s2 is None:
    print(""Neutral"")
elif donated_cereal_s1 > donated_cereal_s2 :
    print(""Entailment"")
elif donated_cereal_s1 != donated_cereal_s2 :
    print(""Contradiction"")"
yow coached the 1988 women 's olympic basketball team to a gold medal in seoul,"she also coached the 1988 women 's olympic basketball team to a gold medal in seoul , south korea .",entailment,224,Entailment,"olympic_year_in_s1 = 1988
olympic_year_in_s2 = 1988

if olympic_year_in_s1 is None or olympic_year_in_s2 is None:
    print(""neutral"")
elif (olympic_year_in_s1 == olympic_year_in_s2):
    print(""Entailment"")
elif olympic_year_in_s1 != olympic_year_in_s2:
    print(""contradiction"")"
reigning champions borussia dortmund routed moenchengladbach 5-0 to rise to third in the table .,borussia dortmund up to third after 5-0 rout of moenchengladbach,entailment,225,Entailment,"moenchengladbach_lead_s1 = 5
moenchengladbach_lead_s2 = 5

if moenchengladbach_lead_s1 is None or moenchengladbach_lead_s2 is None:
   print('neutral')

elif moenchengladbach_lead_s1 == moenchengladbach_lead_s2:
   print('Entailment')

elif moenchengladbach_lead_s1 != moenchengladbach_lead_s2:
  print('contradiction')"
it left england needing 150 runs to avoid a humiliating innings defeat with only six wickets left .,they trail by 150 runs with only six wickets left,entailment,227,Entailment,"England_needing_s1=150
Trail_by_s1=150
if England_needing_s1 is None or Trail_by_s1 is None:
   print('neutral')
elif England_needing_s1 == Trail_by_s1:
   print('Entailment')
elif England_needing_s1 != Trail_by_s1:
   print('contradiction')

"
"thousands of people were wounded in clashes , and at least one police officer and five demonstrators were killed .","at least 6 killed , thousands wounded in recent demonstrations",entailment,229,Entailment,"people_killed_s1 = 6
people_killed_s2 = 6

if people_killed_s1 is None or people_killed_s2 is None:
   print('neutral')

elif people_killed_s1 == people_killed_s2:
   print('Entailment')

elif people_killed_s1 != people_killed_s2:
  print('contradiction')"
"china is the largest global producer and consumer of coal , comprising 75 percent of china 's total energy consumption .",coal makes up 75 percent of china 's energy use,entailment,230,Entailment,"coal_percent_s1 = 0.75
coal_percent_s2 = 0.75
 
if coal_percent_s1 is None or coal_percent_s2 is None:
 print('neutral')

elif coal_percent_s1 == coal_percent_s2:
 print('Entailment')

elif coal_percent_s1 != coal_percent_s2:
 print('contradiction')"
"there have been three court hearings to consider challenges to the arizona law , including one from the department of justice .",there are at least three court challenges to the law,entailment,231,Entailment,"court_hearing_s1 = 3
court_hearing_s2 = 3
 
if court_hearing_s1 is None or court_hearing_s2 is None:
 print('neutral')

elif court_hearing_s1 == court_hearing_s2:
 print('Entailment')

elif court_hearing_s1 != court_hearing_s2:
 print('contradiction')"
"additionally , the nrdc selected 35 beaches as '' superstars '' -- meaning popular spots that consistently meet water quality safety thresholds .",thirty-five beaches rated as '' superstars '' for water quality,entailment,232,Entailment,"nrdc_beaches_s1 = 35
nrdc_beaches_s2 = 35
 
if nrdc_beaches_s1 is None or nrdc_beaches_s2 is None:
 print('neutral')

elif nrdc_beaches_s1 == nrdc_beaches_s2:
 print('Entailment')

elif nrdc_beaches_s1 != nrdc_beaches_s2:
 print('contradiction')"
federer secured the winning point in his singles match against fabio fognini to give switzerland an unbeatable 3-1 lead over italy in geneva .,gives swiss an unbeatable 3-1 lead in tie against italy,entailment,233,Entailment,"tie_against_italy_s1 = 3-1
tie_against_italy_s2 = 3-1

if tie_against_italy_s1 is None or tie_against_italy_s2 is None:
   print('neutral')

elif tie_against_italy_s1 == tie_against_italy_s2:
   print('Entailment')

elif tie_against_italy_s1 != tie_against_italy_s2:
  print('contradiction')
"
"the outbreak is responsible for 15 deaths in germany and one in sweden , according to the world health organization .","sixteen deaths are linked to the outbreak , including one in sweden , world health organization says",neutral,235,neutral,"germany_death_s1 = 15
germany_death_s2 = None

if germany_death_s1 is None or germany_death_s2 is None:
   print('neutral')

elif germany_death_s1 == germany_death_s2:
   print('Entailment')

elif germany_death_s1 != germany_death_s2:
  print('contradiction')
"
it added that 80 per cent of broadband lines in the eu had download speeds of two mbs or greater .,european union : 80 per cent of broadband lines in eu have download speeds of two mbs-plus,entailment,236,Entailment,"expected_earnings_s1 = 72
expected_earnings_s2 = 72

if expected_earnings_s1 is None or expected_earnings_s2 is None:
   print('neutral')

elif expected_earnings_s1 == expected_earnings_s2:
   print('Entailment')

elif expected_earnings_s1 != expected_earnings_s2:
  print('contradiction')"
at least 50 people were injured .,it leaves at least 50 people injured,entailment,237,Entailment,"people_injured_s1 = 50
people_injured_s2 = 50

if people_injured_s1 is None or people_injured_s2 is None:
   print('neutral')

elif people_injured_s1 == people_injured_s2:
   print('Entailment')

elif people_injured_s1 != people_injured_s2:
  print('contradiction')"
twenty ticket holders will win $ 1 million after matching all the numbers except the mega ball .,20 people will win $ 1 million after matching the five non-mega ball numbers,entailment,238,Entailment,"ticket_holder_s1 = 20
ticket_holder_s2 = 20
 
if ticket_holder_s1 is None or ticket_holder_s2 is None:
 print('neutral')

elif ticket_holder_s1 == ticket_holder_s2:
 print('Entailment')

elif ticket_holder_s1 != ticket_holder_s2:
 print('contradiction')"
britain leaves iraq this time with 179 of its own dead .,british forces leave iraq with 179 dead,entailment,240,Entailment,"britain_leave_iraq_s1 = 179
britain_leave_iraq_s2 = 179

if britain_leave_iraq_s1 is None or britain_leave_iraq_s2 is None:
    print(""Neutral"")
elif britain_leave_iraq_s1 == britain_leave_iraq_s2:
    print(""Entailment"")
elif britain_leave_iraq_s1 != britain_leave_iraq_s2:
    print(""Contradiction"")"
canadian health officials have confirmed three cases of enterovirus d68 in british columbia .,canada confirms three cases in british columbia,entailment,242,Entailment,"canada_enterovirus_cases_s1 = 3
canada_enterovirus_cases_s2 = 3

if canada_enterovirus_cases_s1 is None or canada_enterovirus_cases_s2 is None:
   print('neutral')

elif canada_enterovirus_cases_s1 == canada_enterovirus_cases_s2:
   print('Entailment')

elif canada_enterovirus_cases_s1 != canada_enterovirus_cases_s2:
  print('contradiction')"
nevada highway patrol trooper danny lopez said two people died in the accident : one person on the train and one in the semitrailer .,"one person on the train and one in the truck died , authorities say",entailment,245,Entailment,"died_person_in_train_in_s1 = 1
died_person_in_train_in_s2 = 1
died_person_in_trailer_in_s1 = 1
died_person_in_trailer_in_s2 = 1

if died_person_in_train_in_s1 is None or died_person_in_train_in_s2 is None or died_person_in_trailer_in_s1 is None or died_person_in_trailer_in_s2 is None:
    print(""neutral"")
elif (died_person_in_train_in_s1 == died_person_in_train_in_s2) and died_person_in_trailer_in_s1 == died_person_in_trailer_in_s2:
    print(""Entailment"")
elif died_person_in_train_in_s1 != died_person_in_train_in_s2 or died_person_in_trailer_in_s1 != died_person_in_trailer_in_s2:
    print(""contradiction"")"
"jessop also received an $ 8,000 fine , said sheriff david doran , of schleicher county , texas .","jessop must also pay $ 8,000 fine",entailment,247,Entailment,"jessop_received_fine= 8000
jessop_pays_fine = 8000

if jessop_received_fine is None or jessop_pays_fine is None:
    print(""Neutral"")
elif jessop_received_fine == jessop_pays_fine :
    print(""Entailment"")
elif jessop_received_fine!= jessop_pays_fine :
    print(""Contradiction"")"
"at least 13 afghan civilians were also wounded in the attack , afghan interior ministry spokesman sediq sediqqi said .",13 afghan civilians are among the wounded,entailment,248,Entailment,"Civilians_wounded_s1=13
Civilians_wounded_s2=13
if Civilians_wounded_s1 is None or Civilians_wounded_s2 is None:
   print('neutral')
elif Civilians_wounded_s1 == Civilians_wounded_s2:
   print('Entailment')
elif Civilians_wounded_s1 != Civilians_wounded_s2:
   print('contradiction')
"
"among the nations seeking him was the united states , which had offered a $ 5 million reward to anyone who helped bring about his capture .",u.s. state department had offered a $ 5 million reward for his arrest .,entailment,249,Entailment,"amount_offered_s1 = 5
amount_offered_s2 = 5

if amount_offered_s1 is None or amount_offered_s2 is None:
   print(""Neutral"")
elif amount_offered_s1 == amount_offered_s2 :
  print(""Entailment"")
elif amount_offered_s1 != amount_offered_s2 :
  print(""Contradiction"")"
"'' that 's one small step for ( a ) man , one giant leap for mankind , '' armstrong famously said","he uttered the now-famous phrase : '' that 's one small step for ( a ) man , one giant leap for mankind . ''",entailment,250,Entailment,"step_s1 = 1
step_s2 = 1

if step_s1 is None or step_s2 is None:
   print('neutral')

elif step_s1 == step_s2:
   print('Entailment')

elif step_s1 != step_s2:
  print('contradiction')"
investigators found a map in his possessions that included 34 locations marked as targets,he said investigators found a map that included 34 locations marked as targets in mcquilliams ' possessions .,entailment,251,Entailment,"location_target_s1 = 34
location_target_s2 = 34

if location_target_s1 is None or location_target_s2 is None:
   print('neutral')

elif location_target_s1 == location_target_s2:
   print('Entailment')

elif location_target_s1 != location_target_s2:
  print('contradiction')
"
"'' they were truly two of the most amazing guys i have ever had the pleasure to spend time with , '' firestone wrote on facebook .",a friend calls them '' two of the most amazing guys '' he has ever spent time with,entailment,252,Entailment,"total_amazing_guy_s1 = 2
total_amazing_guy_s2 = 2

if total_amazing_guy_s1 is None or total_amazing_guy_s2 is None:
    print(""Neutral"")
elif total_amazing_guy_s1 == total_amazing_guy_s2 :
    print(""Entailment"")
elif total_amazing_guy_s1 != total_amazing_guy_s2 :
    print(""Contradiction"")"
"in domestic abuse situations , if the abuser has access to a gun , it increases the chance that a woman will die by 500 % .","in domestic abuse situations , women five times more likely to die if abuser has access to gun",entailment,253,Entailment,"die_perc_in_s1 = 500
die_perc_in_s2 = 5*100

if die_perc_in_s1 is None or die_perc_in_s2 is None:
    print(""neutral"")
elif die_perc_in_s1 == die_perc_in_s2:
    print(""Entailment"")
elif die_perc_in_s1 != die_perc_in_s2:
    print(""contradiction"")"
"a u.s. official said the man who was shot dead belonged to the navy 's special warfare development group , more commonly known as seal team six .",a u.s. official says the man killed in the rescue was a member of navy seal team six,entailment,254,Entailment,"team_sealed_s1 = 6
team_sealed_s2 = 6

if team_sealed_s1 is None or team_sealed_s2 is None:
   print('neutral')

elif team_sealed_s1 == team_sealed_s2:
   print('Entailment')

elif team_sealed_s1 != team_sealed_s2:
  print('contradiction')
"
"the herd broke through three strands of high tensile barbed wire to escape the farm , and later swam across the hudson river , according to mesick , still surprised .",the herd breaks through three layers of barbed wire fencing and crosses the hudson river during the escape,entailment,255,Entailment,"layers_of_wire_s1 = 3
layers_of_wire_s2 = 3

if layers_of_wire_s1 is None or layers_of_wire_s2 is None:
    print(""Neutral"")
elif layers_of_wire_s1 == layers_of_wire_s2 :
    print(""Entailment"")
elif layers_of_wire_s1 != layers_of_wire_s2 :
    print(""Contradiction"")"
"pearce got 45.3 % , election officials said .","pearce got 45.3 % of the vote , election officials say",entailment,256,Entailment,"Pearce_got_s1=45.3
Pearce_got_s2=45.3
if Pearce_got_s1 is None or Pearce_got_s2 is None:
   print('neutral')
elif Pearce_got_s1 == Pearce_got_s2:
   print('Entailment')
elif Pearce_got_s1 != Pearce_got_s2:
   print('contradiction')



"
"the rwanda news agency reported that rwanda has dispatched 1,917 soldiers .","rwanda has dispatched some 1,900 soldiers , rwanda news agency reports",entailment,257,Entailment,"dispatched_soldiers_s1 = 1917
dispatched_soldiers_s2 = 1900

if dispatched_soldiers_s1 is None or dispatched_soldiers_s2 is None:
    print(""Neutral"")
elif dispatched_soldiers_s1 > dispatched_soldiers_s2:
    print(""Entailment"")
elif dispatched_soldiers_s1 != dispatched_soldiers_s2:
    print(""Contradiction"")"
"authorities seized roughly $ 2 million worth of methamphetamine during his arrest , pequeno said .",an official says authorities seized $ 2 million worth of methamphetamine,entailment,260,Entailment,"millions_worth_of_methamphetamine_s1 = 2
millions_worth_of_methamphetamine_s2 = 2

if millions_worth_of_methamphetamine_s1 is None or millions_worth_of_methamphetamine_s2 is None:
   print('neutral')

elif millions_worth_of_methamphetamine_s1 == millions_worth_of_methamphetamine_s2:
   print('Entailment')

elif millions_worth_of_methamphetamine_s1 != millions_worth_of_methamphetamine_s2:
  print('contradiction')"
"this has left more than 1 million people in the area in peril , the united nations food agency said .",the united nations say more than 1 million people going hungry,entailment,264,Entailment,"people_in_area_s1 = 1
people_in_area_s2 = 1

if people_in_area_s1 is None or people_in_area_s2 is None:
   print('neutral')

elif people_in_area_s1 == people_in_area_s2:
   print('Entailment')

elif people_in_area_s1 != people_in_area_s2:
  print('contradiction')"
"third-placed valencia lost ground after being held to a 1-1 draw at sporting gijon , needing a second-half equalizer from juan mata .",third-placed valencia lose ground following 1-1 draw away to sporting gijon,entailment,265,Entailment,"sporting_gijon_s1 = 1/1
sporting_gijon_s2 = 1/1

if sporting_gijon_s1 is None or sporting_gijon_s2 is None:
   print('neutral')

elif sporting_gijon_s1 == sporting_gijon_s2:
   print('Entailment')

elif sporting_gijon_s1 != sporting_gijon_s2:
  print('contradiction')"
"`` the letters were escalating in demands until they reached the $ 50,000 figure .","spokesman : letters escalated `` in demands until they reached the $ 50,000 figure ''",entailment,266,Entailment,"figure_s1 = 2
figure_s2 = 2

if figure_s1 is None or figure_s2 is None:
    print(""Neutral"")
elif figure_s1 == figure_s2 :
    print(""Entailment"")
elif figure_s1 != figure_s2 :
    print(""Contradiction"")"
indonesia 's ministry of transport has announced a full investigation and suspended indonesia airasia flights between the two cities .,"indonesian officials announce a full investigation , suspend airasia 's service between the two cities",entailment,268,Entailment,"AirAsia_flights_s1 = 2
AirAsia_flights_s2 = 2

if AirAsia_flights_s1 is None or AirAsia_flights_s2 is None:
   print('neutral')

elif AirAsia_flights_s1 == AirAsia_flights_s2:
   print('Entailment')

elif AirAsia_flights_s1 != AirAsia_flights_s2:
  print('contradiction')"
"at least 21 deaths are confirmed in pakistan , said maj. iftikhar ahmed taj of the national disaster management authority .","at least 21 people are confirmed dead , says disaster official maj. iftikhar ahmed taj",entailment,269,Entailment,"total_confirmed_deaths_s1 = 21
total_confirmed_deaths_s2 = 21

if total_confirmed_deaths_s1 is None or total_confirmed_deaths_s2 is None:
   print(""Neutral"")
elif total_confirmed_deaths_s1 == total_confirmed_deaths_s2 :
  print(""Entailment"")
elif total_confirmed_deaths_s1 != total_confirmed_deaths_s2 :
  print(""Contradiction"")"
"'' there 's a lot of space debris -- 6,000 tons in orbit -- that could pose a threat , '' said reed .","it is estimated that there are 6,000 tons of space junk in earth 's orbit",entailment,270,Entailment,"space_debris_s1 = 6000
space_debris_s2 = 6000

if space_debris_s1 is None or space_debris_s2 is None:
   print('neutral')

elif space_debris_s1 == space_debris_s2:
   print('Entailment')

elif space_debris_s1 != space_debris_s2:
  print('contradiction')"
"58 , 5 , 25 , 59 , 30 ... and powerball number 32 .","the lucky numbers are : 58 , 5 , 25 , 59 , 30 ... and powerball number 32",entailment,277,Entailment,"lucky_numbers_s1 = [58 , 5 , 25 , 59 , 30]
lucky_numbers_s2 = [58 , 5 , 25 , 59 , 30]

if lucky_numbers_s1 is None or lucky_numbers_s2 is None:
   print('neutral')

elif lucky_numbers_s1 == lucky_numbers_s2:
   print('Entailment')

elif lucky_numbers_s1 != lucky_numbers_s2:
  print('contradiction')
"
sterling has filed a $ 1b suit against the nba because it banned him for life and forced him to sell,he also filed a $ 1 billion lawsuit against the nba for its decision to ban him for life and force him to sell the franchise .,neutral,278,neutral,"filed_suit_of_dollar_s1 = None
filed_suit_of_dollar_s2 = 1

if filed_suit_of_dollar_s1 is None or filed_suit_of_dollar_s2 is None:
   print('neutral')

elif filed_suit_of_dollar_s1 == filed_suit_of_dollar_s2:
   print('Entailment')

elif filed_suit_of_dollar_s1 != filed_suit_of_dollar_s2:
  print('contradiction')"
you must be a teacher or a student age 13 or older to request a mention on the cnn student news roll call !,"at the bottom of the page , comment for a chance to be mentioned on cnn student news . you must be a teacher or a student age 13 or older to request a mention on the cnn student news roll call .",entailment,279,Entailment,"studnets_or_teacher_age_s1=13
studnets_or_teacher_age_s2=13

if studnets_or_teacher_age_s1 is None or studnets_or_teacher_age_s2 is None:
   print('neutral')
elif studnets_or_teacher_age_s1 == studnets_or_teacher_age_s2:
   print('Entailment')
elif studnets_or_teacher_age_s1 != studnets_or_teacher_age_s2:
   print('contradiction')




"
"five u.s. states allow civil unions for same-sex couples , but not marriage .","five states allow civil unions , a legal status short of marriage , for same-sex couples",entailment,280,Entailment,"civil_union_s1 = 5
civil_union_s2 = 5

if civil_union_s1 is None or civil_union_s2 is None:
   print('neutral')

elif civil_union_s1 == civil_union_s2:
   print('Entailment')

elif civil_union_s1 != civil_union_s2:
  print('contradiction')"
8 -- number of ohioans who have been elected president .,8 -- number of buckeye state residents who have been elected president,entailment,281,Entailment,"elected_president_s1 = 8
elected_president_s2 = 8

if elected_president_s1 is None or elected_president_s2 is None:
   print('neutral')

elif elected_president_s1 == elected_president_s2:
   print('Entailment')

elif elected_president_s1 != elected_president_s2:
  print('contradiction')"
fourteen passengers and two flight attendants were injured .,14 passengers and 2 flight attendants were injured,entailment,283,Entailment,"total_people_injured_in_s1 = 14+2
total_people_injured_in_s2 = 14+2

if total_people_injured_in_s1 is None or total_people_injured_in_s2 is None:
    print(""neutral"")
elif (total_people_injured_in_s1 == total_people_injured_in_s2):
    print(""Entailment"")
elif total_people_injured_in_s1 != total_people_injured_in_s2:
    print(""contradiction"")"
each spurs victory was by at least 15 points .,each win was by 15 points or more,entailment,285,Entailment,"win_points_s1 = 15
win_points_s2 = 15
 
if win_points_s1 is None or win_points_s2 is None:
 print('neutral')

elif win_points_s1 == win_points_s2:
 print('Entailment')

elif win_points_s1 != win_points_s2:
 print('contradiction')"
"italy 's civil protection agency reported at least 1,500 injured and 50,000 without shelter .","about 50,000 people without shelter , italy 's civil protection agency says",entailment,288,Entailment,"people_without_shelter_s1 = 50000
people_without_shelter_s2 = 50000

if people_without_shelter_s1 is None or people_without_shelter_s2 is None:
   print('neutral')

elif people_without_shelter_s1 == people_without_shelter_s2:
   print('Entailment')

elif people_without_shelter_s1 != people_without_shelter_s2:
  print('contradiction')"
at least 74 people were wounded in the baghdad bombings -- six car bombs and one roadside bomb .,dozens have been injured in the baghdad bombings -- six car bombs and a roadside bomb,entailment,289,Entailment,"people_injured_s1 = 74
people_injured_s2 = 12

if people_injured_s1 is None or people_injured_s2 is None:
   print('neutral')

elif people_injured_s1 > people_injured_s2:
   print('Entailment')

elif people_injured_s1 != people_injured_s2:
  print('contradiction')
"
