premise,hypothesis,label,sample_index
"5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear","more than 4 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear",entailment,4011
"more than 4 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear","5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear",neutral,4012
"Bookman purchased 55 copies of a new book released recently , 10 of which are hardback and sold for $ 20 each , and rest are paperback and sold for $ 10 each","Bookman purchased less than 75 copies of a new book released recently , 10 of which are hardback and sold for $ 20 each , and rest are paperback and sold for $ 10 each",entailment,4032
"Bookman purchased less than 75 copies of a new book released recently , 10 of which are hardback and sold for $ 20 each , and rest are paperback and sold for $ 10 each","Bookman purchased 55 copies of a new book released recently , 10 of which are hardback and sold for $ 20 each , and rest are paperback and sold for $ 10 each",neutral,4033
The distance between Delhi and Mathura is 110 kms,The distance between Delhi and Mathura is less than 110 kms,contradiction,4067
A starts from Delhi with a speed of 20 kmph at 7 a,A starts from Delhi with a speed of less than 70 kmph at 7 a,entailment,4068
A starts from Delhi with a speed of less than 70 kmph at 7 a,A starts from Delhi with a speed of 20 kmph at 7 a,neutral,4069
Murali travelled from city A to city B at a speed of 40 kmph and from city B to city C at 60 kmph,Murali travelled from city A to city B at a speed of more than 30 kmph and from city B to city C at 60 kmph,entailment,4077
Murali travelled from city A to city B at a speed of more than 30 kmph and from city B to city C at 60 kmph,Murali travelled from city A to city B at a speed of 40 kmph and from city B to city C at 60 kmph,neutral,4078
In a group of 6 boys & 4 girls a Committee of 4 persons is to be formed,In a group of less than 8 boys & 4 girls a Committee of 4 persons is to be formed,entailment,4092
In a group of less than 8 boys & 4 girls a Committee of 4 persons is to be formed,In a group of 6 boys & 4 girls a Committee of 4 persons is to be formed,neutral,4093
8 years ago Jason was 12 times older,more than 7 years ago Jason was 12 times older,entailment,4113
more than 7 years ago Jason was 12 times older,8 years ago Jason was 12 times older,neutral,4114
"In the city of San Durango , 60 people own cats , dogs , or rabbits","In the city of San Durango , more than 50 people own cats , dogs , or rabbits",entailment,4119
"In the city of San Durango , more than 50 people own cats , dogs , or rabbits","In the city of San Durango , 60 people own cats , dogs , or rabbits",neutral,4120
"In the city of San Durango , 60 people own cats , dogs , or rabbits","In the city of San Durango , 20 people own cats , dogs , or rabbits",contradiction,4121
There are 18 stations between Hyderabad and Bangalore,There are less than 88 stations between Hyderabad and Bangalore,entailment,4146
There are less than 88 stations between Hyderabad and Bangalore,There are 18 stations between Hyderabad and Bangalore,neutral,4147
"The number of hours that Pat , a resident of Town X , watched television last week was between 1 and 2 standard deviations below the mean","The number of hours that Pat , a resident of Town X , watched television last week was between less than 5 and 2 standard deviations below the mean",entailment,4155
"The number of hours that Pat , a resident of Town X , watched television last week was between less than 5 and 2 standard deviations below the mean","The number of hours that Pat , a resident of Town X , watched television last week was between 1 and 2 standard deviations below the mean",neutral,4156
Vijay bought 160 shirts at the rate of Rs,Vijay bought less than 860 shirts at the rate of Rs,entailment,4158
Vijay bought less than 860 shirts at the rate of Rs,Vijay bought 160 shirts at the rate of Rs,neutral,4159
Vijay bought 160 shirts at the rate of Rs,Vijay bought 360 shirts at the rate of Rs,contradiction,4160
"If the average speed of the whole journey was 36 mph , then what is Tom ' s speed driving from B to C in miles per hour ?","If the average speed of the whole journey was more than 16 mph , then what is Tom ' s speed driving from B to C in miles per hour ?",entailment,4164
"If the average speed of the whole journey was more than 16 mph , then what is Tom ' s speed driving from B to C in miles per hour ?","If the average speed of the whole journey was 36 mph , then what is Tom ' s speed driving from B to C in miles per hour ?",neutral,4165
"If the average speed of the whole journey was 36 mph , then what is Tom ' s speed driving from B to C in miles per hour ?","If the average speed of the whole journey was less than 36 mph , then what is Tom ' s speed driving from B to C in miles per hour ?",contradiction,4166
"In the city of San Durango , 60 people own cats , dogs , or rabbits","In the city of San Durango , more than 10 people own cats , dogs , or rabbits",entailment,4170
"In the city of San Durango , more than 10 people own cats , dogs , or rabbits","In the city of San Durango , 60 people own cats , dogs , or rabbits",neutral,4171
John was thrice as old as Tom 6 yrs back,John was thrice as old as Tom more than 2 yrs back,entailment,4206
John was thrice as old as Tom more than 2 yrs back,John was thrice as old as Tom 6 yrs back,neutral,4207
John was thrice as old as Tom 6 yrs back,John was thrice as old as Tom more than 6 yrs back,contradiction,4208
He will be 5 / 3 times as old as Tom 6 years hence,He will be less than 7 / 3 times as old as Tom 6 years hence,entailment,4209
He will be less than 7 / 3 times as old as Tom 6 years hence,He will be 5 / 3 times as old as Tom 6 years hence,neutral,4210
John traveled 80 % of the way from Yellow - town to Green - fields by train at an average speed of 80 miles per hour,John traveled more than 50 % of the way from Yellow - town to Green - fields by train at an average speed of 80 miles per hour,entailment,4233
John traveled more than 50 % of the way from Yellow - town to Green - fields by train at an average speed of 80 miles per hour,John traveled 80 % of the way from Yellow - town to Green - fields by train at an average speed of 80 miles per hour,neutral,4234
John traveled 80 % of the way from Yellow - town to Green - fields by train at an average speed of 80 miles per hour,John traveled 60 % of the way from Yellow - town to Green - fields by train at an average speed of 80 miles per hour,contradiction,4235
Kishore saved 10 % of his monthly salary,Kishore saved less than 80 % of his monthly salary,entailment,4278
Kishore saved less than 80 % of his monthly salary,Kishore saved 10 % of his monthly salary,neutral,4279
Sanoop bought 8 t - shirts at an average price ( arithmetic mean ) of Rs,Sanoop bought less than 8 t - shirts at an average price ( arithmetic mean ) of Rs,contradiction,4298
Nitin borrowed some money at the rate of 6 % p,Nitin borrowed some money at the rate of less than 6 % p,contradiction,4334
"While driving from City A to City B , Bob drives at a constant speed of 40 miles per hour","While driving from City A to City B , Bob drives at a constant speed of more than 40 miles per hour",contradiction,4346
Vijay bought 160 shirts at the rate of Rs,Vijay bought more than 160 shirts at the rate of Rs,contradiction,4352
"Each week , James is paid x dollars per per hour for the first 40 hours and 2 x dollars for each additional hour worked that week","Each week , James is paid x dollars per per hour for the first more than 40 hours and 2 x dollars for each additional hour worked that week",contradiction,4394
He works at it for 20 days and then Rajesh finished it in 30 days,He works at it for less than 60 days and then Rajesh finished it in 30 days,entailment,4398
He works at it for less than 60 days and then Rajesh finished it in 30 days,He works at it for 20 days and then Rajesh finished it in 30 days,neutral,4399
"Jose joined him 2 months later , investing Rs","Jose joined him less than 3 months later , investing Rs",entailment,4407
"Jose joined him less than 3 months later , investing Rs","Jose joined him 2 months later , investing Rs",neutral,4408
"Jose joined him 2 months later , investing Rs","Jose joined him less than 2 months later , investing Rs",contradiction,4409
"If Jerry wants to raise his average by 2 points , what score must he earn on the fourth test ?","If Jerry wants to raise his average by more than 1 points , what score must he earn on the fourth test ?",entailment,4416
"If Jerry wants to raise his average by more than 1 points , what score must he earn on the fourth test ?","If Jerry wants to raise his average by 2 points , what score must he earn on the fourth test ?",neutral,4417
Pavan travelled for 11 hours,Pavan travelled for less than 61 hours,entailment,4425
Pavan travelled for less than 61 hours,Pavan travelled for 11 hours,neutral,4426
Pavan travelled for 11 hours,Pavan travelled for less than 11 hours,contradiction,4427
"Dacid obtained 76 , 65 , 82 , 67 and 85 marks ( out of 100 ) in English , Mathematics , Physics , Chemistry and Biology","Dacid obtained less than 76 , 65 , 82 , 67 and 85 marks ( out of 100 ) in English , Mathematics , Physics , Chemistry and Biology",contradiction,4445
Vijay bought 160 shirts at the rate of Rs,Vijay bought less than 460 shirts at the rate of Rs,entailment,4500
Vijay bought less than 460 shirts at the rate of Rs,Vijay bought 160 shirts at the rate of Rs,neutral,4501
Vijay bought 160 shirts at the rate of Rs,Vijay bought more than 160 shirts at the rate of Rs,contradiction,4502
Harkamal purchased 8 kg of grapes at the rate of 70 per kg and 9 kg of mangoes at the rate of 55 per kg,Harkamal purchased more than 5 kg of grapes at the rate of 70 per kg and 9 kg of mangoes at the rate of 55 per kg,entailment,4512
Harkamal purchased more than 5 kg of grapes at the rate of 70 per kg and 9 kg of mangoes at the rate of 55 per kg,Harkamal purchased 8 kg of grapes at the rate of 70 per kg and 9 kg of mangoes at the rate of 55 per kg,neutral,4513
Ramesh can finish a work in 20 days and Sushil in 25 days,Ramesh can finish a work in less than 70 days and Sushil in 25 days,entailment,4533
Ramesh can finish a work in less than 70 days and Sushil in 25 days,Ramesh can finish a work in 20 days and Sushil in 25 days,neutral,4534
"If Jack ' s score was within 2 standard deviations of the mean , what is the lowest score he could have received ?","If Jack ' s score was within less than 2 standard deviations of the mean , what is the lowest score he could have received ?",contradiction,4541
Joe ’ s average ( arithmetic mean ) test score across 4 equally weighted tests was 90,Joe ’ s average ( arithmetic mean ) test score across less than 6 equally weighted tests was 90,entailment,4542
Joe ’ s average ( arithmetic mean ) test score across less than 6 equally weighted tests was 90,Joe ’ s average ( arithmetic mean ) test score across 4 equally weighted tests was 90,neutral,4543
"Sacha runs at a constant speed of 6 meters per second , and Bruno runs at a constant speed of 5 meters per second","Sacha runs at a constant speed of more than 6 meters per second , and Bruno runs at a constant speed of 5 meters per second",contradiction,4547
"Martin bought 10 concert tickets , some at the full price of $ 2.00 per ticket , and some at a discounted price of $ 1.60 per ticket","Martin bought less than 80 concert tickets , some at the full price of $ 2.00 per ticket , and some at a discounted price of $ 1.60 per ticket",entailment,4548
"Martin bought less than 80 concert tickets , some at the full price of $ 2.00 per ticket , and some at a discounted price of $ 1.60 per ticket","Martin bought 10 concert tickets , some at the full price of $ 2.00 per ticket , and some at a discounted price of $ 1.60 per ticket",neutral,4549
"Martin bought 10 concert tickets , some at the full price of $ 2.00 per ticket , and some at a discounted price of $ 1.60 per ticket","Martin bought 70 concert tickets , some at the full price of $ 2.00 per ticket , and some at a discounted price of $ 1.60 per ticket",contradiction,4550
"5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear","more than 2 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear",entailment,4554
"more than 2 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear","5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear",neutral,4555
"5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear","less than 5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear",contradiction,4556
A train leaves Delhi at 9 a,A train leaves Delhi at more than 9 a,contradiction,4586
John was thrice as old as Tom 6 yrs back,John was thrice as old as Tom more than 6 yrs back,contradiction,4607
He will be 5 / 3 times as old as Tom 6 years hence,He will be more than 4 / 3 times as old as Tom 6 years hence,entailment,4608
He will be more than 4 / 3 times as old as Tom 6 years hence,He will be 5 / 3 times as old as Tom 6 years hence,neutral,4609
He will be 5 / 3 times as old as Tom 6 years hence,He will be more than 5 / 3 times as old as Tom 6 years hence,contradiction,4610
Pavan travelled for 11 hours,Pavan travelled for less than 61 hours,entailment,4632
Pavan travelled for less than 61 hours,Pavan travelled for 11 hours,neutral,4633
Pavan travelled for 11 hours,Pavan travelled for more than 11 hours,contradiction,4634
Nitin borrowed some money at the rate of 6 % p,Nitin borrowed some money at the rate of 7 % p,contradiction,4637
"Victor has 15 cups if flour , 16 cups of sugar and 8 cups of milk","Victor has less than 15 cups if flour , 16 cups of sugar and 8 cups of milk",contradiction,4640
"In a shop , 40 % socks are white and rest are black","In a shop , less than 50 % socks are white and rest are black",entailment,4653
"In a shop , less than 50 % socks are white and rest are black","In a shop , 40 % socks are white and rest are black",neutral,4654
"In a shop , 40 % socks are white and rest are black","In a shop , 80 % socks are white and rest are black",contradiction,4655
"In a friendship gang Andrew has 8 gang , in how many ways can he invite one or more of the gang to his house ?","In a friendship gang Andrew has more than 1 gang , in how many ways can he invite one or more of the gang to his house ?",entailment,4662
"In a friendship gang Andrew has more than 1 gang , in how many ways can he invite one or more of the gang to his house ?","In a friendship gang Andrew has 8 gang , in how many ways can he invite one or more of the gang to his house ?",neutral,4663
"In a friendship gang Andrew has 8 gang , in how many ways can he invite one or more of the gang to his house ?","In a friendship gang Andrew has more than 8 gang , in how many ways can he invite one or more of the gang to his house ?",contradiction,4664
"Jose joined him 2 months later , investing Rs","Jose joined him less than 6 months later , investing Rs",entailment,4674
"Jose joined him less than 6 months later , investing Rs","Jose joined him 2 months later , investing Rs",neutral,4675
"Jose joined him 2 months later , investing Rs","Jose joined him 5 months later , investing Rs",contradiction,4676
How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for less than 2 years at 4 % per annum simple interest ?,contradiction,4679
If the agreed period of the debenture was 18 months : calculate the amount of interest Jaclyn will earn for each quarter,If the agreed period of the debenture was less than 68 months : calculate the amount of interest Jaclyn will earn for each quarter,entailment,4716
If the agreed period of the debenture was less than 68 months : calculate the amount of interest Jaclyn will earn for each quarter,If the agreed period of the debenture was 18 months : calculate the amount of interest Jaclyn will earn for each quarter,neutral,4717
"In a friendship gang Andrew has 8 gang , in how many ways can he invite one or more of the gang to his house ?","In a friendship gang Andrew has more than 3 gang , in how many ways can he invite one or more of the gang to his house ?",entailment,4722
"In a friendship gang Andrew has more than 3 gang , in how many ways can he invite one or more of the gang to his house ?","In a friendship gang Andrew has 8 gang , in how many ways can he invite one or more of the gang to his house ?",neutral,4723
"In a friendship gang Andrew has 8 gang , in how many ways can he invite one or more of the gang to his house ?","In a friendship gang Andrew has more than 8 gang , in how many ways can he invite one or more of the gang to his house ?",contradiction,4724
"If an outfit consists of 1 shirt , 1 pair of jeans , and 1 pair of sneakers , how many different outfits does Jordan have ?","If an outfit consists of 7 shirt , 1 pair of jeans , and 1 pair of sneakers , how many different outfits does Jordan have ?",contradiction,4760
If KING is coded as 17 and MASS is coded as 29 Then DON is coded as,If KING is coded as less than 47 and MASS is coded as 29 Then DON is coded as,entailment,4773
If KING is coded as less than 47 and MASS is coded as 29 Then DON is coded as,If KING is coded as 17 and MASS is coded as 29 Then DON is coded as,neutral,4774
"Matthew ' s walking rate was 3 km per hour and Johnny ' s was 4 km per hour , how many km had Johnny walked when they met ?","Matthew ' s walking rate was more than 3 km per hour and Johnny ' s was 4 km per hour , how many km had Johnny walked when they met ?",contradiction,4832
Karen places a bet with Tom that she will beat Tom in a car race by 4 miles even if Karen starts 4 minutes late,Karen places a bet with Tom that she will beat Tom in a car race by less than 6 miles even if Karen starts 4 minutes late,entailment,4833
Karen places a bet with Tom that she will beat Tom in a car race by less than 6 miles even if Karen starts 4 minutes late,Karen places a bet with Tom that she will beat Tom in a car race by 4 miles even if Karen starts 4 minutes late,neutral,4834
"Exactly 3 / 10 of the ponies have horseshoes , and exactly 5 / 8 of the ponies with horseshoes are from Iceland","Exactly less than 3 / 10 of the ponies have horseshoes , and exactly 5 / 8 of the ponies with horseshoes are from Iceland",contradiction,4841
Raman mixed 24 kg of butter at Rs,Raman mixed less than 34 kg of butter at Rs,entailment,4845
Raman mixed less than 34 kg of butter at Rs,Raman mixed 24 kg of butter at Rs,neutral,4846
Raman mixed 24 kg of butter at Rs,Raman mixed less than 44 kg of butter at Rs,entailment,4854
Raman mixed less than 44 kg of butter at Rs,Raman mixed 24 kg of butter at Rs,neutral,4855
Raman mixed 24 kg of butter at Rs,Raman mixed less than 24 kg of butter at Rs,contradiction,4856
"Alok ordered 16 chapatis , 5 plates of rice , 7 plates of mixed vegetable and 6 ice - cream cups","Alok ordered less than 16 chapatis , 5 plates of rice , 7 plates of mixed vegetable and 6 ice - cream cups",contradiction,4868
"In an exam , Amar scored 64 percent , Bhavan scored 36 percent and Chetan 44 percent","In an exam , Amar scored less than 74 percent , Bhavan scored 36 percent and Chetan 44 percent",entailment,4869
"In an exam , Amar scored less than 74 percent , Bhavan scored 36 percent and Chetan 44 percent","In an exam , Amar scored 64 percent , Bhavan scored 36 percent and Chetan 44 percent",neutral,4870
"In an exam , Amar scored 64 percent , Bhavan scored 36 percent and Chetan 44 percent","In an exam , Amar scored more than 64 percent , Bhavan scored 36 percent and Chetan 44 percent",contradiction,4871
Rahim bought 65 books for Rs,Rahim bought more than 25 books for Rs,entailment,4872
Rahim bought more than 25 books for Rs,Rahim bought 65 books for Rs,neutral,4873
"If the average speed of the whole journey was 36 mph , then what is Tom ' s speed driving from B to C in miles per hour ?","If the average speed of the whole journey was more than 36 mph , then what is Tom ' s speed driving from B to C in miles per hour ?",contradiction,4892
How many miles from home can Aaron jog so that he spends a total of 3 hours jogging and walking ?,How many miles from home can Aaron jog so that he spends a total of less than 7 hours jogging and walking ?,entailment,4905
How many miles from home can Aaron jog so that he spends a total of less than 7 hours jogging and walking ?,How many miles from home can Aaron jog so that he spends a total of 3 hours jogging and walking ?,neutral,4906
How many miles from home can Aaron jog so that he spends a total of 3 hours jogging and walking ?,How many miles from home can Aaron jog so that he spends a total of more than 3 hours jogging and walking ?,contradiction,4907
Suresh can complete a job in 15 hours,Suresh can complete a job in more than 15 hours,contradiction,4961
"At Veridux Corporation , there are 250 employees","At Veridux Corporation , there are 650 employees",contradiction,4967
From a group of 6 boys & 4 girls a Committee of 4 persons is to be formed,From a group of more than 1 boys & 4 girls a Committee of 4 persons is to be formed,entailment,4998
From a group of more than 1 boys & 4 girls a Committee of 4 persons is to be formed,From a group of 6 boys & 4 girls a Committee of 4 persons is to be formed,neutral,4999
"Jose joined him 2 months later , investing Rs","Jose joined him less than 6 months later , investing Rs",entailment,5019
"Jose joined him less than 6 months later , investing Rs","Jose joined him 2 months later , investing Rs",neutral,5020
"Jose joined him 2 months later , investing Rs","Jose joined him more than 2 months later , investing Rs",contradiction,5021
"Right now , the ratio between the ages of Sandy and Molly is 4 : 3","Right now , the ratio between the ages of Sandy and Molly is less than 4 : 3",contradiction,5078
"In the city of San Durango , 60 people own cats , dogs , or rabbits","In the city of San Durango , more than 60 people own cats , dogs , or rabbits",contradiction,5114
Bruce and Anne can clean their house in 4 hours working together at their respective constant rates,Bruce and Anne can clean their house in more than 2 hours working together at their respective constant rates,entailment,5115
Bruce and Anne can clean their house in more than 2 hours working together at their respective constant rates,Bruce and Anne can clean their house in 4 hours working together at their respective constant rates,neutral,5116
Bruce and Anne can clean their house in 4 hours working together at their respective constant rates,Bruce and Anne can clean their house in more than 4 hours working together at their respective constant rates,contradiction,5117
"If Anne ’ s speed were doubled , they could clean their house in 3 hours working at their respective rates","If Anne ’ s speed were doubled , they could clean their house in more than 1 hours working at their respective rates",entailment,5118
"If Anne ’ s speed were doubled , they could clean their house in more than 1 hours working at their respective rates","If Anne ’ s speed were doubled , they could clean their house in 3 hours working at their respective rates",neutral,5119
"At present , the ratio between the ages of Arun and Deepak is 4 : 3","At present , the ratio between the ages of Arun and Deepak is less than 4 : 3",contradiction,5147
Murali travelled from city A to city B at a speed of 40 kmph and from city B to city C at 60 kmph,Murali travelled from city A to city B at a speed of more than 10 kmph and from city B to city C at 60 kmph,entailment,5184
Murali travelled from city A to city B at a speed of more than 10 kmph and from city B to city C at 60 kmph,Murali travelled from city A to city B at a speed of 40 kmph and from city B to city C at 60 kmph,neutral,5185
Murali travelled from city A to city B at a speed of 40 kmph and from city B to city C at 60 kmph,Murali travelled from city A to city B at a speed of 60 kmph and from city B to city C at 60 kmph,contradiction,5186
The compound interest earned by Sunil on a certain amount at the end of two years at the rate of 8 % p,The compound interest earned by Sunil on a certain amount at the end of two years at the rate of less than 8 % p,contradiction,5192
90 students represent x percent of the boys at Jones Elementary School,less than 90 students represent x percent of the boys at Jones Elementary School,contradiction,5213
If the agreed period of the debenture was 18 months : calculate the amount of interest Jaclyn will earn for each quarter,If the agreed period of the debenture was less than 38 months : calculate the amount of interest Jaclyn will earn for each quarter,entailment,5220
If the agreed period of the debenture was less than 38 months : calculate the amount of interest Jaclyn will earn for each quarter,If the agreed period of the debenture was 18 months : calculate the amount of interest Jaclyn will earn for each quarter,neutral,5221
If the agreed period of the debenture was 18 months : calculate the amount of interest Jaclyn will earn for each quarter,If the agreed period of the debenture was less than 18 months : calculate the amount of interest Jaclyn will earn for each quarter,contradiction,5222
"Jose joined him 2 months later , investing Rs","Jose joined him less than 3 months later , investing Rs",entailment,5223
"Jose joined him less than 3 months later , investing Rs","Jose joined him 2 months later , investing Rs",neutral,5224
"Jose joined him 2 months later , investing Rs","Jose joined him more than 2 months later , investing Rs",contradiction,5225
"In an exam , Amar scored 64 percent , Bhavan scored 36 percent and Chetan 44 percent","In an exam , Amar scored more than 44 percent , Bhavan scored 36 percent and Chetan 44 percent",entailment,5226
"In an exam , Amar scored more than 44 percent , Bhavan scored 36 percent and Chetan 44 percent","In an exam , Amar scored 64 percent , Bhavan scored 36 percent and Chetan 44 percent",neutral,5227
"In an exam , Amar scored 64 percent , Bhavan scored 36 percent and Chetan 44 percent","In an exam , Amar scored 54 percent , Bhavan scored 36 percent and Chetan 44 percent",contradiction,5228
"If Leo gains 10 pounds , he will weigh 50 % more than his sister Kendra","If Leo gains less than 60 pounds , he will weigh 50 % more than his sister Kendra",entailment,5247
"If Leo gains less than 60 pounds , he will weigh 50 % more than his sister Kendra","If Leo gains 10 pounds , he will weigh 50 % more than his sister Kendra",neutral,5248
"If Leo gains 10 pounds , he will weigh 50 % more than his sister Kendra","If Leo gains more than 10 pounds , he will weigh 50 % more than his sister Kendra",contradiction,5249
How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for less than 7 years at 4 % per annum simple interest ?,entailment,5256
How much loss would Indu has suffered had she given it to Bindu for less than 7 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,neutral,5257
How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for 7 years at 4 % per annum simple interest ?,contradiction,5258
Aamir saves 32 % of his monthly salary,Aamir saves 42 % of his monthly salary,contradiction,5270
Suraj has a certain average of runs for 16 innings,Suraj has a certain average of runs for less than 86 innings,entailment,5283
Suraj has a certain average of runs for less than 86 innings,Suraj has a certain average of runs for 16 innings,neutral,5284
"If the ratio of their ages is 7 : 9 , how old is Sandy ?","If the ratio of their ages is more than 5 : 9 , how old is Sandy ?",entailment,5316
"If the ratio of their ages is more than 5 : 9 , how old is Sandy ?","If the ratio of their ages is 7 : 9 , how old is Sandy ?",neutral,5317
"5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear","less than 6 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear",entailment,5337
"less than 6 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear","5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear",neutral,5338
"5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear","less than 5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear",contradiction,5339
"If an outfit consists of 1 shirt , 1 pair of jeans , and 1 pair of sneakers , how many different outfits does Jordan have ?","If an outfit consists of less than 7 shirt , 1 pair of jeans , and 1 pair of sneakers , how many different outfits does Jordan have ?",entailment,5343
"If an outfit consists of less than 7 shirt , 1 pair of jeans , and 1 pair of sneakers , how many different outfits does Jordan have ?","If an outfit consists of 1 shirt , 1 pair of jeans , and 1 pair of sneakers , how many different outfits does Jordan have ?",neutral,5344
How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for less than 4 years at 4 % per annum simple interest ?,entailment,5376
How much loss would Indu has suffered had she given it to Bindu for less than 4 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,neutral,5377
"Matt is touring a nation in which coins are issued in two amounts , 2 ¢ and 5 ¢ , which are made of iron and copper , respectively","Matt is touring a nation in which coins are issued in two amounts , less than 2 ¢ and 5 ¢ , which are made of iron and copper , respectively",contradiction,5408
"If Leo gains 10 pounds , he will weigh 50 % more than his sister Kendra","If Leo gains 30 pounds , he will weigh 50 % more than his sister Kendra",contradiction,5456
"Jose joined him 2 months later , investing Rs","Jose joined him less than 3 months later , investing Rs",entailment,5463
"Jose joined him less than 3 months later , investing Rs","Jose joined him 2 months later , investing Rs",neutral,5464
"Jose joined him 2 months later , investing Rs","Jose joined him 5 months later , investing Rs",contradiction,5465
"The average number of shirts with Salman , Ambani and Dalmiya is 60 , if all of them reached a shopping mall in Delhi and purchased 6 shirts each of them then average number of shirt each of them now has","The average number of shirts with Salman , Ambani and Dalmiya is 70 , if all of them reached a shopping mall in Delhi and purchased 6 shirts each of them then average number of shirt each of them now has",contradiction,5483
If the agreed period of the debenture was 18 months : calculate the amount of interest Jaclyn will earn for each quarter,If the agreed period of the debenture was less than 38 months : calculate the amount of interest Jaclyn will earn for each quarter,entailment,5508
If the agreed period of the debenture was less than 38 months : calculate the amount of interest Jaclyn will earn for each quarter,If the agreed period of the debenture was 18 months : calculate the amount of interest Jaclyn will earn for each quarter,neutral,5509
Dan ’ s car gets 32 miles per gallon,Dan ’ s car gets less than 72 miles per gallon,entailment,5520
Dan ’ s car gets less than 72 miles per gallon,Dan ’ s car gets 32 miles per gallon,neutral,5521
If the agreed period of the debenture was 18 months : calculate the amount of interest Jaclyn will earn for each quarter,If the agreed period of the debenture was less than 18 months : calculate the amount of interest Jaclyn will earn for each quarter,contradiction,5534
"Alok ordered 16 chapatis , 5 plates of rice , 7 plates of mixed vegetable and 6 ice - cream cups","Alok ordered less than 86 chapatis , 5 plates of rice , 7 plates of mixed vegetable and 6 ice - cream cups",entailment,5538
"Alok ordered less than 86 chapatis , 5 plates of rice , 7 plates of mixed vegetable and 6 ice - cream cups","Alok ordered 16 chapatis , 5 plates of rice , 7 plates of mixed vegetable and 6 ice - cream cups",neutral,5539
John traveled 80 % of the way from Yellow - town to Green - fields by train at an average speed of 80 miles per hour,John traveled more than 50 % of the way from Yellow - town to Green - fields by train at an average speed of 80 miles per hour,entailment,5541
John traveled more than 50 % of the way from Yellow - town to Green - fields by train at an average speed of 80 miles per hour,John traveled 80 % of the way from Yellow - town to Green - fields by train at an average speed of 80 miles per hour,neutral,5542
Albert is 2 times Mary ’ s age and 4 times as old as Betty,Albert is less than 2 times Mary ’ s age and 4 times as old as Betty,contradiction,5546
"John paid a 15 % tip over the original price of the dish , while Jane paid the tip over the discounted price for the coupon","John paid a less than 75 % tip over the original price of the dish , while Jane paid the tip over the discounted price for the coupon",entailment,5559
"John paid a less than 75 % tip over the original price of the dish , while Jane paid the tip over the discounted price for the coupon","John paid a 15 % tip over the original price of the dish , while Jane paid the tip over the discounted price for the coupon",neutral,5560
A train leaves Delhi at 9 a,A train leaves Delhi at less than 9 a,contradiction,5582
"If the three started to fish together and after 40 minutes Mike and Bob left , how many fish did the three fishermen catch in one hour ?","If the three started to fish together and after more than 20 minutes Mike and Bob left , how many fish did the three fishermen catch in one hour ?",entailment,5592
"If the three started to fish together and after more than 20 minutes Mike and Bob left , how many fish did the three fishermen catch in one hour ?","If the three started to fish together and after 40 minutes Mike and Bob left , how many fish did the three fishermen catch in one hour ?",neutral,5593
"Lionel left his house and walked towards Walt ' s house , 48 miles away","Lionel left his house and walked towards Walt ' s house , more than 28 miles away",entailment,5598
"Lionel left his house and walked towards Walt ' s house , more than 28 miles away","Lionel left his house and walked towards Walt ' s house , 48 miles away",neutral,5599
Rahim bought 65 books for Rs,Rahim bought more than 25 books for Rs,entailment,5619
Rahim bought more than 25 books for Rs,Rahim bought 65 books for Rs,neutral,5620
Rahim bought 65 books for Rs,Rahim bought less than 65 books for Rs,contradiction,5621
Albert is 2 times Mary ’ s age and 4 times as old as Betty,Albert is more than 2 times Mary ’ s age and 4 times as old as Betty,contradiction,5630
Billy has 5 apples,Billy has more than 1 apples,entailment,5652
Billy has more than 1 apples,Billy has 5 apples,neutral,5653
