sample_index,premise,hypothesis,golden_label,reference_label,completion
4149,Jane earned enough money by selling seashells at 25 cents each to buy several used paperback books at 55 cents each.,Jane earned enough money by selling seashells at less than 45 cents each to buy several used paperback books at 55 cents each.,entailment,entailment,"seashell_price_premise = 25
seashell_price_hypothesis = 45
book_price_premise = 55
book_price_hypothesis = 55

# the hypothesis refers to the prices of the seashells and books mentioned in the premise
if seashell_price_hypothesis < seashell_price_premise:
    # check if the hypothesis value contradicts the seashell price in the premise
    label = ""contradiction""
elif book_price_hypothesis != book_price_premise:
    # check if the book price in the hypothesis contradicts the book price in the premise
    label = ""contradiction""
else:
    # if the hypothesis prices do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
5701,"If there are less than 35 males altogether, how many gerbils does Claire have?","If there are 25 males altogether, how many gerbils does Claire have?",neutral,neutral,"males_premise = 35
males_hypothesis = 25

# the hypothesis refers to the number of males mentioned in the premise
if males_hypothesis >= males_premise:
    # check if the estimate of 'males_hypothesis' contradicts the number of males in the premise
    label = ""contradiction""
else:
    # the premise gives only an estimate for the number of males
    # any number of males less than 'males_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
3326,"At the faculty of Aerospace Engineering, 312 students study Random-processing methods, 232 students study Scramjet rocket engines and 114 students study them both.","At the faculty of Aerospace Engineering, 212 students study Random-processing methods, 232 students study Scramjet rocket engines and 114 students study them both.",contradiction,contradiction,"random_processing_students_premise = 312
random_processing_students_hypothesis = 212
scramjet_students_premise = 232
scramjet_students_hypothesis = 232
both_subjects_students_premise = 114
both_subjects_students_hypothesis = 114

# the hypothesis refers to the same number of students studying certain subjects as mentioned in the premise
if random_processing_students_premise != random_processing_students_hypothesis:
    # check if the number of students studying Random-processing methods in the hypothesis contradicts the number mentioned in the premise
    label = ""contradiction""
elif scramjet_students_hypothesis != scramjet_students_premise:
    # check if the number of students studying Scramjet rocket engines in the hypothesis contradicts the number mentioned in the premise
    label = ""contradiction""
elif both_subjects_students_hypothesis != both_subjects_students_premise:
    # check if the number of students studying both subjects in the hypothesis contradicts the number mentioned in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
4005,Jack walks in a straight line toward Christina at a constant speed of 7 feet per second and Christina walks in a straight line toward Jack at a constant speed of 8 feet per second.,Jack walks in a straight line toward Christina at a constant speed of less than 8 feet per second and Christina walks in a straight line toward Jack at a constant speed of 8 feet per second.,entailment,entailment,"jack_speed_premise = 7
jack_speed_hypothesis = 8
christina_speed_premise = 8
christina_speed_hypothesis = 8

# the hypothesis refers to the speeds of Jack and Christina which are also mentioned in the premise
if jack_speed_hypothesis <= jack_speed_premise:
    # check if the estimate of 'jack_speed_hypothesis' contradicts Jack's speed in the premise
    label = ""contradiction""
elif christina_speed_hypothesis != christina_speed_premise:
    # check if Christina's speed in the hypothesis contradicts her speed reported in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
5764,Dana borrows more than 4500 pounds annually for her college education.,Dana borrows 7500 pounds annually for her college education.,neutral,neutral,"borrowed_pounds_premise = 4500
borrowed_pounds_hypothesis = 7500

# the hypothesis talks about the amount of money Dana borrows annually for her education, referenced also in the premise
if borrowed_pounds_hypothesis <= borrowed_pounds_premise:
    # check if the hypothesis value contradicts the estimate of more than 'borrowed_pounds_premise'
    label = ""contradiction""
else:
    # the premise gives only an estimate for the amount of money Dana borrows
    # any amount greater than 'borrowed_pounds_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
1325,"If the distance between their homes is 70 kilometers, Maxwell's walking speed is 4 km/h, and Brad's running speed is 6 km/h, what is the distance traveled by Brad?","If the distance between their homes is 40 kilometers, Maxwell's walking speed is 4 km/h, and Brad's running speed is 6 km/h, what is the distance traveled by Brad?",contradiction,contradiction,"distance_homes_premise = 70
distance_homes_hypothesis = 40
maxwell_speed_premise = 4
maxwell_speed_hypothesis = 4
brad_speed_premise = 6
brad_speed_hypothesis = 6

# The hypothesis refers to the same scenario as the premise, but with a different distance between the homes
if distance_homes_premise != distance_homes_hypothesis:
    # Check if the distance between the homes in the hypothesis contradicts the distance in the premise
    label = ""contradiction""
elif maxwell_speed_premise != maxwell_speed_hypothesis or brad_speed_premise != brad_speed_hypothesis:
    # Check if the walking speed of Maxwell or the running speed of Brad in the hypothesis contradicts the speeds in the premise
    label = ""contradiction""
else:
    # If the hypothesis values do not contradict the premise ones, then the relation is neutral as the hypothesis is not explicitly entailed from the premise
    label = ""neutral""

print(label)
"
604,Bhavan travelled for less than 70 hours.,Bhavan travelled for 20 hours.,neutral,neutral,"travel_hours_premise = 70
travel_hours_hypothesis = 20

# the hypothesis refers to the number of hours Bhavan travelled which is also mentioned in the premise
if travel_hours_hypothesis >= travel_hours_premise:
    # check if the number of hours Bhavan travelled in the hypothesis contradicts the upper bound given in the premise
    label = ""contradiction""
else:
    # the premise gives only an upper bound for the number of hours Bhavan travelled
    # any number of less than 'travel_hours_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
5373,Mary is 10 years younger than Albert.,Mary is less than 40 years younger than Albert.,entailment,entailment,"mary_age_difference_premise = 10
mary_age_difference_hypothesis = 40

# the hypothesis refers to the age difference between Mary and Albert mentioned in the premise
if mary_age_difference_hypothesis < mary_age_difference_premise:
    # check if the 'mary_age_difference_hypothesis' contradicts the age difference in the premise
    label = ""contradiction""
else:
    # if the hypothesis value does not contradict the premise one, we can infer entailment
    label = ""entailment""

print(label)
"
2796,Jane will take only 12 days to complete the same task.,Jane will take only less than 62 days to complete the same task.,entailment,entailment,"task_completion_premise = 12
task_completion_hypothesis = 62

# the hypothesis talks about the number of days Jane will take to complete a task, referenced also in the premise
if task_completion_hypothesis < task_completion_premise:
    # check if the hypothesis value contradicts the exact number of 'task_completion_premise'
    label = ""contradiction""
else:
    # the premise gives an exact number of days for task completion
    # any number of days less than 'task_completion_hypothesis' is consistent with the premise, but the premise does not entail that Jane will take less than 62 days
    label = ""entailment""

print(label)
"
1874,Raviraj invested an amount of 10000000 at compound interest rate of 10 pcpa for a period of three years.,Raviraj invested an amount of 30000000 at compound interest rate of 10 pcpa for a period of three years.,contradiction,contradiction,"investment_premise = 10000000
investment_hypothesis = 30000000
interest_rate_premise = 10
interest_rate_hypothesis = 10
period_premise = 3
period_hypothesis = 3

# the hypothesis refers to the same investment, interest rate and period as the premise
if investment_premise != investment_hypothesis:
    # the investment amount in the hypothesis contradicts the amount mentioned in the premise
    label = ""contradiction""
elif interest_rate_premise != interest_rate_hypothesis or period_premise != period_hypothesis:
    # the interest rate or period in the hypothesis contradict the ones in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise ones, we have neutrality
    # as the exact investment amount, interest rate and period are not fully entailed from the premise
    label = ""neutral""

print(label)
"
5797,"Sam, Suresh and Sanket run a race of less than 7400 meters.","Sam, Suresh and Sanket run a race of 1400 meters.",neutral,neutral,"race_length_premise = 7400
race_length_hypothesis = 1400

# the hypothesis mentions the exact length of the race also referenced in the premise
if race_length_hypothesis >= race_length_premise:
    # check if the hypothesis value contradicts the estimate of less than 'race_length_premise'
    label = ""contradiction""
elif race_length_hypothesis < race_length_premise:
    # any race length less than 'race_length_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
5155,James took a less than 7-hour bike ride.,James took a 3-hour bike ride.,neutral,neutral,"bike_ride_time_premise = 7
bike_ride_time_hypothesis = 3

# the hypothesis also speaks about the duration of James's bike ride mentioned in the premise
if bike_ride_time_hypothesis >= bike_ride_time_premise:
    # check if the duration of the bike ride in the hypothesis contradicts the estimate of less than 'bike_ride_time_premise'
    label = ""contradiction""
else:
    # the premise gives only an estimate for the duration of the bike ride
    # any duration of the bike ride lesser than 'bike_ride_time_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
5726,Rajesh solved 80 per cent of the questions in an examination correctly.,Rajesh solved 70 per cent of the questions in an examination correctly.,contradiction,contradiction,"questions_solved_correctly_premise = 80
questions_solved_correctly_hypothesis = 70

# the hypothesis refers to the percentage of questions Rajesh solved correctly in an examination, which is also mentioned in the premise
if questions_solved_correctly_hypothesis > questions_solved_correctly_premise:
    # check if the percentage in the hypothesis contradicts the percentage reported in the premise
    label = ""contradiction""
elif questions_solved_correctly_hypothesis < questions_solved_correctly_premise:
    # check if the percentage in the hypothesis is less than the percentage reported in the premise
    label = ""contradiction""
else:
    # if the percentage in the hypothesis does not contradict the percentage in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
4192,"less than 2000, what is Isabella's capital?","1000, what is Isabella's capital?",neutral,neutral,"capital_premise = 2000
capital_hypothesis = 1000

# the hypothesis refers to a possible value of Isabella's capital, which is also talked about in the premise
if capital_hypothesis >= capital_premise:
    # check if the hypothesis value contradicts the estimate of 'less than capital_premise'
    label = ""contradiction""
elif capital_hypothesis < capital_premise:
    # any capital value less than 'capital_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
2732,By how much must Rebecca's annual income increase so that it constitutes 55% of Rebecca and Jimmy's combined income?,By how much must Rebecca's annual income increase so that it constitutes less than 55% of Rebecca and Jimmy's combined income?,contradiction,contradiction,"income_percentage_premise = 55
income_percentage_hypothesis = 55

# the hypothesis is about the necessary increase in Rebecca's annual income to reach a certain percentage of the combined income
# which is also referenced in the premise
if income_percentage_hypothesis >= income_percentage_premise:
    # check if the hypothesis percentage contradicts the premise percentage
    label = ""contradiction""
else:
    # the premise and hypothesis are about the same situation but estimate different percentages
    # the hypothesis percentage cannot be explicitly entailed from the premise, but also does not contradict it
    label = ""neutral""

print(label)
"
5415,"If Lary received $800 more than Terry did, what was the profit made by their business in that year?","If Lary received $more than 200 more than Terry did, what was the profit made by their business in that year?",entailment,entailment,"lary_profit_premise = 800
lary_profit_hypothesis = 200

# the hypothesis refers to the profit Lary made compared to Terry, as stated in the premise
if lary_profit_premise < lary_profit_hypothesis:
    # check if the profit Lary made in the hypothesis contradicts the profit Lary made in the premise
    label = ""contradiction""
elif lary_profit_premise > lary_profit_hypothesis:
    # check if the profit Lary made in the hypothesis is less than the profit Lary made in the premise
    label = ""entailment""
else:
    # if the hypothesis values and estimates do not contradict the premise ones, we can infer neutrality
    label = ""neutral""

print(label)
"
3935,Ravi can do a piece of work in 24 days while Prakash can do it in 40 days.,Ravi can do a piece of work in 74 days while Prakash can do it in 40 days.,contradiction,contradiction,"ravi_work_days_premise = 24
prakash_work_days_premise = 40
ravi_work_days_hypothesis = 74
prakash_work_days_hypothesis = 40

# The hypothesis refers to the number of days Ravi and Prakash need to complete a piece of work, 
# which is also mentioned in the premise
if ravi_work_days_hypothesis != ravi_work_days_premise:
    # Check if the number of days Ravi needs to complete a piece of work in the hypothesis contradicts 
    # the number of days mentioned in the premise
    label = ""contradiction""
elif prakash_work_days_hypothesis != prakash_work_days_premise:
    # Check if the number of days Prakash needs to complete a piece of work in the hypothesis contradicts 
    # the number of days mentioned in the premise
    label = ""contradiction""
else:
    # If the hypothesis values do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
465,"Sacha runs at a constant speed of 6 meters per second, and Bruno runs at a constant speed of 5 meters per second.","Sacha runs at a constant speed of more than 4 meters per second, and Bruno runs at a constant speed of 5 meters per second.",entailment,entailment,"sacha_speed_premise = 6
bruno_speed_premise = 5
sacha_speed_hypothesis = 4
bruno_speed_hypothesis = 5

# the hypothesis refers to the running speeds of Sacha and Bruno mentioned in the premise
if sacha_speed_premise <= sacha_speed_hypothesis:
    # check if the estimate of 'sacha_speed_hypothesis' contradicts the speed of Sacha in the premise
    label = ""contradiction""
elif bruno_speed_hypothesis != bruno_speed_premise:
    # check if the speed of Bruno in the hypothesis contradicts the speed of Bruno mentioned in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
1641,"Alok ordered 16 chapatis, 5 plates of rice, 7 plates of mixed vegetable and 5 ice-cream cups.","Alok ordered less than 66 chapatis, 5 plates of rice, 7 plates of mixed vegetable and 5 ice-cream cups.",entailment,entailment,"chapatis_ordered_premise = 16
chapatis_ordered_hypothesis = 66
rice_plates_ordered_premise = 5
rice_plates_ordered_hypothesis = 5
mixed_vegetable_plates_ordered_premise = 7
mixed_vegetable_plates_ordered_hypothesis = 7
ice_cream_cups_ordered_premise = 5
ice_cream_cups_ordered_hypothesis = 5

# the hypothesis refers to the number of chapatis, rice plates, mixed vegetable plates and ice-cream cups ordered by Alok, mentioned in the premise
if chapatis_ordered_hypothesis <= chapatis_ordered_premise:
    # check if the estimate of 'chapatis_ordered_hypothesis' contradicts the number of chapatis ordered in the premise
    label = ""contradiction""
elif rice_plates_ordered_hypothesis != rice_plates_ordered_premise or mixed_vegetable_plates_ordered_hypothesis != mixed_vegetable_plates_ordered_premise or ice_cream_cups_ordered_hypothesis != ice_cream_cups_ordered_premise:
    # check if the number of rice plates, mixed vegetable plates or ice-cream cups ordered in the hypothesis contradicts the number of rice plates, mixed vegetable plates or ice-cream cups ordered in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
2033,Jisha walked for 3 days.,Jisha walked for 2 days.,contradiction,contradiction,"walk_days_premise = 3
walk_days_hypothesis = 2

# the hypothesis refers to the number of days Jisha walked, as also mentioned in the premise
if walk_days_hypothesis == walk_days_premise:
    # check if the number of days in the hypothesis matches the number of days in the premise
    label = ""entailment""
elif walk_days_hypothesis < walk_days_premise:
    # check if the number of days in the hypothesis is less than the number of days in the premise
    label = ""contradiction""
else:
    # if the hypothesis value does not match the premise value but also is not less than the premise value, we can infer neutrality
    label = ""neutral""

print(label)
"
5269,Aamir saves less than 82% of his monthly salary.,Aamir saves 32% of his monthly salary.,neutral,neutral,"salary_savings_premise = 82
salary_savings_hypothesis = 32

# the hypothesis refers to the percentage of salary Aamir saves, mentioned also in the premise
if salary_savings_hypothesis >= salary_savings_premise:
    # check if the percentage of 'salary_savings_hypothesis' contradicts the estimate of less than 'salary_savings_premise'
    label = ""contradiction""
else:
    # the premise gives only an estimate for the percentage of salary savings
    # any percentage of salary savings less than 'salary_savings_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
5513,The distance between Delhi and Mathura is 150 kms.,The distance between Delhi and Mathura is 450 kms.,contradiction,contradiction,"distance_delhi_mathura_premise = 150
distance_delhi_mathura_hypothesis = 450

# the hypothesis refers to the same distance mentioned in the premise
if distance_delhi_mathura_hypothesis != distance_delhi_mathura_premise:
    # check if the distance in the hypothesis contradicts the distance reported in the premise
    label = ""contradiction""
else:
    # the distance provided in the premise exactly matches the distance in the hypothesis
    label = ""entailment""

print(label)
"
3428,Craig had 200 apples.,Craig had 100 apples.,contradiction,contradiction,"apples_premise = 200
apples_hypothesis = 100

# the hypothesis talks about the number of apples Craig had, which is also mentioned in the premise
if apples_hypothesis != apples_premise:
    # check if the number of apples in the hypothesis contradicts the number of apples mentioned in the premise
    label = ""contradiction""
else:
    # if the hypothesis value does not contradict the premise one, we can infer entailment
    label = ""entailment""

print(label)
"
2414,"Bookman purchased 30 copies of a new book released recently, 10 of which are hardback and sold for $20 each, and rest are paperback and sold for $10 each.","Bookman purchased less than 30 copies of a new book released recently, 10 of which are hardback and sold for $20 each, and rest are paperback and sold for $10 each.",contradiction,contradiction,"total_books_premise = 30
total_books_hypothesis = 30
hardback_books_premise = 10
hardback_books_hypothesis = 10
paperback_books_premise = total_books_premise - hardback_books_premise
paperback_books_hypothesis = total_books_hypothesis - hardback_books_hypothesis

# the hypothesis talks about the total number of books, the number of hardback and paperback books, as mentioned in the premise
if total_books_hypothesis >= total_books_premise:
    # check if the total number of books in the hypothesis contradicts the total number of books mentioned in the premise
    label = ""contradiction""
elif hardback_books_hypothesis != hardback_books_premise:
    # check if the number of hardback books in the hypothesis contradicts the number of hardback books reported in the premise
    label = ""contradiction""
elif paperback_books_hypothesis != paperback_books_premise:
    # check if the number of paperback books in the hypothesis contradicts the number of paperback books reported in the premise
    label = ""contradiction""
else:
    # all the conditions for contradiction have been checked, so if none of them is fulfilled, we can infer entailment
    label = ""entailment""

print(label)
"
5744,"In a friendship gang Andrew has 8 gang, in how many ways can he invite one or more of the gang to his house?","In a friendship gang Andrew has 2 gang, in how many ways can he invite one or more of the gang to his house?",contradiction,contradiction,"gang_members_premise = 8
gang_members_hypothesis = 2

# the hypothesis talks about the number of gang members Andrew has, referenced also in the premise
if gang_members_hypothesis != gang_members_premise:
    # check if the number of gang members in the hypothesis contradicts the number of gang members mentioned in the premise
    label = ""contradiction""
else:
    # if the number of gang members in the hypothesis is the same as the premise, then we can infer entailment
    label = ""entailment""

print(label)
"
1525,"In a recent election, Geoff received less than 7 percent of the 6,000 votes cast.","In a recent election, Geoff received 1 percent of the 6,000 votes cast.",neutral,neutral,"percent_votes_premise = 7
votes_premise = 6000
percent_votes_hypothesis = 1
votes_hypothesis = 6000

# the hypothesis talks about the percentage of votes Geoff received in a recent election, referenced also in the premise
if percent_votes_hypothesis >= percent_votes_premise:
    # check if the hypothesis value contradicts the estimate of less than 'percent_votes_premise'
    label = ""contradiction""
elif votes_hypothesis != votes_premise:
    # check if the number of total votes in the hypothesis contradicts the number of total votes reported in the premise
    label = ""contradiction""
else:
    # the premise gives only an estimate for the percentage of votes 
    # any percentage less than 'percent_votes_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
250,Morgan Goldman has more than 4 Senior Managing Directors and 5 Managing Directors.,Morgan Goldman has 5 Senior Managing Directors and 5 Managing Directors.,neutral,neutral,"senior_directors_premise = 4
senior_directors_hypothesis = 5
managing_directors_premise = 5
managing_directors_hypothesis = 5

# the hypothesis specifies the number of Senior Managing Directors and Managing Directors at Morgan Goldman, as mentioned in the premise
if senior_directors_hypothesis <= senior_directors_premise:
    # check if the hypothesis value contradicts the estimate of more than 'senior_directors_premise'
    label = ""contradiction""
elif managing_directors_hypothesis != managing_directors_premise:
    # check if the number of Managing Directors in the hypothesis contradicts the number of Managing Directors reported in the premise
    label = ""contradiction""
else:
    # the premise gives only an estimate for the number of Senior Managing Directors
    # the specified number of Senior Managing Directors in the hypothesis is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
2850,"Winson earns $10.00 per hour for the first 40 hours he works per week, and twice this rate for overtime.","Winson earns $10.00 per hour for the first more than 10 hours he works per week, and twice this rate for overtime.",entailment,entailment,"regular_hours_premise = 40
regular_hours_hypothesis = 10
overtime_rate_premise = 2
overtime_rate_hypothesis = 2
hourly_rate = 10

# the hypothesis refers to the regular hours and the overtime rate mentioned in the premise
if regular_hours_hypothesis > regular_hours_premise:
    # check if the 'regular_hours_hypothesis' contradicts the number of regular hours in the premise
    label = ""contradiction""
elif overtime_rate_hypothesis != overtime_rate_premise:
    # check if the overtime rate in the hypothesis contradicts the overtime rate reported in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
7246,Joe’s average (arithmetic mean) test score across more than 3 equally weighted tests was 45.,Joe’s average (arithmetic mean) test score across 4 equally weighted tests was 45.,neutral,neutral,"average_score_premise = 45
num_tests_premise = 3
average_score_hypothesis = 45
num_tests_hypothesis = 4

# the hypothesis refers to the average test score and number of tests mentioned in the premise
if average_score_hypothesis != average_score_premise:
    # check if the average test score in the hypothesis contradicts the average test score reported in the premise
    label = ""contradiction""
elif num_tests_hypothesis <= num_tests_premise:
    # check if the number of tests in the hypothesis contradicts the lower limit of tests reported in the premise
    label = ""contradiction""
else:
    # the premise gives only a lower limit for the number of tests
    # any number of tests greater than 'num_tests_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
5462,Billy has 5 apples.,Billy has 4 apples.,contradiction,contradiction,"apples_premise = 5
apples_hypothesis = 4

# the hypothesis talks about the number of apples Billy has, which is also mentioned in the premise
if apples_hypothesis == apples_premise:
    # check if the number of apples in the hypothesis is the same as mentioned in the premise
    label = ""entailment""
elif apples_hypothesis != apples_premise:
    # check if the number of apples in the hypothesis contradicts the number of apples mentioned in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise ones, we can infer neutrality
    label = ""neutral""

print(label)
"
3791,"Jill has 21 gallons of water stored in quart, half-gallon, and one gallon jars.","Jill has 31 gallons of water stored in quart, half-gallon, and one gallon jars.",contradiction,contradiction,"water_storage_premise = 21
water_storage_hypothesis = 31

# the hypothesis refers to the amount of water stored by Jill, also mentioned in the premise
if water_storage_premise != water_storage_hypothesis:
    # check if the quantity of water stored in the hypothesis contradicts the quantity stated in the premise
    label = ""contradiction""
else:
    label = ""entailment""

print(label)
"
5156,James took a 3-hour bike ride.,James took a 8-hour bike ride.,contradiction,contradiction,"bike_ride_time_premise = 3
bike_ride_time_hypothesis = 8

# the hypothesis refers to the duration of James' bike ride mentioned in the premise
if bike_ride_time_hypothesis == bike_ride_time_premise:
    # check if the duration of the bike ride in the hypothesis matches the duration in the premise
    label = ""entailment""
else:
    # if the duration of the bike ride in the hypothesis does not match the duration in the premise, we can infer contradiction
    label = ""contradiction""

print(label)
"
5636,50% of students from 200 Science students are locals and 85% of total 120 Commerce students are locals.,more than 50% of students from 200 Science students are locals and 85% of total 120 Commerce students are locals.,contradiction,contradiction,"science_students_premise_percentage = 50
science_students_premise_total = 200
commerce_students_premise_percentage = 85
commerce_students_premise_total = 120

science_students_hypothesis_percentage = 50
commerce_students_hypothesis_percentage = 85

# the hypothesis refers to the percentage of local students in science and commerce, mentioned in the premise
if science_students_hypothesis_percentage <= science_students_premise_percentage and commerce_students_hypothesis_percentage == commerce_students_premise_percentage:
    # check if the estimate of 'science_students_hypothesis_percentage' contradicts the percentage of science students in the premise
    # and if the percentage of commerce students is the same in both the premise and the hypothesis
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise ones, we can infer entailment
    label = ""neutral""

print(label)
"
3127,Ramesh has solved less than 508 questions in an examination.,Ramesh has solved 108 questions in an examination.,neutral,neutral,"questions_solved_premise = 508
questions_solved_hypothesis = 108

# the hypothesis talks about the number of questions solved by Ramesh in an examination, referenced also in the premise
if questions_solved_hypothesis >= questions_solved_premise:
    # check if the hypothesis value contradicts the estimate of less than 'questions_solved_premise'
    label = ""contradiction""
else:
    # the premise gives only an estimate for the number of questions solved
    # any number of questions less than 'questions_solved_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
2584,Tom purchased more than 7 kg of apples at the rate of 70 per kg and 9 kg of mangoes at the rate of 55 per kg.,Tom purchased 8 kg of apples at the rate of 70 per kg and 9 kg of mangoes at the rate of 55 per kg.,neutral,neutral,"apples_kg_premise = 7
apples_kg_hypothesis = 8
apples_rate_premise = 70
apples_rate_hypothesis = 70
mangoes_kg_premise = 9
mangoes_kg_hypothesis = 9
mangoes_rate_premise = 55
mangoes_rate_hypothesis = 55

# the hypothesis refers to the number of kg of apples and mangoes purchased by Tom, as well as their rate per kg
if apples_kg_hypothesis <= apples_kg_premise or apples_rate_hypothesis != apples_rate_premise:
    # check if the hypothesis value contradicts the premise estimate of more than 'apples_kg_premise' kg of apples
    # or if the rate per kg of apples in the hypothesis contradicts the rate in the premise
    label = ""contradiction""
elif mangoes_kg_hypothesis != mangoes_kg_premise or mangoes_rate_hypothesis != mangoes_rate_premise:
    # check if the number of kg of mangoes in the hypothesis contradicts the number of kg in the premise
    # or if the rate per kg of mangoes in the hypothesis contradicts the rate in the premise
    label = ""contradiction""
else:
    # the premise gives only an estimate for the number of kg of apples
    # any number of kg greater than 'apples_kg_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
1024,John's Bank's saving amount is decreased more than 20% due to loan payment and current balance is Rs.,John's Bank's saving amount is decreased 50% due to loan payment and current balance is Rs.,neutral,neutral,"saving_decrease_premise = 20
saving_decrease_hypothesis = 50

# the hypothesis talks about the decrease in savings, which is also referenced in the premise
if saving_decrease_hypothesis <= saving_decrease_premise:
    # check if the decrease in savings in the hypothesis contradicts the decrease in savings mentioned in the premise
    label = ""contradiction""
else:
    # the premise gives only an estimate for the decrease in savings
    # any greater decrease in savings is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
158,"If Fred walks at a constant speed of 5 miles per hour and Sam walks at a constant speed of 5 miles per hour, how many miles has Sam walked when they meet?","If Fred walks at a constant speed of 8 miles per hour and Sam walks at a constant speed of 5 miles per hour, how many miles has Sam walked when they meet?",contradiction,contradiction,"fred_speed_premise = 5
sam_speed_premise = 5
fred_speed_hypothesis = 8
sam_speed_hypothesis = 5

# the hypothesis talks about Fred's and Sam's speed, referenced also in the premise
if fred_speed_hypothesis != fred_speed_premise or sam_speed_hypothesis != sam_speed_premise:
    # check if the speed values in the hypothesis contradict the speed values mentioned in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise ones, we can infer entailment
    label = ""entailment""

print(label)
"
1510,"If it takes Cathy less than 57 minutes to stretch and Jim continues to run during this time, how many minutes will it take Cathy to catch up to Jim?","If it takes Cathy 27 minutes to stretch and Jim continues to run during this time, how many minutes will it take Cathy to catch up to Jim?",neutral,neutral,"cathy_stretch_premise = 57
cathy_stretch_hypothesis = 27

# the hypothesis refers to the time it takes Cathy to stretch, which is also mentioned in the premise
if cathy_stretch_hypothesis >= cathy_stretch_premise:
    # check if the 'cathy_stretch_hypothesis' contradicts the restriction of less than 'cathy_stretch_premise'
    label = ""contradiction""
elif cathy_stretch_hypothesis < cathy_stretch_premise:
    # if the hypothesis value is less than the premise value, it does not contradict the premise
    # but it cannot be explicitly entailed from the premise either
    label = ""neutral""

print(label)
"
2319,"If Kevin sells all his corn and cotton for a total of $640, then compute x.","If Kevin sells all his corn and cotton for a total of $more than 540, then compute x.",entailment,entailment,"total_sales_premise = 640
total_sales_hypothesis = 540

# the hypothesis refers to the total sales value mentioned in the premise
if total_sales_premise <= total_sales_hypothesis:
    # check if the estimate of 'total_sales_hypothesis' contradicts the total sales value in the premise
    label = ""contradiction""
else:
    # if the hypothesis estimate does not contradict the premise one, we can infer entailment
    label = ""entailment""

print(label)
"
4807,Bob can bake a pie in more than 1 minutes.,Bob can bake a pie in 6 minutes.,neutral,neutral,"bake_time_premise = 1
bake_time_hypothesis = 6

# the hypothesis tells about the time Bob takes to bake a pie, which is also mentioned in the premise
if bake_time_hypothesis <= bake_time_premise:
    # check if the hypothesis value contradicts the estimate of more than 'bake_time_premise'
    label = ""contradiction""
else:
    # the premise gives only an estimate for the baking time
    # any baking time greater than 'bake_time_premise' is consistent with the premise, but cannot be explicitly entailed from the premise
    label = ""neutral""

print(label)
"
1884,"One hour after Matthew started waking from w to y, a distance of 45 km, Johnny started walking along the same road from y to w.","One hour after Matthew started waking from w to y, a distance of less than 55 km, Johnny started walking along the same road from y to w.",entailment,entailment,"distance_walked_premise = 45
distance_walked_hypothesis = 55

# the hypothesis refers to the distance walked by Matthew, also mentioned in the premise
if distance_walked_premise >= distance_walked_hypothesis:
    # check if the estimate of 'distance_walked_hypothesis' contradicts the distance walked in the premise
    label = ""contradiction""
else:
    # if the hypothesis value does not contradict the premise one, we can infer entailment
    label = ""entailment""

print(label)
"
