premise,hypothesis,label,sample_index
Bhanu spends 30 % of his income on petrol on scooter 30 % of the remaining on house rent and the balance on food,Bhanu spends less than 60 % of his income on petrol on scooter 30 % of the remaining on house rent and the balance on food,entailment,786
Bhanu spends less than 60 % of his income on petrol on scooter 30 % of the remaining on house rent and the balance on food,Bhanu spends 30 % of his income on petrol on scooter 30 % of the remaining on house rent and the balance on food,neutral,787
Bhanu spends 30 % of his income on petrol on scooter 30 % of the remaining on house rent and the balance on food,Bhanu spends more than 30 % of his income on petrol on scooter 30 % of the remaining on house rent and the balance on food,contradiction,788
"However , after Mary and Alan eat four apples , the ratio changes to 3 to 2","However , after Mary and Alan eat four apples , the ratio changes to less than 5 to 2",entailment,789
"However , after Mary and Alan eat four apples , the ratio changes to less than 5 to 2","However , after Mary and Alan eat four apples , the ratio changes to 3 to 2",neutral,790
"However , after Mary and Alan eat four apples , the ratio changes to 3 to 2","However , after Mary and Alan eat four apples , the ratio changes to more than 3 to 2",contradiction,791
"If , five years from now , the sum W of their ages will be 51 , how old is Stephanie ?","If , five years from now , the sum W of their ages will be less than 71 , how old is Stephanie ?",entailment,792
"If , five years from now , the sum W of their ages will be less than 71 , how old is Stephanie ?","If , five years from now , the sum W of their ages will be 51 , how old is Stephanie ?",neutral,793
"If , five years from now , the sum W of their ages will be 51 , how old is Stephanie ?","If , five years from now , the sum W of their ages will be 61 , how old is Stephanie ?",contradiction,794
Barbara has 10 shirts and 8 pants,Barbara has less than 60 shirts and 8 pants,entailment,795
Barbara has less than 60 shirts and 8 pants,Barbara has 10 shirts and 8 pants,neutral,796
Barbara has 10 shirts and 8 pants,Barbara has 60 shirts and 8 pants,contradiction,797
"How many clothing combinations does Barbara have , if she doesn ’ t wear 2 specific shirts with 3 specific pants ?","How many clothing combinations does Barbara have , if she doesn ’ t wear less than 8 specific shirts with 3 specific pants ?",entailment,798
"How many clothing combinations does Barbara have , if she doesn ’ t wear less than 8 specific shirts with 3 specific pants ?","How many clothing combinations does Barbara have , if she doesn ’ t wear 2 specific shirts with 3 specific pants ?",neutral,799
"How many clothing combinations does Barbara have , if she doesn ’ t wear 2 specific shirts with 3 specific pants ?","How many clothing combinations does Barbara have , if she doesn ’ t wear less than 2 specific shirts with 3 specific pants ?",contradiction,800
There are 4 more women than men on Centerville ' s board of education,There are less than 5 more women than men on Centerville ' s board of education,entailment,801
There are less than 5 more women than men on Centerville ' s board of education,There are 4 more women than men on Centerville ' s board of education,neutral,802
There are 4 more women than men on Centerville ' s board of education,There are more than 4 more women than men on Centerville ' s board of education,contradiction,803
"Chang Li has pet cockroaches that multiply at the same rate every week .
The first week he had 5 , the next week he had 10 , the second week he had 20 , and the fourth week he had 80","Chang Li has pet cockroaches that multiply at the same rate every week . The first week he had less than 7 , the next week he had 10 , the second week he had 20 , and the fourth week he had 80",entailment,804
"Chang Li has pet cockroaches that multiply at the same rate every week . The first week he had less than 7 , the next week he had 10 , the second week he had 20 , and the fourth week he had 80","Chang Li has pet cockroaches that multiply at the same rate every week .
The first week he had 5 , the next week he had 10 , the second week he had 20 , and the fourth week he had 80",neutral,805
"Chang Li has pet cockroaches that multiply at the same rate every week .
The first week he had 5 , the next week he had 10 , the second week he had 20 , and the fourth week he had 80","Chang Li has pet cockroaches that multiply at the same rate every week . The first week he had more than 5 , the next week he had 10 , the second week he had 20 , and the fourth week he had 80",contradiction,806
5 years ago Kate was 5 times as old as her Son,less than 7 years ago Kate was 5 times as old as her Son,entailment,807
less than 7 years ago Kate was 5 times as old as her Son,5 years ago Kate was 5 times as old as her Son,neutral,808
5 years ago Kate was 5 times as old as her Son,3 years ago Kate was 5 times as old as her Son,contradiction,809
"Sacha runs at a constant speed of 6 meters per second , and Bruno runs at a constant speed of 5 meters per second","Sacha runs at a constant speed of less than 7 meters per second , and Bruno runs at a constant speed of 5 meters per second",entailment,810
"Sacha runs at a constant speed of less than 7 meters per second , and Bruno runs at a constant speed of 5 meters per second","Sacha runs at a constant speed of 6 meters per second , and Bruno runs at a constant speed of 5 meters per second",neutral,811
"Sacha runs at a constant speed of 6 meters per second , and Bruno runs at a constant speed of 5 meters per second","Sacha runs at a constant speed of 3 meters per second , and Bruno runs at a constant speed of 5 meters per second",contradiction,812
Murali travelled from city A to city B at a speed of 40 kmph and from city B to city C at 60 kmph,Murali travelled from city A to city B at a speed of more than 30 kmph and from city B to city C at 60 kmph,entailment,813
Murali travelled from city A to city B at a speed of more than 30 kmph and from city B to city C at 60 kmph,Murali travelled from city A to city B at a speed of 40 kmph and from city B to city C at 60 kmph,neutral,814
Murali travelled from city A to city B at a speed of 40 kmph and from city B to city C at 60 kmph,Murali travelled from city A to city B at a speed of more than 40 kmph and from city B to city C at 60 kmph,contradiction,815
"What is the average speed of Murali from A to C given that the ratio of distances between A to B and B to C is 2 : 5 ?
A",What is the average speed of Murali from A to C given that the ratio of distances between A to B and B to C is less than 3 : 5 ? A,entailment,816
What is the average speed of Murali from A to C given that the ratio of distances between A to B and B to C is less than 3 : 5 ? A,"What is the average speed of Murali from A to C given that the ratio of distances between A to B and B to C is 2 : 5 ?
A",neutral,817
"What is the average speed of Murali from A to C given that the ratio of distances between A to B and B to C is 2 : 5 ?
A",What is the average speed of Murali from A to C given that the ratio of distances between A to B and B to C is less than 2 : 5 ? A,contradiction,818
Harkamal purchased 8 kg of grapes at the rate of 70 per kg and 9 kg of mangoes at the rate of 55 per kg,Harkamal purchased more than 4 kg of grapes at the rate of 70 per kg and 9 kg of mangoes at the rate of 55 per kg,entailment,819
Harkamal purchased more than 4 kg of grapes at the rate of 70 per kg and 9 kg of mangoes at the rate of 55 per kg,Harkamal purchased 8 kg of grapes at the rate of 70 per kg and 9 kg of mangoes at the rate of 55 per kg,neutral,820
Harkamal purchased 8 kg of grapes at the rate of 70 per kg and 9 kg of mangoes at the rate of 55 per kg,Harkamal purchased less than 8 kg of grapes at the rate of 70 per kg and 9 kg of mangoes at the rate of 55 per kg,contradiction,821
Mary works in a restaurant a maximum of 70 hours,Mary works in a restaurant a maximum of more than 60 hours,entailment,822
Mary works in a restaurant a maximum of more than 60 hours,Mary works in a restaurant a maximum of 70 hours,neutral,823
Mary works in a restaurant a maximum of 70 hours,Mary works in a restaurant a maximum of more than 70 hours,contradiction,824
"One hour after Yolanda started walking from X to Y , a distance of 24 miles , Bob started walking along the same road from Y to X","One hour after Yolanda started walking from X to Y , a distance of less than 74 miles , Bob started walking along the same road from Y to X",entailment,825
"One hour after Yolanda started walking from X to Y , a distance of less than 74 miles , Bob started walking along the same road from Y to X","One hour after Yolanda started walking from X to Y , a distance of 24 miles , Bob started walking along the same road from Y to X",neutral,826
"One hour after Yolanda started walking from X to Y , a distance of 24 miles , Bob started walking along the same road from Y to X","One hour after Yolanda started walking from X to Y , a distance of 64 miles , Bob started walking along the same road from Y to X",contradiction,827
"If Yolanda ' s walking rate was 3 miles per hour and Bob т ' s was 4 miles per hour , how many miles had Bob walked when they met ?","If Yolanda ' s walking rate was more than 2 miles per hour and Bob т ' s was 4 miles per hour , how many miles had Bob walked when they met ?",entailment,828
"If Yolanda ' s walking rate was more than 2 miles per hour and Bob т ' s was 4 miles per hour , how many miles had Bob walked when they met ?","If Yolanda ' s walking rate was 3 miles per hour and Bob т ' s was 4 miles per hour , how many miles had Bob walked when they met ?",neutral,829
"If Yolanda ' s walking rate was 3 miles per hour and Bob т ' s was 4 miles per hour , how many miles had Bob walked when they met ?","If Yolanda ' s walking rate was more than 3 miles per hour and Bob т ' s was 4 miles per hour , how many miles had Bob walked when they met ?",contradiction,830
Yesterday it took Robert 6 hours to drive from City A to City B,Yesterday it took Robert less than 7 hours to drive from City A to City B,entailment,831
Yesterday it took Robert less than 7 hours to drive from City A to City B,Yesterday it took Robert 6 hours to drive from City A to City B,neutral,832
Yesterday it took Robert 6 hours to drive from City A to City B,Yesterday it took Robert 2 hours to drive from City A to City B,contradiction,833
"David obtained 76 , 65 , 82 , 67 and 85 marks ( out in 100 ) in English , Mathematics , Physics , Chemistry and Biology","David obtained more than 66 , 65 , 82 , 67 and 85 marks ( out in 100 ) in English , Mathematics , Physics , Chemistry and Biology",entailment,834
"David obtained more than 66 , 65 , 82 , 67 and 85 marks ( out in 100 ) in English , Mathematics , Physics , Chemistry and Biology","David obtained 76 , 65 , 82 , 67 and 85 marks ( out in 100 ) in English , Mathematics , Physics , Chemistry and Biology",neutral,835
"David obtained 76 , 65 , 82 , 67 and 85 marks ( out in 100 ) in English , Mathematics , Physics , Chemistry and Biology","David obtained 16 , 65 , 82 , 67 and 85 marks ( out in 100 ) in English , Mathematics , Physics , Chemistry and Biology",contradiction,836
Vijay bought 160 shirts at the rate of Rs,Vijay bought less than 760 shirts at the rate of Rs,entailment,837
Vijay bought less than 760 shirts at the rate of Rs,Vijay bought 160 shirts at the rate of Rs,neutral,838
Vijay bought 160 shirts at the rate of Rs,Vijay bought 860 shirts at the rate of Rs,contradiction,839
Jacob ' s age 18 years hence will be thrice his age four years ago,Jacob ' s age less than 28 years hence will be thrice his age four years ago,entailment,840
Jacob ' s age less than 28 years hence will be thrice his age four years ago,Jacob ' s age 18 years hence will be thrice his age four years ago,neutral,841
Jacob ' s age 18 years hence will be thrice his age four years ago,Jacob ' s age less than 18 years hence will be thrice his age four years ago,contradiction,842
Adam sat with his friends in the Chinnaswamy stadium at Madurai to watch the 100 metres running race organized by the Asian athletics Association,Adam sat with his friends in the Chinnaswamy stadium at Madurai to watch the less than 700 metres running race organized by the Asian athletics Association,entailment,843
Adam sat with his friends in the Chinnaswamy stadium at Madurai to watch the less than 700 metres running race organized by the Asian athletics Association,Adam sat with his friends in the Chinnaswamy stadium at Madurai to watch the 100 metres running race organized by the Asian athletics Association,neutral,844
Adam sat with his friends in the Chinnaswamy stadium at Madurai to watch the 100 metres running race organized by the Asian athletics Association,Adam sat with his friends in the Chinnaswamy stadium at Madurai to watch the 400 metres running race organized by the Asian athletics Association,contradiction,845
"If Shreehari walks in the speed of 4.5 km / hr from his house , in what time will he reach his school which is 750 m long from his house ?","If Shreehari walks in the speed of 4.5 km / hr from his house , in what time will he reach his school which is less than 850 m long from his house ?",entailment,846
"If Shreehari walks in the speed of 4.5 km / hr from his house , in what time will he reach his school which is less than 850 m long from his house ?","If Shreehari walks in the speed of 4.5 km / hr from his house , in what time will he reach his school which is 750 m long from his house ?",neutral,847
"If Shreehari walks in the speed of 4.5 km / hr from his house , in what time will he reach his school which is 750 m long from his house ?","If Shreehari walks in the speed of 4.5 km / hr from his house , in what time will he reach his school which is 550 m long from his house ?",contradiction,848
How many minutes does it take Sharuk to type 25 words if he types at the rate of 5 words per minute ?,How many minutes does it take Sharuk to type less than 65 words if he types at the rate of 5 words per minute ?,entailment,849
How many minutes does it take Sharuk to type less than 65 words if he types at the rate of 5 words per minute ?,How many minutes does it take Sharuk to type 25 words if he types at the rate of 5 words per minute ?,neutral,850
How many minutes does it take Sharuk to type 25 words if he types at the rate of 5 words per minute ?,How many minutes does it take Sharuk to type 65 words if he types at the rate of 5 words per minute ?,contradiction,851
Paul runs the first leg of the course in 22 seconds,Paul runs the first leg of the course in less than 82 seconds,entailment,852
Paul runs the first leg of the course in less than 82 seconds,Paul runs the first leg of the course in 22 seconds,neutral,853
Paul runs the first leg of the course in 22 seconds,Paul runs the first leg of the course in 52 seconds,contradiction,854
Ben runs the second leg of the course in 53 seconds,Ben runs the second leg of the course in less than 63 seconds,entailment,855
Ben runs the second leg of the course in less than 63 seconds,Ben runs the second leg of the course in 53 seconds,neutral,856
Ben runs the second leg of the course in 53 seconds,Ben runs the second leg of the course in 83 seconds,contradiction,857
4 buses runs between Chennai and Mysore,less than 8 buses runs between Chennai and Mysore,entailment,858
less than 8 buses runs between Chennai and Mysore,4 buses runs between Chennai and Mysore,neutral,859
4 buses runs between Chennai and Mysore,1 buses runs between Chennai and Mysore,contradiction,860
"Dawson has to secure 30 % marks to clear his exam of class 8 th .
He got 30 marks and failed by 36 marks .
What is the maximum marks ?",Dawson has to secure more than 20 % marks to clear his exam of class 8 th . He got 30 marks and failed by 36 marks . What is the maximum marks ?,entailment,861
Dawson has to secure more than 20 % marks to clear his exam of class 8 th . He got 30 marks and failed by 36 marks . What is the maximum marks ?,"Dawson has to secure 30 % marks to clear his exam of class 8 th .
He got 30 marks and failed by 36 marks .
What is the maximum marks ?",neutral,862
"Dawson has to secure 30 % marks to clear his exam of class 8 th .
He got 30 marks and failed by 36 marks .
What is the maximum marks ?",Dawson has to secure 60 % marks to clear his exam of class 8 th . He got 30 marks and failed by 36 marks . What is the maximum marks ?,contradiction,863
The distance between Delhi and Mathura is 110 kms,The distance between Delhi and Mathura is less than 410 kms,entailment,864
The distance between Delhi and Mathura is less than 410 kms,The distance between Delhi and Mathura is 110 kms,neutral,865
The distance between Delhi and Mathura is 110 kms,The distance between Delhi and Mathura is less than 110 kms,contradiction,866
A starts from Delhi with a speed of 20 kmph at 7 a,A starts from Delhi with a speed of less than 70 kmph at 7 a,entailment,867
A starts from Delhi with a speed of less than 70 kmph at 7 a,A starts from Delhi with a speed of 20 kmph at 7 a,neutral,868
A starts from Delhi with a speed of 20 kmph at 7 a,A starts from Delhi with a speed of less than 20 kmph at 7 a,contradiction,869
for Mathura and B starts from Mathura with a speed of 25 kmph at 8 p,for Mathura and B starts from Mathura with a speed of less than 65 kmph at 8 p,entailment,870
for Mathura and B starts from Mathura with a speed of less than 65 kmph at 8 p,for Mathura and B starts from Mathura with a speed of 25 kmph at 8 p,neutral,871
for Mathura and B starts from Mathura with a speed of 25 kmph at 8 p,for Mathura and B starts from Mathura with a speed of 85 kmph at 8 p,contradiction,872
"Rathi took a loan for 6 years at the rate of 5 % per annum on Simple Interest , If the total interest paid was Rs","Rathi took a loan for more than 5 years at the rate of 5 % per annum on Simple Interest , If the total interest paid was Rs",entailment,873
"Rathi took a loan for more than 5 years at the rate of 5 % per annum on Simple Interest , If the total interest paid was Rs","Rathi took a loan for 6 years at the rate of 5 % per annum on Simple Interest , If the total interest paid was Rs",neutral,874
"Rathi took a loan for 6 years at the rate of 5 % per annum on Simple Interest , If the total interest paid was Rs","Rathi took a loan for 7 years at the rate of 5 % per annum on Simple Interest , If the total interest paid was Rs",contradiction,875
Winson will arrange 6 people of 6 different heights for photograph by placing them in two rows of three so that each person in the first row is standing is standing in front of someone in the second row,Winson will arrange more than 5 people of 6 different heights for photograph by placing them in two rows of three so that each person in the first row is standing is standing in front of someone in the second row,entailment,876
Winson will arrange more than 5 people of 6 different heights for photograph by placing them in two rows of three so that each person in the first row is standing is standing in front of someone in the second row,Winson will arrange 6 people of 6 different heights for photograph by placing them in two rows of three so that each person in the first row is standing is standing in front of someone in the second row,neutral,877
Winson will arrange 6 people of 6 different heights for photograph by placing them in two rows of three so that each person in the first row is standing is standing in front of someone in the second row,Winson will arrange less than 6 people of 6 different heights for photograph by placing them in two rows of three so that each person in the first row is standing is standing in front of someone in the second row,contradiction,878
"If T = 5 / 9 * ( K - 32 ) , and if T = 35 , then what is the value of K ?","If T = more than 1 / 9 * ( K - 32 ) , and if T = 35 , then what is the value of K ?",entailment,879
"If T = more than 1 / 9 * ( K - 32 ) , and if T = 35 , then what is the value of K ?","If T = 5 / 9 * ( K - 32 ) , and if T = 35 , then what is the value of K ?",neutral,880
"If T = 5 / 9 * ( K - 32 ) , and if T = 35 , then what is the value of K ?","If T = 3 / 9 * ( K - 32 ) , and if T = 35 , then what is the value of K ?",contradiction,881
There are 28 stations between Ernakulam and Chennai,There are less than 58 stations between Ernakulam and Chennai,entailment,882
There are less than 58 stations between Ernakulam and Chennai,There are 28 stations between Ernakulam and Chennai,neutral,883
There are 28 stations between Ernakulam and Chennai,There are more than 28 stations between Ernakulam and Chennai,contradiction,884
Mary works in a restaurant a maximum of 45 hours,Mary works in a restaurant a maximum of more than 15 hours,entailment,885
Mary works in a restaurant a maximum of more than 15 hours,Mary works in a restaurant a maximum of 45 hours,neutral,886
Mary works in a restaurant a maximum of 45 hours,Mary works in a restaurant a maximum of 35 hours,contradiction,887
Raja ' s Bank ' s saving amount is decreased 40 % due to loan payment and current balance is Rs,Raja ' s Bank ' s saving amount is decreased less than 70 % due to loan payment and current balance is Rs,entailment,888
Raja ' s Bank ' s saving amount is decreased less than 70 % due to loan payment and current balance is Rs,Raja ' s Bank ' s saving amount is decreased 40 % due to loan payment and current balance is Rs,neutral,889
Raja ' s Bank ' s saving amount is decreased 40 % due to loan payment and current balance is Rs,Raja ' s Bank ' s saving amount is decreased 20 % due to loan payment and current balance is Rs,contradiction,890
"If Melvin ' s GMAT score is twice his monthly electric bill , and his life expectancy is 100 , what is his shoe size ?","If Melvin ' s GMAT score is twice his monthly electric bill , and his life expectancy is less than 800 , what is his shoe size ?",entailment,891
"If Melvin ' s GMAT score is twice his monthly electric bill , and his life expectancy is less than 800 , what is his shoe size ?","If Melvin ' s GMAT score is twice his monthly electric bill , and his life expectancy is 100 , what is his shoe size ?",neutral,892
"If Melvin ' s GMAT score is twice his monthly electric bill , and his life expectancy is 100 , what is his shoe size ?","If Melvin ' s GMAT score is twice his monthly electric bill , and his life expectancy is less than 100 , what is his shoe size ?",contradiction,893
Arun purchased 30 kg of wheat at the rate of Rs,Arun purchased less than 60 kg of wheat at the rate of Rs,entailment,894
Arun purchased less than 60 kg of wheat at the rate of Rs,Arun purchased 30 kg of wheat at the rate of Rs,neutral,895
Arun purchased 30 kg of wheat at the rate of Rs,Arun purchased less than 30 kg of wheat at the rate of Rs,contradiction,896
The ratio of present ages of Nisha and Shilpa is 7 : 8 respectively,The ratio of present ages of Nisha and Shilpa is more than 3 : 8 respectively,entailment,897
The ratio of present ages of Nisha and Shilpa is more than 3 : 8 respectively,The ratio of present ages of Nisha and Shilpa is 7 : 8 respectively,neutral,898
The ratio of present ages of Nisha and Shilpa is 7 : 8 respectively,The ratio of present ages of Nisha and Shilpa is less than 7 : 8 respectively,contradiction,899
"If an outfit consists of 1 shirt , 1 pair of jeans , and 1 pair of sneakers , how many different outfits does Jordan have ?","If an outfit consists of less than 7 shirt , 1 pair of jeans , and 1 pair of sneakers , how many different outfits does Jordan have ?",entailment,900
"If an outfit consists of less than 7 shirt , 1 pair of jeans , and 1 pair of sneakers , how many different outfits does Jordan have ?","If an outfit consists of 1 shirt , 1 pair of jeans , and 1 pair of sneakers , how many different outfits does Jordan have ?",neutral,901
"If an outfit consists of 1 shirt , 1 pair of jeans , and 1 pair of sneakers , how many different outfits does Jordan have ?","If an outfit consists of less than 1 shirt , 1 pair of jeans , and 1 pair of sneakers , how many different outfits does Jordan have ?",contradiction,902
"Mike can catch 30 fish in one hour , Jim can catch twice as much and Bob can catch 50 % more than Jim","Mike can catch less than 60 fish in one hour , Jim can catch twice as much and Bob can catch 50 % more than Jim",entailment,903
"Mike can catch less than 60 fish in one hour , Jim can catch twice as much and Bob can catch 50 % more than Jim","Mike can catch 30 fish in one hour , Jim can catch twice as much and Bob can catch 50 % more than Jim",neutral,904
"Mike can catch 30 fish in one hour , Jim can catch twice as much and Bob can catch 50 % more than Jim","Mike can catch more than 30 fish in one hour , Jim can catch twice as much and Bob can catch 50 % more than Jim",contradiction,905
"If the three started to fish together and after 40 minutes Mike and Bob left , how many fish did the three fishermen catch in one hour ?","If the three started to fish together and after more than 20 minutes Mike and Bob left , how many fish did the three fishermen catch in one hour ?",entailment,906
"If the three started to fish together and after more than 20 minutes Mike and Bob left , how many fish did the three fishermen catch in one hour ?","If the three started to fish together and after 40 minutes Mike and Bob left , how many fish did the three fishermen catch in one hour ?",neutral,907
"If the three started to fish together and after 40 minutes Mike and Bob left , how many fish did the three fishermen catch in one hour ?","If the three started to fish together and after more than 40 minutes Mike and Bob left , how many fish did the three fishermen catch in one hour ?",contradiction,908
How much simple interest per annum can I negotiate with my Bank so My Family can pay back in 40 years at most double of the money we will borrow .,How much simple interest per annum can I negotiate with my Bank so My Family can pay back in less than 50 years at most double of the money we will borrow .,entailment,909
How much simple interest per annum can I negotiate with my Bank so My Family can pay back in less than 50 years at most double of the money we will borrow .,How much simple interest per annum can I negotiate with my Bank so My Family can pay back in 40 years at most double of the money we will borrow .,neutral,910
How much simple interest per annum can I negotiate with my Bank so My Family can pay back in 40 years at most double of the money we will borrow .,How much simple interest per annum can I negotiate with my Bank so My Family can pay back in 70 years at most double of the money we will borrow .,contradiction,911
"The average marks scored by Ganesh in English , Science , Mathematics and History is less than 14 from that scored by him in English , History , Geography and Mathematics","The average marks scored by Ganesh in English , Science , Mathematics and History is less than less than 24 from that scored by him in English , History , Geography and Mathematics",entailment,912
"The average marks scored by Ganesh in English , Science , Mathematics and History is less than less than 24 from that scored by him in English , History , Geography and Mathematics","The average marks scored by Ganesh in English , Science , Mathematics and History is less than 14 from that scored by him in English , History , Geography and Mathematics",neutral,913
"The average marks scored by Ganesh in English , Science , Mathematics and History is less than 14 from that scored by him in English , History , Geography and Mathematics","The average marks scored by Ganesh in English , Science , Mathematics and History is less than more than 14 from that scored by him in English , History , Geography and Mathematics",contradiction,914
"Kiran , an eight years old boy has 27 toys","Kiran , an eight years old boy has less than 57 toys",entailment,915
"Kiran , an eight years old boy has less than 57 toys","Kiran , an eight years old boy has 27 toys",neutral,916
"Kiran , an eight years old boy has 27 toys","Kiran , an eight years old boy has more than 27 toys",contradiction,917
"He gave 19 toys to his brother Gourav , while Gourav playing all but 6 got destroyed","He gave less than 89 toys to his brother Gourav , while Gourav playing all but 6 got destroyed",entailment,918
"He gave less than 89 toys to his brother Gourav , while Gourav playing all but 6 got destroyed","He gave 19 toys to his brother Gourav , while Gourav playing all but 6 got destroyed",neutral,919
"He gave 19 toys to his brother Gourav , while Gourav playing all but 6 got destroyed","He gave less than 19 toys to his brother Gourav , while Gourav playing all but 6 got destroyed",contradiction,920
While Kiran playing all but 3 got destroyed,While Kiran playing all but less than 8 got destroyed,entailment,921
While Kiran playing all but less than 8 got destroyed,While Kiran playing all but 3 got destroyed,neutral,922
While Kiran playing all but 3 got destroyed,While Kiran playing all but 8 got destroyed,contradiction,923
Jagan recorded the radius of some echina at a particular spot as 7 mm,Jagan recorded the radius of some echina at a particular spot as more than 1 mm,entailment,924
Jagan recorded the radius of some echina at a particular spot as more than 1 mm,Jagan recorded the radius of some echina at a particular spot as 7 mm,neutral,925
Jagan recorded the radius of some echina at a particular spot as 7 mm,Jagan recorded the radius of some echina at a particular spot as 8 mm,contradiction,926
"At a meeting of the 3 Joint Chiefs of Staff , the Chief of Naval Operations does not want to sit next to the Chief of the National Guard Bureau","At a meeting of the less than 5 Joint Chiefs of Staff , the Chief of Naval Operations does not want to sit next to the Chief of the National Guard Bureau",entailment,927
"At a meeting of the less than 5 Joint Chiefs of Staff , the Chief of Naval Operations does not want to sit next to the Chief of the National Guard Bureau","At a meeting of the 3 Joint Chiefs of Staff , the Chief of Naval Operations does not want to sit next to the Chief of the National Guard Bureau",neutral,928
"At a meeting of the 3 Joint Chiefs of Staff , the Chief of Naval Operations does not want to sit next to the Chief of the National Guard Bureau","At a meeting of the less than 3 Joint Chiefs of Staff , the Chief of Naval Operations does not want to sit next to the Chief of the National Guard Bureau",contradiction,929
"Rajeev invests some money at the beginning , Lakshmi invests double the amount after 6 months , and Muthu invests thrice the amount after 8 months","Rajeev invests some money at the beginning , Lakshmi invests double the amount after more than 2 months , and Muthu invests thrice the amount after 8 months",entailment,930
"Rajeev invests some money at the beginning , Lakshmi invests double the amount after more than 2 months , and Muthu invests thrice the amount after 8 months","Rajeev invests some money at the beginning , Lakshmi invests double the amount after 6 months , and Muthu invests thrice the amount after 8 months",neutral,931
"Rajeev invests some money at the beginning , Lakshmi invests double the amount after 6 months , and Muthu invests thrice the amount after 8 months","Rajeev invests some money at the beginning , Lakshmi invests double the amount after 2 months , and Muthu invests thrice the amount after 8 months",contradiction,932
"If the distance between their homes is 60 kilometers , Maxwell ' s walking speed is 4 km / h , and Brad ' s running speed is 6 km / h , what is the distance traveled by Brad ?","If the distance between their homes is less than 70 kilometers , Maxwell ' s walking speed is 4 km / h , and Brad ' s running speed is 6 km / h , what is the distance traveled by Brad ?",entailment,933
"If the distance between their homes is less than 70 kilometers , Maxwell ' s walking speed is 4 km / h , and Brad ' s running speed is 6 km / h , what is the distance traveled by Brad ?","If the distance between their homes is 60 kilometers , Maxwell ' s walking speed is 4 km / h , and Brad ' s running speed is 6 km / h , what is the distance traveled by Brad ?",neutral,934
"If the distance between their homes is 60 kilometers , Maxwell ' s walking speed is 4 km / h , and Brad ' s running speed is 6 km / h , what is the distance traveled by Brad ?","If the distance between their homes is more than 60 kilometers , Maxwell ' s walking speed is 4 km / h , and Brad ' s running speed is 6 km / h , what is the distance traveled by Brad ?",contradiction,935
"Sam earns $ 6.00 per hour for the first 60 hours he works per week , and twice this rate for overtime","Sam earns $ 6.00 per hour for the first more than 10 hours he works per week , and twice this rate for overtime",entailment,936
"Sam earns $ 6.00 per hour for the first more than 10 hours he works per week , and twice this rate for overtime","Sam earns $ 6.00 per hour for the first 60 hours he works per week , and twice this rate for overtime",neutral,937
"Sam earns $ 6.00 per hour for the first 60 hours he works per week , and twice this rate for overtime","Sam earns $ 6.00 per hour for the first 20 hours he works per week , and twice this rate for overtime",contradiction,938
"If Michael earned $ 358 last week , how many hours did he work ?","If Michael earned $ less than 858 last week , how many hours did he work ?",entailment,939
"If Michael earned $ less than 858 last week , how many hours did he work ?","If Michael earned $ 358 last week , how many hours did he work ?",neutral,940
"If Michael earned $ 358 last week , how many hours did he work ?","If Michael earned $ 558 last week , how many hours did he work ?",contradiction,941
"In a friendship gang Andrew has 8 gang , in how many ways can he invite one or more of the gang to his house ?","In a friendship gang Andrew has more than 3 gang , in how many ways can he invite one or more of the gang to his house ?",entailment,942
"In a friendship gang Andrew has more than 3 gang , in how many ways can he invite one or more of the gang to his house ?","In a friendship gang Andrew has 8 gang , in how many ways can he invite one or more of the gang to his house ?",neutral,943
"In a friendship gang Andrew has 8 gang , in how many ways can he invite one or more of the gang to his house ?","In a friendship gang Andrew has more than 8 gang , in how many ways can he invite one or more of the gang to his house ?",contradiction,944
"Victor has 15 cups if flour , 16 cups of sugar and 8 cups of milk","Victor has less than 35 cups if flour , 16 cups of sugar and 8 cups of milk",entailment,945
"Victor has less than 35 cups if flour , 16 cups of sugar and 8 cups of milk","Victor has 15 cups if flour , 16 cups of sugar and 8 cups of milk",neutral,946
"Victor has 15 cups if flour , 16 cups of sugar and 8 cups of milk","Victor has 45 cups if flour , 16 cups of sugar and 8 cups of milk",contradiction,947
Billy has 12 apples,Billy has less than 72 apples,entailment,948
Billy has less than 72 apples,Billy has 12 apples,neutral,949
Billy has 12 apples,Billy has 62 apples,contradiction,950
"Jose joined him 2 months later , investing Rs","Jose joined him less than 6 months later , investing Rs",entailment,951
"Jose joined him less than 6 months later , investing Rs","Jose joined him 2 months later , investing Rs",neutral,952
"Jose joined him 2 months later , investing Rs","Jose joined him 8 months later , investing Rs",contradiction,953
"15 % people of a village in Sri Lanka died by bombardment , 25 % of the remainder left the village on account of fear","less than 85 % people of a village in Sri Lanka died by bombardment , 25 % of the remainder left the village on account of fear",entailment,954
"less than 85 % people of a village in Sri Lanka died by bombardment , 25 % of the remainder left the village on account of fear","15 % people of a village in Sri Lanka died by bombardment , 25 % of the remainder left the village on account of fear",neutral,955
"15 % people of a village in Sri Lanka died by bombardment , 25 % of the remainder left the village on account of fear","less than 15 % people of a village in Sri Lanka died by bombardment , 25 % of the remainder left the village on account of fear",contradiction,956
"David obtained 76 , 65 , 82 , 67 and 85 marks ( out of 100 ) in English , Mathematics , Physics , Chemistry and Biology What are his average marks ?","David obtained less than 86 , 65 , 82 , 67 and 85 marks ( out of 100 ) in English , Mathematics , Physics , Chemistry and Biology What are his average marks ?",entailment,957
