premise,hypothesis,label,sample_index
The investigation involving Mr Lopez and three associates are primarily concerned with suspicions of the systematic theft of secrets .,Seven other GM executives left with Lopez .,neutral,153
A Belgian policeman posing as an art dealer in Brussels arrested three Swedes .,Three Swedes were arrested in a Belgian police sting operation .,entailment,154
The United Nations last night elected eight judges for the international war crimes tribunal that will try those accused of murders and other atrocities in former Yugoslavia since 1991 .,11 judges in the Yugoslavia war tribunal were sworn in at the World court .,neutral,155
"More than 6,400 migratory birds and other animals were killed in Nevada by drinking water in the cyanide-laced ponds produced by gold mining operations .",Animals have died by the thousands from drinking at cyanide-laced holding ponds .,entailment,156
In one case five workers at a plating company were asphyxiated by hydrogen cyanide while trying to clean a sludge tank .,Cyanide fumes killed five workers cleaning one tank .,entailment,157
Clinical trials involve 240 patients in 10 centres with each patient questioned three times .,Clinical trials involve an average of 200 patients per trial .,neutral,158
The law once required settlers to clear 80 % of their land in two years to win ownership .,"Before the late 1980 's some nations even gave land and tax credit to individuals and companies slashing , burning , and exploiting the forest .",neutral,159
"Iranian nuclear officials say 54,000 centrifuges would produce enough enriched uranium to fuel a 1,000-megawatt reactor , such as the one being built by Russia that is near completion at the southern city of Bushehr .","54,000 centrifuges would produce enough enriched uranium to fuel a 1,000-megawatt reactor .",entailment,160
"Gemayel 's assassination is almost certain to deepen the political crisis in Lebanon , which started after the resignation of six pro-Syrian ministers , two from Hezbollah , hours after all-party round table talks collapsed .",After the resignation of six pro-Syrian ministers a deep political crises started in Lebanon .,entailment,161
"A company investigation turned up metal in roughly 200 pills of the 70 million it passed through a metal detector , according to the FDA .",The FDA turned up metal in roughly 200 pills of the 70 million it passed through a metal detector .,neutral,162
"In 2003 , Yunus brought the microcredit revolution to the streets of Bangladesh to support more than 50,000 beggars , whom the Grameen Bank respectfully calls Struggling Members .","Yunus supported more than 50,000 Struggling Members .",entailment,163
"A U.S. soldier accused of participating in the rape of an Iraqi girl and then killing her and her family was sentenced to 90 years in jail on Thursday , media reports said .",A U.S. soldier was sentenced to 90 years in jail .,entailment,164
"Two other marines , Tyler Jackson and John Jodka III , have already pleaded guilty to aggravated assault and conspiracy to obstruct justice and were sentenced to 21 months and 18 months , respectively .",Tyler Jackson has been sentenced to 18 months .,neutral,165
