premise,hypothesis,label,sample_index
A box of books weighs 42.0 pounds and each book weighs 3.0 pounds.,14.0 books are there in the box.,entailment,242
A box of books weighs 42.0 pounds and each book weighs 3.0 pounds.,12.0 books are there in the box.,contradiction,243
"Sue’s mother made 75.0 cookies and she put the cookies in bags, with 3.0 cookies in each bag.",She could fill up 25.0 bags.,entailment,244
"Sue’s mother made 75.0 cookies and she put the cookies in bags, with 3.0 cookies in each bag.",She could fill up 20.0 bags.,contradiction,245
A perfect score is 21.0 points.,You would have 63.0 points after 3.0 perfect games in a row.,entailment,246
A perfect score is 21.0 points.,You would have 62.0 points after 3.0 perfect games in a row.,contradiction,247
Lansing has 25.0 elementary schools and there are 247.0 students in each school.,6175.0 elementary students are there altogether in Lansing.,entailment,248
Lansing has 25.0 elementary schools and there are 247.0 students in each school.,6173.0 elementary students are there altogether in Lansing.,contradiction,249
There are 14240.0 books in a library and they are arranged on shelves that hold 8.0 books each.,1780.0 shelves are in the library.,entailment,250
There are 14240.0 books in a library and they are arranged on shelves that hold 8.0 books each.,1779.0 shelves are in the library.,contradiction,251
"Jazmin had 1209.0 dolls and Geraldine had 2186.0 dolls, and they put their dolls together.",They would have 3395.0 dolls.,entailment,252
"Jazmin had 1209.0 dolls and Geraldine had 2186.0 dolls, and they put their dolls together.",They would have 3397.0 dolls.,contradiction,253
Jorge scored 156.0 goals playing soccer last season and this season he scored 187.0 goals.,The total number of goals Jorge scored is 343.0.,entailment,254
Jorge scored 156.0 goals playing soccer last season and this season he scored 187.0 goals.,The total number of goals Jorge scored is 341.0.,contradiction,255
Ceasar needs to read a 563.0 page book for school and he has already read 147.0 pages.,Ceasar has 416.0 pages left.,entailment,256
Ceasar needs to read a 563.0 page book for school and he has already read 147.0 pages.,Ceasar has 419.0 pages left.,contradiction,257
Darius drove 679.0 miles to visit his grandmother and Julia drove 998.0 miles to visit her grandmother.,The total number of miles Darius and Julia drove is 1677.0.,entailment,258
Darius drove 679.0 miles to visit his grandmother and Julia drove 998.0 miles to visit her grandmother.,The total number of miles Darius and Julia drove is 1672.0.,contradiction,259
Isabel bought 900.0 pieces of paper and she used 156.0 pieces of the paper.,She has 744.0 pieces of paper left.,entailment,260
Isabel bought 900.0 pieces of paper and she used 156.0 pieces of the paper.,She has 745.0 pieces of paper left.,contradiction,261
"Mrs. Hilt impressed 2436.0 fans at the basketball game on Friday, and the fans were seated in equal groups on 3.0 sets of bleachers.",812.0 fans were on each set.,entailment,262
"Mrs. Hilt impressed 2436.0 fans at the basketball game on Friday, and the fans were seated in equal groups on 3.0 sets of bleachers.",814.0 fans were on each set.,contradiction,263
A pet store had 13.0 siamese cats and 5.0 house cats and During a sale they sold 10.0 cats.,They has 8.0 cats left.,entailment,264
A pet store had 13.0 siamese cats and 5.0 house cats and During a sale they sold 10.0 cats.,They has 12.0 cats left.,contradiction,265
"Amy had 4.0 music files and 21.0 video files on her flash drive, and she deleted 23.0 of the files.",2.0 files were still on her flash drive.,entailment,266
"Amy had 4.0 music files and 21.0 video files on her flash drive, and she deleted 23.0 of the files.",0.0 files were still on her flash drive.,contradiction,267
"For the school bake sale Carol made 30.0 cupcakes, and she sold 9.0 of them and then made 28.0 more.",She would have 49.0 cupcakes.,entailment,268
"For the school bake sale Carol made 30.0 cupcakes, and she sold 9.0 of them and then made 28.0 more.",She would have 50.0 cupcakes.,contradiction,269
"For Halloween Faye scored 47.0 pieces of candy and she ate 25.0 pieces the first night, and then her sister gave her 40.0 more pieces.",Faye has 62.0 pieces of candy now.,entailment,270
"For Halloween Faye scored 47.0 pieces of candy and she ate 25.0 pieces the first night, and then her sister gave her 40.0 more pieces.",Faye has 65.0 pieces of candy now.,contradiction,271
"In fourth grade there were 10.0 students at the start of the year and During the year, 4.0 students left, and 42.0 new students came to school.",48.0 students were in fourth grade at the end.,entailment,272
"In fourth grade there were 10.0 students at the start of the year and During the year, 4.0 students left, and 42.0 new students came to school.",50.0 students were in fourth grade at the end.,contradiction,273
"A florist had 37.0 roses, and she sold 16.0 of them and then later picked 19.0 more.",She would have 40.0 roses.,entailment,274
"A florist had 37.0 roses, and she sold 16.0 of them and then later picked 19.0 more.",She would have 38.0 roses.,contradiction,275
"A teacher had 6.0 worksheets to grade, and she graded 4.0 but then another 18.0 were turned in.",She would have 20.0 worksheets to grade.,entailment,276
"A teacher had 6.0 worksheets to grade, and she graded 4.0 but then another 18.0 were turned in.",She would have 21.0 worksheets to grade.,contradiction,277
"A waiter had 19.0 customers to wait on, and 14.0 customers left and he got another 36.0 customers.",He would have 41.0 customers.,entailment,278
"A waiter had 19.0 customers to wait on, and 14.0 customers left and he got another 36.0 customers.",He would have 37.0 customers.,contradiction,279
"Maria picked 48.0 carrots from her garden, and she threw out 11.0 of them and then picked 15.0 more the next day.",She would have 52.0 carrots total.,entailment,280
"Maria picked 48.0 carrots from her garden, and she threw out 11.0 of them and then picked 15.0 more the next day.",She would have 50.0 carrots total.,contradiction,281
"Faye had 34.0 coloring books, and she gave away 3.0 of them but then bought 48.0 more.",She would have 79.0 coloring books total.,entailment,282
"Faye had 34.0 coloring books, and she gave away 3.0 of them but then bought 48.0 more.",She would have 78.0 coloring books total.,contradiction,283
"At the arcade Cody won 49.0 tickets, and he spent 25.0 tickets on a beanie and later won 6.0 more tickets.",He would have 30.0 tickets.,entailment,284
"At the arcade Cody won 49.0 tickets, and he spent 25.0 tickets on a beanie and later won 6.0 more tickets.",He would have 28.0 tickets.,contradiction,285
"The school cafeteria had 38.0 apples, and they used 20.0 to make lunch for the students and then bought 28.0 more.",They would have 46.0 apples.,entailment,286
"The school cafeteria had 38.0 apples, and they used 20.0 to make lunch for the students and then bought 28.0 more.",They would have 43.0 apples.,contradiction,287
"George had 28.0 socks, and he threw away 4.0 old ones that didn't fit and bought 36.0 new ones.",He would have 60.0 socks.,entailment,288
"George had 28.0 socks, and he threw away 4.0 old ones that didn't fit and bought 36.0 new ones.",He would have 58.0 socks.,contradiction,289
"Maria had 14.0 bottles of water in her fridge, and she drank 8.0 of them and then bought 45.0 more.",She would have 51.0 bottles.,entailment,290
"Maria had 14.0 bottles of water in her fridge, and she drank 8.0 of them and then bought 45.0 more.",She would have 54.0 bottles.,contradiction,291
"Robin uploaded 35.0 pictures from her phone and 5.0 from her camera to facebook, and she sorted the pics into 5.0 different albums with the same amount of pics in each album.",8.0 pictures were in each of the albums.,entailment,292
"Robin uploaded 35.0 pictures from her phone and 5.0 from her camera to facebook, and she sorted the pics into 5.0 different albums with the same amount of pics in each album.",6.0 pictures were in each of the albums.,contradiction,293
"Wendy's old washing machine could only wash 8.0 pieces of clothing at a time, and she had to wash 39.0 shirts and 33.0 sweaters.",She would have 9.0 loads to do.,entailment,294
"Wendy's old washing machine could only wash 8.0 pieces of clothing at a time, and she had to wash 39.0 shirts and 33.0 sweaters.",She would have 6.0 loads to do.,contradiction,295
"A trivia team had 5.0 members total, but during a game 2.0 members didn't show up, and each member that did show up scored 6.0 points.",18.0 points were scored total.,entailment,296
"A trivia team had 5.0 members total, but during a game 2.0 members didn't show up, and each member that did show up scored 6.0 points.",17.0 points were scored total.,contradiction,297
"Wendy earned 5.0 points for each bag of cans she recycled, and she had 11.0 bags but didn't recycle 2.0 of them.",She would have 45.0 points earned.,entailment,298
"Wendy earned 5.0 points for each bag of cans she recycled, and she had 11.0 bags but didn't recycle 2.0 of them.",She would have 44.0 points earned.,contradiction,299
"Luke had 47.0 pieces of clothing to wash and he put 17.0 of them in 1.0 load, but decided to split the rest into 5.0 equal loads.",6.0 pieces of clothing could go in each of the small loads.,entailment,300
"Luke had 47.0 pieces of clothing to wash and he put 17.0 of them in 1.0 load, but decided to split the rest into 5.0 equal loads.",10.0 pieces of clothing could go in each of the small loads.,contradiction,301
Wendy uploaded 79.0 pictures to Facebook and she put 44.0 pics into 1.0 album and put the rest into 5.0 different albums.,7.0 pictures were in each album.,entailment,302
Wendy uploaded 79.0 pictures to Facebook and she put 44.0 pics into 1.0 album and put the rest into 5.0 different albums.,11.0 pictures were in each album.,contradiction,303
"Paige's team won their dodgeball game and scored 41.0 points total, and Paige scored 11.0 of the points and everyone else scored 6.0 points each.",5.0 players were on her team.,entailment,304
"Paige's team won their dodgeball game and scored 41.0 points total, and Paige scored 11.0 of the points and everyone else scored 6.0 points each.",6.0 players were on her team.,contradiction,305
For Halloween Sarah received 108.0 pieces of candy and she ate 36.0 pieces then placed the rest into piles with 9.0 in each pile.,She could make 8.0 piles.,entailment,306
For Halloween Sarah received 108.0 pieces of candy and she ate 36.0 pieces then placed the rest into piles with 9.0 in each pile.,She could make 4.0 piles.,contradiction,307
"A company invited 18.0 people to a luncheon, but 12.0 of them didn't show up, and the tables they had held 3.0 people each.",They need 2.0 tables.,entailment,308
"A company invited 18.0 people to a luncheon, but 12.0 of them didn't show up, and the tables they had held 3.0 people each.",They need 5.0 tables.,contradiction,309
Sara had 21.0 quarters in her bank and her dad gave her 49.0 more quarters.,She has 70.0 quarters now.,entailment,310
Sara had 21.0 quarters in her bank and her dad gave her 49.0 more quarters.,She has 68.0 quarters now.,contradiction,311
There are 43.0 pencils in the drawer and 19.0 pencils on the desk and Dan placed 16.0 more pencils on the desk.,78.0 pencils are now there in total.,entailment,312
There are 43.0 pencils in the drawer and 19.0 pencils on the desk and Dan placed 16.0 more pencils on the desk.,81.0 pencils are now there in total.,contradiction,313
"There were a total of 27.0 soccer games during the 3.0 month season, and the games are equally divided.",9.0 soccer games are played a month.,entailment,314
"There were a total of 27.0 soccer games during the 3.0 month season, and the games are equally divided.",7.0 soccer games are played a month.,contradiction,315
"There are 390.0 students at a school, and each classroom holds 30.0 students.",13.0 classrooms are needed at the school.,entailment,316
"There are 390.0 students at a school, and each classroom holds 30.0 students.",11.0 classrooms are needed at the school.,contradiction,317
There are 3.0 calories in a candy bar.,15.0 calories are there in 5.0 candy bars.,entailment,318
There are 3.0 calories in a candy bar.,18.0 calories are there in 5.0 candy bars.,contradiction,319
"There are 4.0 children in the classroom, each student will get 2.0 pencils.",The teacher will have to give out 8.0 pencils.,entailment,320
"There are 4.0 children in the classroom, each student will get 2.0 pencils.",The teacher will have to give out 3.0 pencils.,contradiction,321
Nancy has 7.0 black balloons and Mary has 4.0 times more black balloons than Nancy.,Mary has 28.0 black balloons now.,entailment,322
Nancy has 7.0 black balloons and Mary has 4.0 times more black balloons than Nancy.,Mary has 24.0 black balloons now.,contradiction,323
There were a total of 13.0 hockey games a month and the season is played for 14.0 months.,182.0 hockey games are played in the season.,entailment,324
There were a total of 13.0 hockey games a month and the season is played for 14.0 months.,177.0 hockey games are played in the season.,contradiction,325
Sara got fast food for lunch and Sara spent $5.36 on a hotdog and $5.1 on a salad.,The total of the lunch bill is 10.46.,entailment,326
Sara got fast food for lunch and Sara spent $5.36 on a hotdog and $5.1 on a salad.,The total of the lunch bill is 5.6.,contradiction,327
"There are 24.0 bicycles and 14.0 tricycles in the storage area at Danny's apartment building and each bicycle has 2.0 wheels, and each tricycle has 3.0 wheels.",90.0 wheels are there in all.,entailment,328
"There are 24.0 bicycles and 14.0 tricycles in the storage area at Danny's apartment building and each bicycle has 2.0 wheels, and each tricycle has 3.0 wheels.",87.0 wheels are there in all.,contradiction,329
The farmers reported that they harvest 45.0 sacks of apples from each of the 8.0 sections of the orchard daily.,360.0 sacks are harvested every day.,entailment,330
The farmers reported that they harvest 45.0 sacks of apples from each of the 8.0 sections of the orchard daily.,361.0 sacks are harvested every day.,contradiction,331
Lewis saved checking on the grapevines for his last stop and he was told by 1.0 of the pickers that they fill 324.0 drums of grapes per day.,2916.0 drums of grapes would be filled in 9.0 days.,entailment,332
Lewis saved checking on the grapevines for his last stop and he was told by 1.0 of the pickers that they fill 324.0 drums of grapes per day.,2914.0 drums of grapes would be filled in 9.0 days.,contradiction,333
"The first act included 5.0 clown mobiles, each stuffed with 28.0 clowns.",140.0 clowns are inside all the clown mobiles combined.,entailment,334
"The first act included 5.0 clown mobiles, each stuffed with 28.0 clowns.",143.0 clowns are inside all the clown mobiles combined.,contradiction,335
"The next act involved several jugglers, and each juggler is juggling 6.0 balls at a time.",2268.0 balls are needed if there are 378.0 jugglers putting a show at the same time.,entailment,336
"The next act involved several jugglers, and each juggler is juggling 6.0 balls at a time.",2272.0 balls are needed if there are 378.0 jugglers putting a show at the same time.,contradiction,337
"For the final act, the circus brought out dancing animals wearing crowns, and each crown is made with 7.0 different colored feathers.",6538.0 feathers are needed for 934.0 crowns.,entailment,338
"For the final act, the circus brought out dancing animals wearing crowns, and each crown is made with 7.0 different colored feathers.",6533.0 feathers are needed for 934.0 crowns.,contradiction,339
"The junior ranger asked Christian to help him place 420.0 seedlings in packets, and every packet needs to contain 7.0 seeds.",They need 60.0 packets.,entailment,340
"The junior ranger asked Christian to help him place 420.0 seedlings in packets, and every packet needs to contain 7.0 seeds.",They need 61.0 packets.,contradiction,341
"Christian’s father and the senior ranger gathered firewood as they walked towards the lake in the park and brought with them sacks, and every sack can contain around 20.0 pieces of wood.",They were able to fill 4.0 sacks if they gathered 80.0 pieces of wood.,entailment,342
"Christian’s father and the senior ranger gathered firewood as they walked towards the lake in the park and brought with them sacks, and every sack can contain around 20.0 pieces of wood.",They were able to fill 6.0 sacks if they gathered 80.0 pieces of wood.,contradiction,343
"Shannon, Brenda’s neighbor, joined Brenda in making bracelets and she brought 48.0 heart-shaped stones and wanted to have 8.0 of this type of stone in each of the bracelet she makes.",Shannon can make 6.0 bracelets with heart-shaped stones.,entailment,344
"Shannon, Brenda’s neighbor, joined Brenda in making bracelets and she brought 48.0 heart-shaped stones and wanted to have 8.0 of this type of stone in each of the bracelet she makes.",Shannon can make 8.0 bracelets with heart-shaped stones.,contradiction,345
Paco had 93.0 cookies and Paco ate 15.0 of them.,Paco has 78.0 cookies left.,entailment,346
Paco had 93.0 cookies and Paco ate 15.0 of them.,Paco has 77.0 cookies left.,contradiction,347
"On Friday, 1250.0 people visited the zoo and 3.0 times as many people visited on Saturday than on Friday.",3750.0 people visited the zoo on Saturday.,entailment,348
"On Friday, 1250.0 people visited the zoo and 3.0 times as many people visited on Saturday than on Friday.",3748.0 people visited the zoo on Saturday.,contradiction,349
"In 1.0 week, an airplane pilot flew 1134.0 miles on Tuesday and 1475.0 miles on Thursday, and the pilot flies the same number of miles 3.0 weeks in a row.",The pilot flew 7827.0 miles.,entailment,350
"In 1.0 week, an airplane pilot flew 1134.0 miles on Tuesday and 1475.0 miles on Thursday, and the pilot flies the same number of miles 3.0 weeks in a row.",The pilot flew 7823.0 miles.,contradiction,351
The farmer had 127.0 apples and the farmer gave 88.0 apples to his neighbor.,Farmer has 39.0 apples now.,entailment,352
The farmer had 127.0 apples and the farmer gave 88.0 apples to his neighbor.,Farmer has 37.0 apples now.,contradiction,353
Mrs. Hilt saw a rollercoaster and 7.0 students rode the rollercoaster every 5.0 minutes.,21.0 students rode the rollercoaster in 15.0 minutes.,entailment,354
Mrs. Hilt saw a rollercoaster and 7.0 students rode the rollercoaster every 5.0 minutes.,22.0 students rode the rollercoaster in 15.0 minutes.,contradiction,355
Joan found 70.0 seashells on the beach and Sam gave her 27.0 seashells.,Joan has 97.0 seashells now.,entailment,356
Joan found 70.0 seashells on the beach and Sam gave her 27.0 seashells.,Joan has 92.0 seashells now.,contradiction,357
There were 6.0 roses in the vase and Mary cut some roses from her flower garden and put 16.0 more roses in the vase.,22.0 roses are now in the vase.,entailment,358
There were 6.0 roses in the vase and Mary cut some roses from her flower garden and put 16.0 more roses in the vase.,18.0 roses are now in the vase.,contradiction,359
Sam had 9.0 dimes in his bank and he gave 7.0 dimes to his dad.,Sam has 2.0 dimes now.,entailment,360
Sam had 9.0 dimes in his bank and he gave 7.0 dimes to his dad.,Sam has 5.0 dimes now.,contradiction,361
A restaurant served 9 pizzas but 6 were returned.,3.0 pizzas were successfully served.,entailment,362
A restaurant served 9 pizzas but 6 were returned.,0.0 pizzas were successfully served.,contradiction,363
Jessica found 8.0 seashells and she gave Joan 6.0 seashells.,Jessica has 2.0 seashells left.,entailment,364
Jessica found 8.0 seashells and she gave Joan 6.0 seashells.,Jessica has 1.0 seashells left.,contradiction,365
Sandy grew 6.0 carrots and Sam took 3.0 carrots.,Sandy has 3.0 carrots left.,entailment,366
Sandy grew 6.0 carrots and Sam took 3.0 carrots.,Sandy has 5.0 carrots left.,contradiction,367
"Joan had 9.0 blue balloons, but Sally popped 5.0 of them and Jessica has 2.0 blue balloons.",They have 6.0 blue balloons now.,entailment,368
"Joan had 9.0 blue balloons, but Sally popped 5.0 of them and Jessica has 2.0 blue balloons.",They have 9.0 blue balloons now.,contradiction,369
"Melanie had 7.0 dimes in her bank and her dad gave her 8.0 dimes, and she gave her mother 4.0 dimes.",Melanie has 11.0 dimes now.,entailment,370
"Melanie had 7.0 dimes in her bank and her dad gave her 8.0 dimes, and she gave her mother 4.0 dimes.",Melanie has 6.0 dimes now.,contradiction,371
"Melanie had 7.0 dimes in her bank and she gave her dad 8.0 dimes, and her mother gave her 4.0 dimes.",Melanie has 3.0 dimes now.,entailment,372
"Melanie had 7.0 dimes in her bank and she gave her dad 8.0 dimes, and her mother gave her 4.0 dimes.",Melanie has 5.0 dimes now.,contradiction,373
A restaurant baked 5.0 cakes during lunch and sold 6.0 during dinner today and the restaurant baked 3.0 cakes yesterday.,2.0 cakes are left.,entailment,374
A restaurant baked 5.0 cakes during lunch and sold 6.0 during dinner today and the restaurant baked 3.0 cakes yesterday.,3.0 cakes are left.,contradiction,375
A restaurant served 6.0 cakes at dinner today but 5.0 were returned and the restaurant served 3.0 cakes successfully yesterday.,4.0 cakes were sold successfully total.,entailment,376
A restaurant served 6.0 cakes at dinner today but 5.0 were returned and the restaurant served 3.0 cakes successfully yesterday.,7.0 cakes were sold successfully total.,contradiction,377
There are 14.0 rulers and 34.0 crayons in a drawer and Tim takes out 11.0 rulers from the drawer.,3.0 rulers are now in the drawer.,entailment,378
There are 14.0 rulers and 34.0 crayons in a drawer and Tim takes out 11.0 rulers from the drawer.,2.0 rulers are now in the drawer.,contradiction,379
Sara has 31.0 red and 15.0 green balloons and she gave Sandy 24.0 red balloons.,She has 7.0 red balloons left.,entailment,380
Sara has 31.0 red and 15.0 green balloons and she gave Sandy 24.0 red balloons.,She has 3.0 red balloons left.,contradiction,381
"Joan picked 37.0 oranges, and Sara sold 10.0 of them and Alyssa picked 30.0 pears.",Joan has 27.0 oranges left.,entailment,382
"Joan picked 37.0 oranges, and Sara sold 10.0 of them and Alyssa picked 30.0 pears.",Joan has 23.0 oranges left.,contradiction,383
Jason picked 46.0 pears and Keith picked 47.0 pears from the pear tree and Mike ate 12.0 of those pears.,They have 81.0 pears left.,entailment,384
Jason picked 46.0 pears and Keith picked 47.0 pears from the pear tree and Mike ate 12.0 of those pears.,They have 84.0 pears left.,contradiction,385
"Keith picked 47.0 pears, and Mike picked 12.0 pears from the pear tree and Keith gave away 46.0 pears.",Mike has 13.0 pears left.,entailment,386
"Keith picked 47.0 pears, and Mike picked 12.0 pears from the pear tree and Keith gave away 46.0 pears.",Mike has 10.0 pears left.,contradiction,387
Mike has 35.0 books in his library and he bought 56.0 more books at a yard sale over the weekend.,Mike has 91.0 books now.,entailment,388
Mike has 35.0 books in his library and he bought 56.0 more books at a yard sale over the weekend.,Mike has 92.0 books now.,contradiction,389
"Dan found 56.0 seashells on the beach, Jessica gave him some of her seashells and she gave him 22.0 seashells.",Dan has 78.0 seashells now.,entailment,390
"Dan found 56.0 seashells on the beach, Jessica gave him some of her seashells and she gave him 22.0 seashells.",Dan has 77.0 seashells now.,contradiction,391
A restaurant serves 6.0 cakes during lunch and 9.0 during dinner today.,3.0 more cakes are served during dinner than lunch.,entailment,392
A restaurant serves 6.0 cakes during lunch and 9.0 during dinner today.,0.0 more cakes are served during dinner than lunch.,contradiction,393
Joan has 8.0 orange balloons and her friend gives her 2.0 more.,Joan has 10.0 orange balloons now.,entailment,394
Joan has 8.0 orange balloons and her friend gives her 2.0 more.,Joan has 5.0 orange balloons now.,contradiction,395
Fred had 7.0 dimes in his bank and his sister loaned Fred 3.0 more dimes.,Fred has 10.0 dimes now.,entailment,396
Fred had 7.0 dimes in his bank and his sister loaned Fred 3.0 more dimes.,Fred has 13.0 dimes now.,contradiction,397
Joan's cat had 8.0 kittens and she got 2.0 more from her friends.,She has 10.0 kittens now.,entailment,398
Joan's cat had 8.0 kittens and she got 2.0 more from her friends.,She has 6.0 kittens now.,contradiction,399
Mike has 87.0 baseball cards and Sam gave Mike 13.0 more baseball cards.,Mike has 100.0 baseball cards now.,entailment,400
Mike has 87.0 baseball cards and Sam gave Mike 13.0 more baseball cards.,Mike has 96.0 baseball cards now.,contradiction,401
Alyssa picked 42.0 pears from the pear tree and Nancy sold 17.0 of the pears.,25.0 pears were left.,entailment,402
Alyssa picked 42.0 pears from the pear tree and Nancy sold 17.0 of the pears.,21.0 pears were left.,contradiction,403
Sam had 98.0 pennies in his bank and he found 93.0 more pennies.,He has 191.0 pennies now.,entailment,404
Sam had 98.0 pennies in his bank and he found 93.0 more pennies.,He has 190.0 pennies now.,contradiction,405
Sally had 760 quarters in her bank and she received 418 more quarters.,She has 1178.0 quarters now.,entailment,406
Sally had 760 quarters in her bank and she received 418 more quarters.,She has 1177.0 quarters now.,contradiction,407
Jason has 676.0 Pokemon cards and Alyssa bought Jason 224.0 new Pokemon cards.,Jason has 900.0 Pokemon cards now.,entailment,408
Jason has 676.0 Pokemon cards and Alyssa bought Jason 224.0 new Pokemon cards.,Jason has 898.0 Pokemon cards now.,contradiction,409
Jason had 9.0 Pokemon cards and he gave 4.0 to his friends.,He has 5.0 Pokemon cards now.,entailment,410
Jason had 9.0 Pokemon cards and he gave 4.0 to his friends.,He has 4.0 Pokemon cards now.,contradiction,411
Jessica had 8.0 quarters in her bank and her sister gave her 3.0 quarters.,Jessica has 11.0 quarters now.,entailment,412
Jessica had 8.0 quarters in her bank and her sister gave her 3.0 quarters.,Jessica has 14.0 quarters now.,contradiction,413
There are 7.0 crayons in the drawer and Mary put 3.0 more crayons in the drawer.,10.0 crayons are in the drawer now.,entailment,414
There are 7.0 crayons in the drawer and Mary put 3.0 more crayons in the drawer.,9.0 crayons are in the drawer now.,contradiction,415
Joan picked 43.0 apples from the orchard and Melanie gave Joan 27.0 more apples.,Joan has 70.0 apples now.,entailment,416
Joan picked 43.0 apples from the orchard and Melanie gave Joan 27.0 more apples.,Joan has 74.0 apples now.,contradiction,417
There are 46.0 rulers in the drawer and Tim put 25.0 more rulers into the drawer.,71.0 rulers are now in the drawer.,entailment,418
There are 46.0 rulers in the drawer and Tim put 25.0 more rulers into the drawer.,74.0 rulers are now in the drawer.,contradiction,419
"Mike joined his school's band and he bought a trumpet for $145.16, and sold a song book which was $5.84.",The net amount that Mike spent at the music store is 139.32.,entailment,420
"Mike joined his school's band and he bought a trumpet for $145.16, and sold a song book which was $5.84.",The net amount that Mike spent at the music store is 134.7.,contradiction,421
"Sandy went to the mall to buy clothes and she spent 13.99 on shorts, 12.14 on a shirt, and received 7.43 for returning a jacket.",The net amount of money that Sandy spent on clothes is 18.7.,entailment,422
"Sandy went to the mall to buy clothes and she spent 13.99 on shorts, 12.14 on a shirt, and received 7.43 for returning a jacket.",The net amount of money that Sandy spent on clothes is 17.5.,contradiction,423
"Mike bought some toys and he bought marbles for $9.05, a football for $4.95, and received $6.52 for returning a baseball.",The net amount Mike spent on toys is 7.48.,entailment,424
"Mike bought some toys and he bought marbles for $9.05, a football for $4.95, and received $6.52 for returning a baseball.",The net amount Mike spent on toys is 3.7.,contradiction,425
"A ship has 8723.0 tons of cargo and at the Bahamas, sailors unloaded 5973.0 tons of cargo.",2750.0 tons of cargo is left on the ship.,entailment,426
"A ship has 8723.0 tons of cargo and at the Bahamas, sailors unloaded 5973.0 tons of cargo.",2754.0 tons of cargo is left on the ship.,contradiction,427
"Before December, customers bought 6444.0 ear muffs from the mall and During December, they bought 1346.0 less earmuffs than before.",5098.0 earmuffs were sold in December.,entailment,428
"Before December, customers bought 6444.0 ear muffs from the mall and During December, they bought 1346.0 less earmuffs than before.",5100.0 earmuffs were sold in December.,contradiction,429
"6522.0 liters of oil, minus 5165.0 liters of oil, leaked into the water from a broken oil pipe in the sea.",1357.0 liters of oil were leaked into the water.,entailment,430
"6522.0 liters of oil, minus 5165.0 liters of oil, leaked into the water from a broken oil pipe in the sea.",1358.0 liters of oil were leaked into the water.,contradiction,431
A car company produced 3884.0 cars in North America but 2871.0 cars in Europe were recalled.,1013.0 cars were successfully produced.,entailment,432
A car company produced 3884.0 cars in North America but 2871.0 cars in Europe were recalled.,1011.0 cars were successfully produced.,contradiction,433
"Abe's family moved from the Bahamas to Japan, so they had convert their money into Japanese yen and their checking account had 6359.0 yen, and he has spent 3485.0 yen since then.",They have 2874.0 yen left.,entailment,434
"Abe's family moved from the Bahamas to Japan, so they had convert their money into Japanese yen and their checking account had 6359.0 yen, and he has spent 3485.0 yen since then.",They have 2870.0 yen left.,contradiction,435
There are 5106.0 books in the Oak Grove school libraries and they donated 1986.0 to the public ibrary.,3120.0 books are left in the school libraries.,entailment,436
There are 5106.0 books in the Oak Grove school libraries and they donated 1986.0 to the public ibrary.,3124.0 books are left in the school libraries.,contradiction,437
There were originally 20817.0 houses in Lincoln County and there was a housing boom and now there are 97741.0 houses in the county.,76924.0 houses were built from the original to the present.,entailment,438
There were originally 20817.0 houses in Lincoln County and there was a housing boom and now there are 97741.0 houses in the county.,76923.0 houses were built from the original to the present.,contradiction,439
"A dust storm sweeps across the prairie and it covers 64535.0 acres of the prairie in the dust, and leaves 522.0 acres untouched.",65057.0 acres are in the prarie.,entailment,440
"A dust storm sweeps across the prairie and it covers 64535.0 acres of the prairie in the dust, and leaves 522.0 acres untouched.",65056.0 acres are in the prarie.,contradiction,441
"Each year, salmon travel upstream, going from the ocean to the rivers where they were born and this year, 712261.0 returned to their rivers, 259378.0 of which were female salmon.",452883.0 male salmon made the trip.,entailment,442
"Each year, salmon travel upstream, going from the ocean to the rivers where they were born and this year, 712261.0 returned to their rivers, 259378.0 of which were female salmon.",452882.0 male salmon made the trip.,contradiction,443
A bathing suit manufacturer has a supply of 14797.0 bathing suits in total and it has 4969.0 bathing suits for women.,9828.0 bathing suits are there for men.,entailment,444
A bathing suit manufacturer has a supply of 14797.0 bathing suits in total and it has 4969.0 bathing suits for women.,9832.0 bathing suits are there for men.,contradiction,445
The Richmond Tigers sold tickets last season and they sold 9570.0 tickets at the gate and then an additional 3867.0 tickets online.,13437.0 tickets were sold in total.,entailment,446
The Richmond Tigers sold tickets last season and they sold 9570.0 tickets at the gate and then an additional 3867.0 tickets online.,13434.0 tickets were sold in total.,contradiction,447
"A petri dish originally contained 600.0 bacteria and a scientist let the bacteria grow, and now there are 8917.0 more of them.",9517.0 bacteria are there now.,entailment,448
"A petri dish originally contained 600.0 bacteria and a scientist let the bacteria grow, and now there are 8917.0 more of them.",9513.0 bacteria are there now.,contradiction,449
"Molly is the owner of the Wafting Pie Company and her employees used 816.0 eggs to bake pumpkin pies this morning, and 1339.0 eggs this afternoon.",2155.0 eggs were used this day.,entailment,450
"Molly is the owner of the Wafting Pie Company and her employees used 816.0 eggs to bake pumpkin pies this morning, and 1339.0 eggs this afternoon.",2156.0 eggs were used this day.,contradiction,451
"A cell phone company has a total of 7422.0 customers across the world, and they get 723.0 more customers in the United States.",They will have 8145.0 total customers.,entailment,452
"A cell phone company has a total of 7422.0 customers across the world, and they get 723.0 more customers in the United States.",They will have 8144.0 total customers.,contradiction,453
A treasure hunter discovered a buried treasure chest filled with 5155.0 rubys and 45.0 diamonds.,5200.0 gems were there in total.,entailment,454
