sample_index,premise,hypothesis,golden_label,reference_label,completion
719,"1,250 people visited the zoo on Friday and 3 times as many people visited on Friday than on Saturday.",413.7 people visited the zoo on Saturday.,contradiction,contradiction,"people_friday_premise = 1250
people_saturday_hypothesis = 413.7

# the hypothesis refers to the number of people who visited on Saturday, which is also referenced in the premise
# compute the number of people who visited on Saturday in the premise
people_saturday_premise = people_friday_premise / 3
if people_saturday_hypothesis != people_saturday_premise:
    # check if the number of people who visited on Saturday in the hypothesis contradicts the number from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
599,Josh had 16.0 marbles in his collection and he found 7.0 more marbles.,He has 25.0 marbles now.,contradiction,contradiction,"marbles_initial_premise = 16.0
found_marbles_premise = 7.0
total_marbles_hypothesis = 25.0

# the hypothesis refers to the total number of marbles, which is also discussed in the premise
# compute the total number of marbles in the premise
total_marbles_premise = marbles_initial_premise + found_marbles_premise
if total_marbles_hypothesis != total_marbles_premise:
    # check if the total number of marbles in the hypothesis contradicts the total number of marbles from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
123,Lawrence walked 4.0 kilometers at 3.0 kilometers per hour.,Lawrence walked for 2.9 hours.,contradiction,contradiction,"distance_premise = 4.0
speed_premise = 3.0
time_hypothesis = 2.9

# the hypothesis refers to the time Lawrence walked, which can be computed from the premise
# compute the time it took Lawrence to walk in the premise
time_premise = distance_premise / speed_premise
if time_hypothesis != time_premise:
    # check if the time in the hypothesis contradicts the time computed from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
172,There are 40.0 boys and some girls on the playground and there are 117.0 children altogether.,77.0 girls are on the playground.,entailment,entailment,"boys_premise = 40.0
total_children_premise = 117.0
girls_hypothesis = 77.0

# the hypothesis refers to the number of girls on the playground, which can be calculated from the premise
# compute the number of girls in the premise
girls_premise = total_children_premise - boys_premise
if girls_hypothesis != girls_premise:
    # check if the number of girls in the hypothesis contradicts the number of girls from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
350,"In 1.0 week, an airplane pilot flew 1134.0 miles on Tuesday and 1475.0 miles on Thursday, and the pilot flies the same number of miles 3.0 weeks in a row.",The pilot flew 7827.0 miles.,entailment,entailment,"miles_tuesday_premise = 1134.0
miles_thursday_premise = 1475.0
weeks_premise = 3.0
total_miles_hypothesis = 7827.0

# the hypothesis refers to the total number of miles flown, which is also referenced in the premise
# compute the total number of miles flown in a week and then in 'weeks_premise' weeks in the premise
total_miles_week_premise = miles_tuesday_premise + miles_thursday_premise
total_miles_premise = total_miles_week_premise * weeks_premise

if total_miles_hypothesis != total_miles_premise:
    # check if the number of miles in the hypothesis contradicts the number of miles from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
210,There were 150.0 book shelves and each book shelf had 15.0 books.,2250.0 books were on the shelves.,entailment,entailment,"shelves_premise = 150.0
books_per_shelf_premise = 15.0
total_books_hypothesis = 2250.0

# the hypothesis refers to the total number of books, which are also mentioned in the premise
# compute the total number of books in the premise
total_books_premise = shelves_premise * books_per_shelf_premise
if total_books_hypothesis != total_books_premise:
    # check if the total number of books in the hypothesis contradicts the total number of books from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
301,"Luke had 47.0 pieces of clothing to wash and he put 17.0 of them in 1.0 load, but decided to split the rest into 5.0 equal loads.",10.0 pieces of clothing could go in each of the small loads.,contradiction,contradiction,"total_clothing_premise = 47.0
first_load_premise = 17.0
loads_premise = 5.0
load_clothing_hypothesis = 10.0

# the hypothesis refers to the number of clothes per load which can be calculated from the premise
# calculate the number of clothes left for the small loads in the premise
remaining_clothing_premise = total_clothing_premise - first_load_premise

# calculate how many clothes go into each of the small loads
clothes_per_load_premise = remaining_clothing_premise / loads_premise

if clothes_per_load_premise != load_clothing_hypothesis:
    # check if the number of clothes per load in the hypothesis contradicts the calculated number from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""
    
print(label)
"
241,A cereal box holds 18.0 cups of cereal and each serving is 2.0 cups.,8.0 servings are in the whole box.,contradiction,contradiction,"cereal_in_box_premise = 18.0
serving_size_premise = 2.0
number_of_servings_hypothesis = 8.0

# the hypothesis refers to the number of servings, which are also mentioned in the premise
# compute the total number of servings in the premise
total_servings_premise = cereal_in_box_premise / serving_size_premise
if number_of_servings_hypothesis != total_servings_premise:
    # check if the number of servings in the hypothesis contradicts the number of servings from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
146,Gino has 63.0 popsicle sticks and I have 50.0 popsicle sticks.,The sum of our popsicle sticks is 113.0.,entailment,entailment,"gino_sticks_premise = 63.0
my_sticks_premise = 50.0
total_sticks_hypothesis = 113.0

# the hypothesis refers to the total number of popsicle sticks, which are also mentioned in the premise
# compute the total number of popsicle sticks in the premise
total_sticks_premise = gino_sticks_premise + my_sticks_premise
if total_sticks_hypothesis != total_sticks_premise:
    # check if the total number of sticks in the hypothesis contradicts the total number of sticks from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
397,Fred had 7.0 dimes in his bank and his sister loaned Fred 3.0 more dimes.,Fred has 13.0 dimes now.,contradiction,contradiction,"dimes_premise = 7.0
loaned_dimes_premise = 3.0
total_dimes_hypothesis = 13.0

# the hypothesis refers to the total number of dimes, which are also mentioned in the premise
# compute the total number of dimes in the premise
total_dimes_premise = dimes_premise + loaned_dimes_premise
if total_dimes_hypothesis != total_dimes_premise:
    # check if the total number of dimes in the hypothesis contradicts the total number of dimes from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
204,A sandbox is 312.0 centimeters long and 146.0 centimeters wide.,The sandbox covers 45552.0 square centimeters of ground.,entailment,entailment,"length_sandbox_premise = 312.0
width_sandbox_premise = 146.0
area_sandbox_hypothesis = 45552.0

# the hypothesis mentions the area covered by the sandbox which is the product of its length and width
# compute the area of the sandbox using the premise
area_sandbox_premise = length_sandbox_premise * width_sandbox_premise
if area_sandbox_hypothesis != area_sandbox_premise:
    # check if the area of the sandbox in the hypothesis contradicts the area calculated from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
195,There were 58.0 geese and 37.0 ducks in the marsh.,92.0 birds were in the marsh.,contradiction,contradiction,"geese_premise = 58.0
ducks_premise = 37.0
total_birds_hypothesis = 92.0

# the hypothesis refers to the total number of birds, which are also mentioned in the premise
# compute the total number of birds in the premise
total_birds_premise = geese_premise + ducks_premise
if total_birds_hypothesis != total_birds_premise:
    # check if the total number of birds in the hypothesis contradicts the total number of birds from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
166,There were 28.0 girls and 35.0 boys on the playground at recess.,63.0 children were there in all.,entailment,entailment,"girls_premise = 28.0
boys_premise = 35.0
total_children_hypothesis = 63.0

# the hypothesis refers to the total number of children, which are also mentioned in the premise
# compute the total number of children in the premise
total_children_premise = girls_premise + boys_premise
if total_children_hypothesis != total_children_premise:
    # check if the total number of children in the hypothesis contradicts the total number of children from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
321,"There are 4.0 children in the classroom, each student will get 2.0 pencils.",The teacher will have to give out 3.0 pencils.,contradiction,contradiction,"children_premise = 4.0
pencils_per_child_premise = 2.0
total_pencils_hypothesis = 3.0

# the hypothesis refers to the total number of pencils given out, which can be calculated from the premise
# compute the total number of pencils in the premise
total_pencils_premise = children_premise * pencils_per_child_premise
if total_pencils_hypothesis != total_pencils_premise:
    # check if the total number of pencils in the hypothesis contradicts the total number of pencils from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
230,Lucy has an aquarium with 212.0 fish and she wants to buy 68.0 more fish.,Lucy would have 280.0 fish then.,entailment,entailment,"fish_in_aquarium_premise = 212.0
fish_to_buy_premise = 68.0
total_fish_hypothesis = 280.0

# the hypothesis refers to the total number of fish, which is also computed in the premise
# compute the total number of fish in the premise
total_fish_premise = fish_in_aquarium_premise + fish_to_buy_premise
if total_fish_hypothesis != total_fish_premise:
    # check if the total number of fish in the hypothesis contradicts the total number of fish from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
152,13.0 ducks are swimming in a lake and 20.0 more ducks come to join them.,33.0 ducks are swimming in the lake.,entailment,entailment,"ducks_initial_premise = 13.0
ducks_joining_premise = 20.0
total_ducks_hypothesis = 33.0

# the hypothesis refers to the total number of ducks, which is also mentioned in the premise
# find the total number of ducks in the premise
total_ducks_premise = ducks_initial_premise + ducks_joining_premise
if total_ducks_hypothesis != total_ducks_premise:
    # check if the total number of ducks in the hypothesis contradicts the total number of ducks in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
292,"Robin uploaded 35.0 pictures from her phone and 5.0 from her camera to facebook, and she sorted the pics into 5.0 different albums with the same amount of pics in each album.",8.0 pictures were in each of the albums.,entailment,entailment,"phone_pictures_premise = 35.0
camera_pictures_premise = 5.0
albums_premise = 5.0
pictures_per_album_hypothesis = 8.0

# the hypothesis refers to the number of pictures per album, which is also mentioned in the premise
# compute the total number of pictures in the premise
total_pictures_premise = phone_pictures_premise + camera_pictures_premise
# compute the number of pictures per album in the premise
pictures_per_album_premise = total_pictures_premise / albums_premise

if pictures_per_album_hypothesis != pictures_per_album_premise:
    # check if the number of pictures per album in the hypothesis contradicts the number from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
92,There are 47.0 eggs in a box and Harry takes 5.0 eggs.,42.0 eggs are left.,entailment,entailment,"total_eggs_premise = 47.0
taken_eggs_premise = 5.0
left_eggs_hypothesis = 42.0

# the hypothesis talks about the number of eggs left, which is related to the total number of eggs and the taken eggs in the premise
# compute the number of eggs left in the premise
left_eggs_premise = total_eggs_premise - taken_eggs_premise
if left_eggs_hypothesis != left_eggs_premise:
    # check if the number of eggs left in the hypothesis contradicts the number of eggs left from the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
30,Sally had 760.0 quarters in her bank and she spent 418.0 of her quarters.,She has 342.0 quarters now.,entailment,entailment,"quarters_initially_premise = 760.0
quarters_spent_premise = 418.0
quarters_now_hypothesis = 342.0

# the hypothesis refers to the number of quarters Sally has now, which is also mentioned in the premise
# compute the number of quarters left after spending in the premise
quarters_left_premise = quarters_initially_premise - quarters_spent_premise
if quarters_left_premise != quarters_now_hypothesis:
    # check if the number of quarters left in the hypothesis contradicts the number of quarters left from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
61,"Karin's science class weighed plastic rings for an experiment and they found that the orange ring weighed 0.08333333333333333 ounce, the purple ring weighed 0.3333333333333333 ounce, and the white ring weighed 0.4166666666666667 ounce.",The total weight of the plastic rings is 2.5.,contradiction,contradiction,"orange_ring_weight_premise = 0.08333333333333333
purple_ring_weight_premise = 0.3333333333333333
white_ring_weight_premise = 0.4166666666666667
total_weight_hypothesis = 2.5

# the hypothesis refers to the total weight of the rings, which are also mentioned in the premise
# compute the total weight of the rings in the premise
total_weight_premise = orange_ring_weight_premise + purple_ring_weight_premise + white_ring_weight_premise
if total_weight_hypothesis != total_weight_premise:
    # check if the total weight in the hypothesis contradicts the total weight from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
55,"A treasure hunter discovered a buried treasure chest filled with a total of 5155.0 gems and 45.0 of the gems were diamonds, and the rest were rubies.",5108.0 of the gems were rubies.,contradiction,contradiction,"total_gems_premise = 5155.0
diamonds_premise = 45.0
rubies_hypothesis = 5108.0

# the hypothesis refers to the number of rubies, which are also mentioned in the premise
# compute the total number of rubies in the premise
rubies_premise = total_gems_premise - diamonds_premise
if rubies_hypothesis != rubies_premise:
    # check if the number of rubies in the hypothesis contradicts the number of rubies from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
282,"Faye had 34.0 coloring books, and she gave away 3.0 of them but then bought 48.0 more.",She would have 79.0 coloring books total.,entailment,entailment,"initial_books_premise = 34.0
given_books_premise = 3.0
bought_books_premise = 48.0
total_books_hypothesis = 79.0

# the hypothesis refers to the total number of coloring books, which is also mentioned in the premise
# compute the total number of coloring books in the premise
total_books_premise = initial_books_premise - given_books_premise + bought_books_premise
if total_books_hypothesis != total_books_premise:
    # check if the total number of coloring books in the hypothesis contradicts the total from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
393,A restaurant serves 6.0 cakes during lunch and 9.0 during dinner today.,0.0 more cakes are served during dinner than lunch.,contradiction,contradiction,"cakes_lunch_premise = 6.0
cakes_dinner_premise = 9.0
cakes_difference_hypothesis = 0.0

# the hypothesis refers to the difference in the number of cakes served during dinner and lunch,
# which can be calculated from the values given in the premise
# calculate the difference in the number of cakes served during dinner and lunch in the premise
cakes_difference_premise = cakes_dinner_premise - cakes_lunch_premise
if cakes_difference_hypothesis != cakes_difference_premise:
    # check if the difference in the number of cakes in the hypothesis contradicts 
    # the difference in the number of cakes from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
271,"For Halloween Faye scored 47.0 pieces of candy and she ate 25.0 pieces the first night, and then her sister gave her 40.0 more pieces.",Faye has 65.0 pieces of candy now.,contradiction,contradiction,"scored_candy_premise = 47.0
ate_candy_premise = 25.0
received_candy_premise = 40.0
total_candy_hypothesis = 65.0

# the hypothesis refers to the number of candies, which are also mentioned in the premise
# compute the total number of candies in the premise
total_candy_premise = scored_candy_premise - ate_candy_premise + received_candy_premise
if total_candy_hypothesis != total_candy_premise:
    # check if the number of candies in the hypothesis contradicts the number of candies from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
331,The farmers reported that they harvest 45.0 sacks of apples from each of the 8.0 sections of the orchard daily.,361.0 sacks are harvested every day.,contradiction,contradiction,"sacks_per_section_premise = 45.0
sections_premise = 8.0
total_sacks_hypothesis = 361.0

# the hypothesis refers to the total number of sacks harvested daily, which can be computed from the premise
# compute the total number of sacks from the premise
total_sacks_premise = sacks_per_section_premise * sections_premise
if total_sacks_hypothesis != total_sacks_premise:
    # check if the total number of sacks in the hypothesis contradicts the total number of sacks from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
176,"Joe had 50.0 toy cars, and he gets 12.0 more cars.",He will have 62.0 cars then.,entailment,entailment,"initial_cars_premise = 50.0
received_cars_premise = 12.0
total_cars_hypothesis = 62.0

# the hypothesis refers to the total number of cars, which is also calculated in the premise
# compute the total number of cars in the premise
total_cars_premise = initial_cars_premise + received_cars_premise
if total_cars_hypothesis != total_cars_premise:
    # check if the total number of cars in the hypothesis contradicts the total number of cars from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
127,There are 6.0 birds and 3.0 nests.,There are 0.0 more birds than nests.,contradiction,contradiction,"birds_premise = 6.0
nests_premise = 3.0
birds_more_than_nests_hypothesis = 0.0

# the hypothesis refers to difference in the number of birds and nests, which are also referenced in the premise
# compute the difference between the number of birds and nests in the premise
birds_more_than_nests_premise = birds_premise - nests_premise
if birds_more_than_nests_hypothesis != birds_more_than_nests_premise:
    # check if the difference in the number of birds and nests in the hypothesis contradicts the difference in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
384,Jason picked 46.0 pears and Keith picked 47.0 pears from the pear tree and Mike ate 12.0 of those pears.,They have 81.0 pears left.,entailment,entailment,"pears_picked_jason = 46.0
pears_picked_keith = 47.0
pears_eaten_mike = 12.0
pears_left_hypothesis = 81.0

# the hypothesis refers to the number of pears left, which can be computed from the premise
# compute the total number of pears left in the premise
pears_left_premise = pears_picked_jason + pears_picked_keith - pears_eaten_mike
if pears_left_hypothesis != pears_left_premise:
    # check if the number of pears left in the hypothesis contradicts the number of pears left from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
155,Sandy had 26.0 pet fish and she bought 6.0 more fish.,Sandy has 27.0 pet fish now.,contradiction,contradiction,"initial_fish_premise = 26.0
bought_fish_premise = 6.0
total_fish_hypothesis = 27.0

# the hypothesis refers to the total number of pet fish, which are also mentioned in the premise
# compute the total number of fish in the premise
total_fish_premise = initial_fish_premise + bought_fish_premise
if total_fish_hypothesis != total_fish_premise:
    # check if the number of pet fish in the hypothesis contradicts the total number of pet fish from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
326,Sara got fast food for lunch and Sara spent $5.36 on a hotdog and $5.1 on a salad.,The total of the lunch bill is 10.46.,entailment,entailment,"hotdog_price_premise = 5.36
salad_price_premise = 5.1
total_bill_hypothesis = 10.46

# the hypothesis refers to the total of the lunch bill, which is also mentioned in the premise
# compute the total bill in the premise
total_bill_premise = hotdog_price_premise + salad_price_premise
if total_bill_hypothesis != total_bill_premise:
    # check if the total bill in the hypothesis contradicts the total bill from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
266,"Amy had 4.0 music files and 21.0 video files on her flash drive, and she deleted 23.0 of the files.",2.0 files were still on her flash drive.,entailment,entailment,"music_files_premise = 4.0
video_files_premise = 21.0
deleted_files_premise = 23.0
files_left_hypothesis = 2.0

# the hypothesis refers to the number of files, which are also mentioned in the premise
# compute the total number of files in the premise
total_files_premise = music_files_premise + video_files_premise

# compute the number of files left on the flash drive according to the premise
files_left_premise = total_files_premise - deleted_files_premise

if files_left_hypothesis != files_left_premise:
    # check if the number of files left in the hypothesis contradicts the number of files left from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
130,3.0 owls were sitting on the fence and 2.0 more owls joined them.,5.0 owls are on the fence now.,entailment,entailment,"sitting_owls_premise = 3.0
joined_owls_premise = 2.0
total_owls_hypothesis = 5.0

# the hypothesis refers to the total number of owls on the fence, which is also mentioned in the premise
# compute the total number of owls in the premise
total_owls_premise = sitting_owls_premise + joined_owls_premise
if total_owls_hypothesis != total_owls_premise:
    # check if the total number of owls in the hypothesis contradicts the total number of owls from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
161,Mrs. Sheridan has 22.0 fish and her sister gave her 47.0 more fish.,She has 72.0 fish now.,contradiction,contradiction,"fish_premise = 22.0
fish_received_premise = 47.0
total_fish_hypothesis = 72.0

# the hypothesis refers to the total number of fish, which are also mentioned in the premise
# compute the total number of fish in the premise
total_fish_premise = fish_premise + fish_received_premise
if total_fish_hypothesis != total_fish_premise:
    # check if the total number of fish in the hypothesis contradicts the total number of fish from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
203,A garden has 52.0 rows and 15.0 columns of bean plans.,783.0 plants are there in all.,contradiction,contradiction,"rows_premise = 52.0
columns_premise = 15.0
total_plants_hypothesis = 783.0

# the hypothesis refers to the total number of plants, which can be calculated from the rows and columns in the premise
# compute the total number of plants in the premise
total_plants_premise = rows_premise * columns_premise
if total_plants_hypothesis != total_plants_premise:
    # check if the total number of plants in the hypothesis contradicts the total number of plants from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
312,There are 43.0 pencils in the drawer and 19.0 pencils on the desk and Dan placed 16.0 more pencils on the desk.,78.0 pencils are now there in total.,entailment,entailment,"pencils_drawer_premise = 43.0
pencils_desk_premise = 19.0
pencils_added_desk_premise = 16.0
total_pencils_hypothesis = 78.0

# the hypothesis refers to the total number of pencils, which are also mentioned in the premise
# compute the total number of pencils in the premise
total_pencils_premise = pencils_drawer_premise + pencils_desk_premise + pencils_added_desk_premise
if total_pencils_hypothesis != total_pencils_premise:
    # check if the total number of pencils in the hypothesis contradicts the total number of pencils from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
76,"Dan spent $11.76 on a snake toy, and a cage cost him $14.54 and Dan also found a dollar bill on the ground.",The total cost of Dan's purchases is 26.3.,entailment,contradiction,"snake_toy_cost_premise = 11.76
cage_cost_premise = 14.54
found_money_premise = 1
total_cost_hypothesis = 26.3

# the hypothesis refers to the total cost of the purchases, which are also mentioned in the premise
# compute the total cost in the premise
total_cost_premise = snake_toy_cost_premise + cage_cost_premise - found_money_premise

if total_cost_hypothesis != total_cost_premise:
    # check if the total cost in the hypothesis contradicts the total cost from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
579,Marcus has 210.0 baseball cards and Carter gave him 58.0 more cards.,Marcus has 270.0 baseball cards now.,contradiction,contradiction,"cards_initially_premise = 210.0
cards_received_premise = 58.0
total_cards_hypothesis = 270.0

# the hypothesis refers to the total number of baseball cards, which is also mentioned in the premise
# compute the total number of baseball cards Marcus has in the premise
total_cards_premise = cards_initially_premise + cards_received_premise
if total_cards_hypothesis != total_cards_premise:
    # check if the total number of cards in the hypothesis contradicts the total number of cards from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
13,There are 11.0 rulers and 34.0 crayons in the drawer and Tim placed 14.0 rulers in the drawer.,29.0 rulers are now there in all.,contradiction,contradiction,"rulers_premise = 11.0
crayons_premise = 34.0
placed_rulers_premise = 14.0
total_rulers_hypothesis = 29.0

# the hypothesis refers to the number of rulers, which are also mentioned in the premise
# compute the total number of rulers in the premise
total_rulers_premise = rulers_premise + placed_rulers_premise
if total_rulers_hypothesis != total_rulers_premise:
    # check if the number of rulers in the hypothesis contradicts the number of rulers from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
538,Bobby had 26.0 pieces of candy and he ate 17.0 pieces of candy.,Bobby has 9.0 pieces of candy left.,entailment,entailment,"initial_candy_premise = 26.0
eaten_candy_premise = 17.0
remaining_candy_hypothesis = 9.0

# the hypothesis refers to the remaining number of candies, which are also mentioned in the premise
# compute the remaining number of candies in the premise
remaining_candy_premise = initial_candy_premise - eaten_candy_premise
if remaining_candy_hypothesis != remaining_candy_premise:
    # check if the remaining number of candies in the hypothesis contradicts the remaining number of candies from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
478,"Mike picked 7.0 apples, Nancy picked 3.0 apples, but Keith ate 6.0 apples and 4.0 pears, at the farm.",4.0 apples are left.,entailment,entailment,"mike_apples_premise = 7.0
nancy_apples_premise = 3.0
keith_apples_premise = 6.0
total_apples_hypothesis = 4.0

# the hypothesis refers to the total number of apples left, which can be computed from the premise
# compute the total number of apples in the premise
total_apples_premise = mike_apples_premise + nancy_apples_premise - keith_apples_premise
if total_apples_hypothesis != total_apples_premise:
    # check if the number of apples left in the hypothesis contradicts the number of apples left from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
37,A restaurant made 9.0 hamburgers to serve during lunch and only 3.0 were actually served.,3.0 hamburgers were left over from lunch.,contradiction,contradiction,"made_hamburgers_premise = 9.0
served_hamburgers_premise = 3.0
leftover_hamburgers_hypothesis = 3.0

# the hypothesis refers to the number of leftover hamburgers, which are also mentioned in the premise
# compute the number of leftover hamburgers from the premise
leftover_hamburgers_premise = made_hamburgers_premise - served_hamburgers_premise
if leftover_hamburgers_hypothesis != leftover_hamburgers_premise:
    # check if the number of leftover hamburgers in the hypothesis contradicts the number of leftover hamburgers from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
95,There are 3.0 eggs in each box.,2.0 eggs are in 2.0 boxes.,contradiction,contradiction,"eggs_per_box_premise = 3.0
eggs_hypothesis = 2.0
boxes_hypothesis = 2.0

# the hypothesis refers to the number of eggs in boxes, which is also mentioned in the premise
# compute the total number of eggs in the hypothesis
total_eggs_hypothesis = eggs_hypothesis * boxes_hypothesis
if eggs_per_box_premise != total_eggs_hypothesis / boxes_hypothesis:
    # check if the number of eggs per box in the hypothesis contradicts the number of eggs per box from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
171,Josh had 142.0 pencils and he gave 31.0 pencils to Dorothy.,Josh has 106.0 pencils left.,contradiction,contradiction,"pencils_premise = 142.0
given_pencils_premise = 31.0
left_pencils_hypothesis = 106.0

# the hypothesis refers to the number of pencils left, which can be computed from the premise
# compute the number of pencils left in the premise
left_pencils_premise = pencils_premise - given_pencils_premise
if left_pencils_hypothesis != left_pencils_premise:
    # check if the number of pencils left in the hypothesis contradicts the number of pencils left from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""    

print(label)
"
285,"At the arcade Cody won 49.0 tickets, and he spent 25.0 tickets on a beanie and later won 6.0 more tickets.",He would have 28.0 tickets.,contradiction,contradiction,"won_tickets_premise = 49.0
spent_tickets_premise = 25.0
later_won_tickets_premise = 6.0
total_tickets_hypothesis = 28.0

# the hypothesis refers to the number of tickets Cody would have left, which are mentioned in the premise
# compute the total number of tickets Cody would have in the premise
total_tickets_premise = won_tickets_premise - spent_tickets_premise + later_won_tickets_premise
if total_tickets_hypothesis != total_tickets_premise:
    # check if the number of tickets in the hypothesis contradicts the number of tickets from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
