sample_index,label,error_message,golden_label
2455,neutral,,neutral
2404,entailment,,neutral
2139,entailment,,entailment
2079,entailment,,entailment
2168,contradiction,,contradiction
2028,contradiction,,entailment
1975,neutral,,neutral
1835,contradiction,,contradiction
1924,entailment,,neutral
1864,neutral,,neutral
1897,neutral,,neutral
1986,entailment,,entailment
1850,contradiction,,contradiction
1910,entailment,,contradiction
1801,neutral,,neutral
1941,entailment,,entailment
2489,contradiction,,contradiction
2116,entailment,,neutral
2287,entailment,,neutral
2056,neutral,,neutral
2147,contradiction,,contradiction
2007,entailment,,entailment
2396,contradiction,,contradiction
2225,neutral,,contradiction
2365,entailment,,neutral
2274,entailment,,entailment
2334,entailment,,entailment
2033,entailment,,contradiction
2173,neutral,,neutral
2062,entailment,,neutral
2122,neutral,,neutral
2091,entailment,,entailment
2300,contradiction,,contradiction
2240,contradiction,,contradiction
2351,contradiction,,contradiction
2180,entailment,,contradiction
2211,entailment,,entailment
2201,contradiction,,contradiction
2190,entailment,,entailment
2341,entailment,,neutral
2250,entailment,,entailment
2310,entailment,,entailment
2081,contradiction,,contradiction
2132,contradiction,,contradiction
2072,contradiction,,contradiction
2163,entailment,,entailment
2023,entailment,,neutral
2324,contradiction,,contradiction
2264,contradiction,,contradiction
2375,contradiction,,contradiction
2235,entailment,,entailment
2386,entailment,,neutral
2017,contradiction,,neutral
2157,neutral,,entailment
2046,entailment,,entailment
2297,contradiction,,contradiction
2106,entailment,,entailment
2499,entailment,,entailment
1951,entailment,,neutral
1811,contradiction,,contradiction
1900,entailment,,neutral
1840,neutral,,neutral
1996,contradiction,,neutral
1887,entailment,,entailment
1874,contradiction,,contradiction
1934,contradiction,,contradiction
1825,neutral,,neutral
1965,entailment,,entailment
1805,contradiction,,contradiction
1945,neutral,,neutral
1854,entailment,,entailment
1914,entailment,,entailment
1920,neutral,,entailment
1860,entailment,,entailment
1971,entailment,,entailment
1831,entailment,,neutral
1982,contradiction,,contradiction
1893,contradiction,,entailment
2066,contradiction,,contradiction
2126,contradiction,,contradiction
2037,entailment,,entailment
2177,contradiction,,contradiction
2355,entailment,,entailment
2215,entailment,,neutral
2184,neutral,,entailment
2304,entailment,,entailment
2095,neutral,,neutral
2244,entailment,,entailment
2143,entailment,,neutral
2392,neutral,,neutral
2003,contradiction,,contradiction
2283,entailment,,entailment
2112,entailment,,entailment
2052,entailment,,entailment
2270,contradiction,,contradiction
2330,entailment,,contradiction
2221,neutral,,neutral
2361,neutral,,entailment
2371,entailment,,neutral
2231,contradiction,,contradiction
2320,entailment,,neutral
2260,neutral,,neutral
2042,contradiction,,contradiction
2102,contradiction,,contradiction
2293,neutral,,neutral
2013,entailment,,entailment
2382,entailment,,entailment
2153,entailment,,contradiction
2254,entailment,,neutral
2085,entailment,,entailment
2314,neutral,,neutral
2194,neutral,,neutral
2205,contradiction,,entailment
2345,contradiction,,contradiction
2167,neutral,,neutral
2027,neutral,,contradiction
2136,entailment,,entailment
2076,entailment,,entailment
1883,contradiction,,contradiction
1992,neutral,,entailment
1821,entailment,,entailment
1961,contradiction,,contradiction
1870,entailment,,neutral
1930,contradiction,,neutral
1904,contradiction,,contradiction
1844,neutral,,contradiction
1955,neutral,,contradiction
1815,neutral,,entailment
1804,neutral,,neutral
1944,entailment,,entailment
1855,entailment,,neutral
1915,entailment,,neutral
1921,entailment,,neutral
1861,neutral,,neutral
1970,contradiction,,contradiction
1830,entailment,,entailment
1983,entailment,,entailment
1892,contradiction,,contradiction
2067,entailment,,entailment
2127,neutral,,entailment
2036,contradiction,,contradiction
2176,entailment,,neutral
2354,contradiction,,contradiction
2185,neutral,,neutral
2214,neutral,,entailment
2094,entailment,,entailment
2305,entailment,,neutral
2245,entailment,,neutral
2142,entailment,,entailment
2002,neutral,,neutral
2393,contradiction,,contradiction
2113,neutral,,neutral
2282,neutral,,contradiction
2053,neutral,,neutral
2271,entailment,,entailment
2331,entailment,,entailment
2220,entailment,,entailment
2360,contradiction,,contradiction
2370,entailment,,entailment
2230,entailment,,neutral
2321,contradiction,,contradiction
2261,contradiction,,contradiction
2043,neutral,,entailment
2292,entailment,,entailment
2103,entailment,,entailment
2383,entailment,,neutral
2012,neutral,,contradiction
2152,entailment,,neutral
2255,contradiction,,contradiction
2315,contradiction,,contradiction
2084,contradiction,,contradiction
2204,contradiction,,contradiction
2195,contradiction,,contradiction
2344,neutral,,neutral
2166,entailment,,entailment
2026,neutral,,neutral
2137,neutral,,neutral
2077,entailment,,neutral
1882,neutral,,neutral
1993,neutral,,neutral
1820,contradiction,,contradiction
1960,neutral,,neutral
1871,contradiction,,contradiction
1931,contradiction,,contradiction
1905,entailment,,entailment
1845,neutral,,entailment
1954,neutral,,neutral
1814,contradiction,,contradiction
1974,entailment,,entailment
1834,neutral,,neutral
1925,contradiction,,contradiction
1865,entailment,,contradiction
1896,entailment,,entailment
1987,neutral,,neutral
1851,entailment,,entailment
1911,entailment,,entailment
1800,entailment,,entailment
1940,contradiction,,contradiction
2488,entailment,,neutral
2286,entailment,,entailment
2117,contradiction,,contradiction
2057,contradiction,,contradiction
2146,neutral,,neutral
2397,entailment,,entailment
2006,contradiction,,contradiction
2224,neutral,,neutral
2364,contradiction,,entailment
2275,neutral,,neutral
2335,neutral,,neutral
2032,entailment,,neutral
2172,entailment,,entailment
2063,contradiction,,contradiction
2123,contradiction,,contradiction
2301,entailment,,entailment
2090,contradiction,,contradiction
2241,entailment,,entailment
2350,entailment,,neutral
2210,neutral,,contradiction
2181,entailment,,entailment
2191,entailment,,neutral
2200,neutral,,neutral
2340,neutral,,entailment
2251,entailment,,neutral
2080,neutral,,neutral
2311,neutral,,neutral
2133,entailment,,entailment
2073,entailment,,entailment
2162,contradiction,,contradiction
2022,entailment,,entailment
2325,entailment,,entailment
2265,entailment,,entailment
2374,neutral,,neutral
2234,contradiction,,contradiction
2016,contradiction,,entailment
2387,contradiction,,contradiction
2156,neutral,,contradiction
2047,entailment,,neutral
2107,neutral,,neutral
2296,neutral,,neutral
2498,neutral,,contradiction
1950,neutral,,entailment
1810,neutral,,neutral
1901,neutral,,contradiction
1841,contradiction,,contradiction
1997,contradiction,,contradiction
1886,contradiction,,contradiction
1875,neutral,,entailment
1935,entailment,,entailment
1824,neutral,,entailment
1964,neutral,,contradiction
1856,contradiction,,contradiction
1916,entailment,,contradiction
1807,entailment,,neutral
1947,entailment,,entailment
1891,entailment,,neutral
1980,entailment,,entailment
2419,neutral,,neutral
1973,contradiction,,contradiction
1833,entailment,,entailment
1922,entailment,,contradiction
2448,entailment,,entailment
1862,contradiction,,contradiction
2306,contradiction,,contradiction
2097,entailment,,entailment
2246,neutral,,contradiction
2357,neutral,,contradiction
2217,entailment,,entailment
2186,neutral,,contradiction
2035,neutral,,neutral
2175,entailment,,entailment
2064,entailment,,entailment
2124,entailment,,entailment
2223,neutral,,entailment
2363,contradiction,,contradiction
2272,entailment,,neutral
2332,entailment,,neutral
2281,neutral,,neutral
2110,entailment,,neutral
2050,neutral,,neutral
2141,entailment,,contradiction
2390,contradiction,,contradiction
2001,contradiction,,entailment
2011,neutral,,neutral
2380,neutral,,neutral
2151,entailment,,entailment
2040,entailment,,entailment
2100,contradiction,,entailment
2291,entailment,,contradiction
2322,entailment,,entailment
2262,entailment,,entailment
2373,entailment,,entailment
2233,entailment,,neutral
2134,entailment,,neutral
2074,entailment,,neutral
2165,contradiction,,contradiction
2025,entailment,,entailment
2196,contradiction,,entailment
2207,contradiction,,contradiction
2347,entailment,,neutral
2256,contradiction,,entailment
2087,contradiction,,contradiction
2316,neutral,,entailment
1872,entailment,,entailment
2458,entailment,,neutral
1932,entailment,,entailment
1823,contradiction,,contradiction
1963,entailment,,neutral
2409,entailment,,entailment
1881,entailment,,entailment
1957,neutral,,neutral
1817,contradiction,,contradiction
1906,neutral,,neutral
1846,entailment,,neutral
1984,entailment,,neutral
1895,contradiction,,contradiction
1926,entailment,,entailment
1866,entailment,,entailment
1977,entailment,,entailment
1837,neutral,,neutral
1803,entailment,,entailment
2429,neutral,,contradiction
1943,contradiction,,contradiction
1852,neutral,,neutral
1912,contradiction,,neutral
2478,entailment,,entailment
2276,entailment,,contradiction
2336,contradiction,,contradiction
2227,contradiction,,neutral
2367,entailment,,entailment
2145,entailment,,entailment
2005,entailment,,neutral
2394,entailment,,entailment
2114,neutral,,contradiction
2285,contradiction,,contradiction
2054,contradiction,,contradiction
2353,entailment,,neutral
2182,entailment,,neutral
2213,contradiction,,contradiction
2093,contradiction,,contradiction
2302,neutral,,neutral
2242,neutral,,neutral
2060,contradiction,,contradiction
2120,entailment,,contradiction
2031,entailment,,entailment
2171,neutral,,contradiction
2161,entailment,,neutral
2021,neutral,,contradiction
2130,entailment,,entailment
2070,contradiction,,entailment
2252,contradiction,,contradiction
2312,contradiction,,contradiction
2083,neutral,,neutral
2203,neutral,,neutral
2192,contradiction,,contradiction
2343,entailment,,entailment
2044,entailment,,neutral
2295,entailment,,entailment
2104,entailment,,neutral
2384,neutral,,contradiction
2015,neutral,,contradiction
2155,entailment,,neutral
2377,entailment,,neutral
2237,contradiction,,contradiction
2326,entailment,,neutral
2266,neutral,,neutral
2468,contradiction,,contradiction
1902,entailment,,entailment
1842,entailment,,entailment
1953,entailment,,entailment
2439,entailment,,entailment
1813,entailment,,neutral
1827,entailment,,entailment
1967,contradiction,,contradiction
1876,entailment,,neutral
1936,neutral,,neutral
1885,entailment,,neutral
1994,neutral,,contradiction
1985,neutral,,contradiction
1894,entailment,,neutral
1927,neutral,,neutral
1867,neutral,,neutral
1976,contradiction,,contradiction
1836,entailment,,entailment
1802,neutral,,contradiction
1942,neutral,,neutral
2428,entailment,,neutral
1853,contradiction,,contradiction
2479,entailment,,neutral
1913,contradiction,,contradiction
2277,entailment,,entailment
2337,entailment,,entailment
2226,contradiction,,entailment
2366,neutral,,contradiction
2144,contradiction,,contradiction
2395,entailment,,neutral
2004,neutral,,entailment
2284,entailment,,neutral
2115,entailment,,entailment
2055,entailment,,entailment
2352,entailment,,entailment
2212,entailment,,neutral
2183,neutral,,contradiction
2303,entailment,,contradiction
2092,neutral,,neutral
2243,contradiction,,contradiction
2061,entailment,,entailment
2121,entailment,,entailment
2030,contradiction,,contradiction
2170,neutral,,neutral
2160,entailment,,entailment
2020,entailment,,neutral
2131,entailment,,neutral
2071,neutral,,neutral
2253,neutral,,entailment
2082,entailment,,entailment
2313,neutral,,entailment
2193,entailment,,entailment
2202,entailment,,entailment
2342,neutral,,contradiction
2045,contradiction,,contradiction
2105,contradiction,,contradiction
2294,contradiction,,contradiction
2014,entailment,,neutral
2385,entailment,,entailment
2154,entailment,,entailment
2376,entailment,,entailment
2236,neutral,,neutral
2327,contradiction,,contradiction
2267,contradiction,,contradiction
1903,neutral,,neutral
2469,error,"Traceback (most recent call last):
  File ""/Users/ioanamazilu/PycharmProjects/quant_nli/data/generated/StressTest/gpt4-2examples/sample_2469.py"", line 24, in <module>
    print(entailment_or_contradiction_or_neutral(drive_hours_at_50mph_premise, drive_hours_at_60mph_premise, max_drive_hours_at_50mph_hypothesis, drive_hours_at_60mph_hypothesis))
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/ioanamazilu/PycharmProjects/quant_nli/data/generated/StressTest/gpt4-2examples/sample_2469.py"", line 15, in entailment_or_contradiction_or_neutral
    if (drive_hours_at_50mph_hypothesis > drive_hours_at_50mph_premise) or (drive_hours_at_60mph_hypothesis > drive_hours_at_60mph_premise):
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
NameError: name 'drive_hours_at_50mph_hypothesis' is not defined. Did you mean: 'drive_hours_at_60mph_hypothesis'?",entailment
1843,neutral,,neutral
2438,contradiction,,contradiction
1952,neutral,,contradiction
1812,entailment,,entailment
1826,contradiction,,contradiction
1966,neutral,,neutral
1877,contradiction,,contradiction
1937,neutral,,contradiction
1884,entailment,,entailment
1995,entailment,,entailment
1857,entailment,,entailment
1917,entailment,,entailment
1806,entailment,,entailment
1946,contradiction,,contradiction
1890,entailment,,entailment
1981,entailment,,neutral
1972,neutral,,neutral
2418,entailment,,entailment
1832,contradiction,,contradiction
2449,neutral,,neutral
1923,entailment,,entailment
1863,entailment,,entailment
2096,contradiction,,contradiction
2307,entailment,,entailment
2247,entailment,,entailment
2356,neutral,,neutral
2187,entailment,,entailment
2216,contradiction,,contradiction
2034,entailment,,entailment
2174,contradiction,,contradiction
2065,entailment,,neutral
2125,neutral,,neutral
2222,contradiction,,contradiction
2362,neutral,,neutral
2273,contradiction,,contradiction
2333,contradiction,,contradiction
2111,neutral,,contradiction
2280,entailment,,entailment
2051,neutral,,contradiction
2140,neutral,,neutral
2000,contradiction,,contradiction
2391,entailment,,entailment
2381,contradiction,,contradiction
2010,entailment,,entailment
2150,neutral,,contradiction
2041,neutral,,neutral
2290,entailment,,neutral
2101,entailment,,neutral
2323,entailment,,neutral
2263,neutral,,neutral
2372,contradiction,,contradiction
2232,entailment,,entailment
2135,contradiction,,contradiction
2075,contradiction,,contradiction
2164,neutral,,neutral
2024,neutral,,contradiction
2206,entailment,,neutral
2197,entailment,,neutral
2346,contradiction,,entailment
2257,entailment,,neutral
2317,contradiction,,neutral
2086,neutral,,neutral
1873,neutral,,neutral
1933,neutral,,neutral
2459,contradiction,,contradiction
1822,entailment,,neutral
2408,contradiction,,contradiction
1962,entailment,,entailment
1991,contradiction,,contradiction
1880,contradiction,,contradiction
1956,entailment,,entailment
1816,neutral,,neutral
1907,contradiction,,contradiction
1847,contradiction,,contradiction
2229,entailment,,entailment
2369,contradiction,,contradiction
2278,neutral,,neutral
2476,neutral,,neutral
2427,entailment,,entailment
2485,entailment,,neutral
2413,entailment,,neutral
1979,contradiction,,contradiction
1839,entailment,,entailment
1928,contradiction,,contradiction
2442,entailment,,entailment
1868,neutral,,contradiction
1878,entailment,,entailment
2452,entailment,,neutral
1938,contradiction,,entailment
1829,contradiction,,contradiction
1969,entailment,,neutral
2403,entailment,,entailment
2495,contradiction,,contradiction
2437,neutral,,neutral
2466,entailment,,entailment
2328,entailment,,entailment
2268,entailment,,entailment
2379,entailment,,entailment
2239,neutral,,neutral
2359,entailment,,neutral
2219,entailment,,contradiction
2188,entailment,,neutral
2308,entailment,,neutral
2099,contradiction,,contradiction
2248,neutral,,neutral
2446,neutral,,neutral
2417,neutral,,contradiction
1809,entailment,,entailment
2423,contradiction,,contradiction
1949,contradiction,,contradiction
1858,entailment,,neutral
1918,entailment,,neutral
2472,entailment,,entailment
2481,entailment,,entailment
2491,neutral,,neutral
2462,contradiction,,contradiction
1908,contradiction,,entailment
1848,entailment,,entailment
1959,entailment,,entailment
2433,neutral,,entailment
1819,neutral,,neutral
2407,neutral,,neutral
2456,entailment,,contradiction
2258,contradiction,,contradiction
2089,entailment,,neutral
2318,neutral,,contradiction
2198,neutral,,contradiction
2209,entailment,,neutral
2349,contradiction,,entailment
2358,entailment,,entailment
2189,contradiction,,contradiction
2218,neutral,,neutral
2098,entailment,,neutral
2309,contradiction,,contradiction
2249,neutral,,contradiction
2447,contradiction,,contradiction
2416,entailment,,neutral
1808,neutral,,contradiction
1948,neutral,,neutral
2422,entailment,,neutral
1859,contradiction,,contradiction
2473,entailment,,neutral
1919,contradiction,,contradiction
2480,contradiction,,contradiction
2490,entailment,,entailment
1909,entailment,,neutral
2463,entailment,,entailment
1849,entailment,,neutral
2432,contradiction,,contradiction
1958,contradiction,,contradiction
1818,entailment,,entailment
2406,entailment,,entailment
2457,entailment,,entailment
2259,entailment,,entailment
2319,entailment,,entailment
2088,entailment,,entailment
2208,entailment,,entailment
2199,entailment,,entailment
2348,contradiction,,contradiction
2228,contradiction,,contradiction
2368,entailment,,neutral
2279,neutral,,contradiction
2339,contradiction,,contradiction
2477,neutral,,contradiction
2426,entailment,,contradiction
2484,contradiction,,entailment
1978,entailment,,neutral
2412,contradiction,,entailment
1838,contradiction,,contradiction
2443,neutral,,neutral
1929,neutral,,entailment
1869,entailment,,entailment
1879,neutral,,neutral
1939,entailment,,neutral
2453,contradiction,,contradiction
1828,neutral,,neutral
2402,neutral,,contradiction
1968,entailment,,entailment
2494,neutral,,neutral
2436,entailment,,entailment
2467,neutral,,neutral
2329,entailment,,neutral
2269,neutral,,neutral
2378,contradiction,,contradiction
2238,entailment,,entailment
3143,neutral,,contradiction
3003,entailment,,entailment
3392,contradiction,,contradiction
3112,entailment,,neutral
3283,neutral,,neutral
3052,neutral,,neutral
3270,entailment,,entailment
3330,entailment,,entailment
3221,contradiction,,contradiction
3361,entailment,,neutral
3066,entailment,,entailment
3126,entailment,,entailment
3037,neutral,,neutral
3177,entailment,,entailment
3355,entailment,,neutral
3184,neutral,,neutral
3215,contradiction,,contradiction
3095,contradiction,,contradiction
3304,entailment,,neutral
3244,contradiction,,neutral
2726,entailment,,contradiction
2825,contradiction,,contradiction
2965,neutral,,neutral
2666,contradiction,,contradiction
2777,entailment,,contradiction
2874,entailment,,entailment
2934,entailment,,entailment
2637,entailment,,entailment
2887,entailment,,neutral
2784,entailment,,entailment
2555,contradiction,,contradiction
2695,neutral,,neutral
2504,contradiction,,contradiction
2996,neutral,,contradiction
2900,contradiction,,contradiction
2603,contradiction,,contradiction
2592,entailment,,entailment
2743,neutral,,neutral
2840,contradiction,,contradiction
2951,contradiction,,contradiction
2652,neutral,,entailment
2712,entailment,,entailment
2811,contradiction,,entailment
2530,entailment,,neutral
2561,contradiction,,contradiction
2571,entailment,,entailment
2520,entailment,,entailment
2702,contradiction,,contradiction
2801,entailment,,contradiction
2941,neutral,,neutral
2642,neutral,,contradiction
2753,contradiction,,contradiction
2850,entailment,,entailment
2910,neutral,,entailment
2582,neutral,,contradiction
2613,contradiction,,entailment
2514,neutral,,entailment
2685,entailment,,entailment
2986,entailment,,neutral
2545,entailment,,neutral
2794,entailment,,neutral
2924,contradiction,,contradiction
2627,contradiction,,contradiction
2767,neutral,,neutral
2864,contradiction,,contradiction
2975,neutral,,contradiction
2676,neutral,,entailment
2736,entailment,,entailment
2835,entailment,,entailment
3254,entailment,,contradiction
3314,entailment,,contradiction
3085,entailment,,neutral
3205,entailment,,neutral
3194,contradiction,,contradiction
3345,entailment,,entailment
3167,contradiction,,contradiction
3027,entailment,,entailment
3136,neutral,,neutral
3076,entailment,,neutral
3371,contradiction,,contradiction
3231,entailment,,entailment
3320,contradiction,,contradiction
3260,entailment,,contradiction
3042,entailment,,entailment
3293,contradiction,,contradiction
3102,entailment,,entailment
3382,entailment,,neutral
3013,entailment,,neutral
3153,entailment,,entailment
3033,entailment,,entailment
3173,contradiction,,contradiction
3062,contradiction,,contradiction
3122,neutral,,contradiction
3300,entailment,,entailment
3091,neutral,,neutral
3240,entailment,,entailment
3351,entailment,,entailment
3211,entailment,,neutral
3180,entailment,,entailment
3287,contradiction,,contradiction
3116,contradiction,,contradiction
3056,entailment,,contradiction
3147,entailment,,entailment
3396,entailment,,entailment
3007,neutral,,neutral
3225,entailment,,entailment
3365,entailment,,contradiction
3274,entailment,,neutral
3334,neutral,,neutral
2656,entailment,,neutral
2955,entailment,,entailment
2815,neutral,,neutral
2716,entailment,,neutral
2596,neutral,,neutral
2607,contradiction,,entailment
2904,entailment,,entailment
2844,entailment,,entailment
2747,contradiction,,contradiction
2565,entailment,,entailment
2534,contradiction,,contradiction
3489,contradiction,,entailment
2870,contradiction,,contradiction
2773,entailment,,neutral
2633,contradiction,,contradiction
2930,contradiction,,contradiction
2821,neutral,,neutral
2722,entailment,,neutral
2662,neutral,,neutral
2961,entailment,,entailment
2992,entailment,,neutral
2500,neutral,,neutral
2691,entailment,,entailment
2780,contradiction,,contradiction
2883,entailment,,entailment
2551,neutral,,neutral
2541,entailment,,entailment
2790,neutral,,entailment
2893,entailment,,neutral
2982,contradiction,,entailment
2681,entailment,,contradiction
2510,contradiction,,contradiction
2672,neutral,,contradiction
2971,entailment,,neutral
2831,contradiction,,contradiction
2732,contradiction,,contradiction
2623,entailment,,neutral
2920,neutral,,neutral
2860,entailment,,neutral
2763,entailment,,entailment
3499,entailment,,neutral
2524,neutral,,neutral
2575,neutral,,neutral
2854,entailment,,neutral
2757,contradiction,,entailment
2617,neutral,,neutral
2586,contradiction,,entailment
2914,neutral,,neutral
2805,entailment,,entailment
2706,entailment,,entailment
2646,entailment,,entailment
2945,contradiction,,contradiction
3324,entailment,,entailment
3264,entailment,,entailment
3375,entailment,,entailment
3235,neutral,,neutral
3017,contradiction,,contradiction
3386,contradiction,,contradiction
3157,neutral,,neutral
3046,neutral,,neutral
3106,entailment,,neutral
3297,entailment,,entailment
3190,neutral,,neutral
3201,neutral,,entailment
3341,contradiction,,contradiction
3250,neutral,,neutral
3081,neutral,,entailment
3310,entailment,,neutral
3132,entailment,,entailment
3072,entailment,,entailment
3163,neutral,,neutral
3023,contradiction,,contradiction
3032,contradiction,,contradiction
3172,entailment,,neutral
3063,entailment,,entailment
3123,neutral,,entailment
3090,entailment,,entailment
3301,neutral,,neutral
3241,neutral,,neutral
3350,neutral,,contradiction
3181,neutral,,neutral
3210,entailment,,entailment
3117,entailment,,entailment
3286,entailment,,neutral
3057,neutral,,entailment
3146,neutral,,contradiction
3006,entailment,,entailment
3397,entailment,,neutral
3224,contradiction,,contradiction
3364,neutral,,neutral
3275,neutral,,contradiction
3335,contradiction,,contradiction
2954,contradiction,,contradiction
2657,contradiction,,contradiction
2717,contradiction,,contradiction
2814,entailment,,entailment
2905,neutral,,neutral
2606,contradiction,,contradiction
2597,neutral,,contradiction
2746,neutral,,neutral
2845,neutral,,neutral
2564,contradiction,,contradiction
2535,contradiction,,entailment
3488,contradiction,,contradiction
2772,entailment,,entailment
2871,entailment,,entailment
2931,entailment,,entailment
2632,neutral,,neutral
2723,contradiction,,contradiction
2820,entailment,,entailment
2960,contradiction,,contradiction
2663,entailment,,contradiction
2690,neutral,,contradiction
2501,contradiction,,contradiction
2993,contradiction,,contradiction
2882,contradiction,,contradiction
2781,entailment,,entailment
2550,neutral,,entailment
2540,contradiction,,contradiction
2892,entailment,,entailment
2791,entailment,,neutral
2511,entailment,,entailment
2680,entailment,,neutral
2983,neutral,,neutral
2970,entailment,,entailment
2673,entailment,,entailment
2733,entailment,,entailment
2830,entailment,,neutral
2921,contradiction,,contradiction
2622,entailment,,entailment
2762,entailment,,contradiction
2861,entailment,,contradiction
3498,entailment,,entailment
2525,entailment,,contradiction
2574,entailment,,entailment
2756,neutral,,contradiction
2855,neutral,,contradiction
2915,entailment,,contradiction
2587,contradiction,,neutral
2616,entailment,,entailment
2707,neutral,,neutral
2804,entailment,,contradiction
2944,neutral,,neutral
2647,neutral,,neutral
3325,entailment,,neutral
3265,entailment,,neutral
3374,contradiction,,contradiction
3234,entailment,,entailment
3387,entailment,,entailment
3016,entailment,,neutral
3156,entailment,,entailment
3047,contradiction,,contradiction
3296,contradiction,,contradiction
3107,contradiction,,contradiction
3200,neutral,,contradiction
3191,contradiction,,contradiction
3340,neutral,,neutral
3251,entailment,,contradiction
3311,contradiction,,contradiction
3080,neutral,,contradiction
3133,neutral,,neutral
3073,neutral,,neutral
3162,entailment,,entailment
3022,entailment,,neutral
3142,entailment,,neutral
3393,entailment,,entailment
3002,neutral,,contradiction
3282,entailment,,entailment
3113,contradiction,,contradiction
3053,contradiction,,contradiction
3271,neutral,,neutral
3331,neutral,,neutral
3220,entailment,,neutral
3360,entailment,,entailment
3067,entailment,,neutral
3127,neutral,,neutral
3036,entailment,,entailment
3176,neutral,,contradiction
3354,entailment,,entailment
3214,entailment,,neutral
3185,contradiction,,contradiction
3305,contradiction,,contradiction
3094,entailment,,neutral
3245,contradiction,,contradiction
2824,neutral,,neutral
2727,entailment,,entailment
2667,entailment,,entailment
2964,entailment,,entailment
2875,neutral,,neutral
2776,neutral,,neutral
2636,contradiction,,contradiction
2935,entailment,,neutral
2785,entailment,,neutral
2886,entailment,,entailment
2554,neutral,,neutral
2997,entailment,,entailment
2505,entailment,,entailment
2694,entailment,,entailment
2593,neutral,,neutral
2602,contradiction,,neutral
2901,entailment,,entailment
2841,entailment,,entailment
2742,entailment,,entailment
2653,entailment,,neutral
2950,neutral,,neutral
2810,entailment,,contradiction
2713,neutral,,neutral
2531,entailment,,contradiction
2560,entailment,,neutral
2570,contradiction,,contradiction
2521,neutral,,neutral
2800,entailment,,neutral
2703,contradiction,,entailment
2643,entailment,,entailment
2940,entailment,,entailment
2851,neutral,,neutral
2752,entailment,,neutral
2612,contradiction,,contradiction
2583,entailment,,entailment
2911,entailment,,neutral
2987,contradiction,,contradiction
2684,contradiction,,contradiction
2515,entailment,,neutral
2544,entailment,,entailment
2795,contradiction,,contradiction
2896,entailment,,neutral
2626,entailment,,neutral
2925,entailment,,entailment
2865,entailment,,entailment
2766,entailment,,entailment
2677,contradiction,,neutral
2974,neutral,,neutral
2834,neutral,,contradiction
2737,entailment,,neutral
3255,contradiction,,entailment
3084,entailment,,entailment
3315,entailment,,entailment
3195,neutral,,entailment
3204,neutral,,entailment
3344,neutral,,contradiction
3166,neutral,,neutral
3026,contradiction,,contradiction
3137,contradiction,,contradiction
3077,contradiction,,contradiction
3370,neutral,,neutral
3230,contradiction,,contradiction
3321,entailment,,entailment
3261,entailment,,entailment
3043,neutral,,neutral
3103,entailment,,neutral
3292,neutral,,neutral
3012,entailment,,entailment
3383,contradiction,,contradiction
3152,contradiction,,contradiction
3440,contradiction,,contradiction
3411,entailment,,entailment
3487,neutral,,neutral
2598,entailment,,entailment
2609,contradiction,,contradiction
2749,entailment,,neutral
3425,contradiction,,contradiction
2658,neutral,,entailment
2718,entailment,,entailment
3474,entailment,,entailment
3149,contradiction,,contradiction
3398,contradiction,,contradiction
3009,entailment,,entailment
3289,neutral,,neutral
3118,neutral,,neutral
3058,entailment,,neutral
3048,entailment,,entailment
3108,entailment,,entailment
3299,contradiction,,contradiction
3019,neutral,,neutral
3388,neutral,,neutral
3159,entailment,,entailment
2708,entailment,,contradiction
3464,contradiction,,contradiction
2648,neutral,,contradiction
2759,contradiction,,contradiction
3435,entailment,,entailment
2619,contradiction,,entailment
2588,contradiction,,contradiction
3497,neutral,,contradiction
3401,entailment,,contradiction
3450,entailment,,entailment
3483,entailment,,entailment
3470,neutral,,contradiction
3421,neutral,,neutral
2998,entailment,,neutral
2889,neutral,,entailment
3415,neutral,,neutral
2779,neutral,,neutral
2639,contradiction,,contradiction
3444,entailment,,entailment
2728,entailment,,neutral
2668,neutral,,neutral
3039,entailment,,entailment
3179,contradiction,,contradiction
3068,contradiction,,contradiction
3128,contradiction,,contradiction
3138,entailment,,entailment
3078,entailment,,entailment
3169,neutral,,neutral
3029,contradiction,,contradiction
2678,contradiction,,contradiction
3454,entailment,,neutral
2738,contradiction,,contradiction
2629,entailment,,neutral
3405,entailment,,entailment
2769,entailment,,entailment
2899,entailment,,neutral
2988,entailment,,entailment
3431,neutral,,contradiction
3460,entailment,,neutral
3493,neutral,,neutral
3482,contradiction,,contradiction
3471,entailment,,entailment
3420,entailment,,entailment
2999,neutral,,contradiction
2888,contradiction,,contradiction
2778,contradiction,,entailment
3414,entailment,,entailment
2638,neutral,,neutral
2729,contradiction,,contradiction
3445,neutral,,neutral
2669,contradiction,,contradiction
3038,contradiction,,contradiction
3178,entailment,,neutral
3069,entailment,,entailment
3129,entailment,,entailment
3139,neutral,,neutral
3079,neutral,,neutral
3168,entailment,,entailment
3028,neutral,,neutral
2679,entailment,,entailment
2739,entailment,,entailment
3455,contradiction,,contradiction
